Goalie,First,Last,Team,Pos,JNo,Wgt,Agl,Spd,OfA,DfA,PkC,Lv0,GlH,Lv0,Lv0,StR,StL,GvR,GvL
41,Cam,Russell,DAL,D,08,5,3,3,1,3,2,3,4,3,1,3,5,2,4
42,Defensemen,Eight,DAL,D,08,7,4,4,4,4,4,4,4,4,4,4,4,4,4
43,Defensemen,Nine,DAL,D,09,7,4,4,4,4,4,4,4,4,4,4,4,4,4
44,Bob,Essensa,HAM,G,35,3,5,4,5,5,4,0,0,0,0,4,5,5,4
45,Goaltender,01,HAM,G,01,6,6,6,6,6,6,0,0,0,0,6,6,6,6
46,Petr,Klima,HAM,F,85,7,5,5,3,2,4,1,3,5,5,4,5,3,3
47,Sergei,Fedorov,HAM,F,91,7,5,4,4,4,4,3,2,5,4,4,1,5,3
48,Denis,Savard,HAM,F,18,5,5,4,4,3,3,2,3,5,3,3,0,4,3
49,Mark,Messier,HAM,F,11,10,5,4,4,4,3,5,4,5,3,4,0,5,3
50,Forward,Five,HAM,F,05,7,4,4,4,4,4,4,4,4,4,4,4,4,4
51,Ulf,Samuelsson,HAM,D,05,8,4,4,3,5,3,5,6,3,0,4,1,3,5
52,Doug,Wilson,HAM,D,24,7,4,3,3,3,6,3,6,4,1,3,3,4,3
53,Defensemen,Eight,HAM,D,08,7,4,4,4,4,4,4,4,4,4,4,4,4,4
54,Defensemen,Nine,HAM,D,09,7,4,4,4,4,4,4,4,4,4,4,4,4,4
55,Tim,Cheveldae,HFD,G,32,6,5,4,4,4,4,0,0,0,0,3,5,5,4
56,Goaltender,01,HFD,G,01,6,6,6,6,6,6,0,0,0,0,6,6,6,6
57,Wayne,Gretzky,HFD,F,99,4,6,4,5,4,2,2,2,6,2,6,0,6,0
58,Benoit,Hogue,HFD,F,33,7,4,5,4,3,3,2,4,4,5,4,1,4,3
59,Cam,Neely,HFD,F,08,10,4,4,5,4,4,4,9,4,5,5,3,4,4
60,Forward,Four,HFD,F,04,7,4,4,4,4,4,4,4,4,4,4,4,4,4
61,Forward,Five,HFD,F,05,7,4,4,4,4,4,4,4,4,4,4,4,4,4
62,Phil,Housley,HFD,D,06,6,6,5,4,3,3,2,4,6,2,4,0,6,2
63,Brian,Leetch,HFD,D,02,6,6,3,4,4,4,2,6,5,1,5,2,5,2
64,Defensemen,Eight,HFD,D,08,7,4,4,4,4,4,4,4,4,4,4,4,4,4
65,Defensemen,Nine,HFD,D,09,7,4,4,4,4,4,4,4,4,4,4,4,4,4
66,Patrick,Roy,LA,G,33,6,6,4,4,4,6,0,0,0,0,5,5,6,6
67,Goaltender,01,LA,G,01,6,6,6,6,6,6,0,0,0,0,6,6,6,6
68,Dino,Ciccarelli,LA,F,22,5,5,4,4,2,5,2,3,5,5,4,1,4,3
69,Stephan,Lebeau,LA,F,47,5,4,4,4,3,3,2,1,4,5,4,0,3,1
70,Geoff,Courtnall,LA,F,14,7,5,5,4,3,3,1,4,4,3,3,2,4,4
71,Forward,Four,LA,F,04,7,4,4,4,4,4,4,4,4,4,4,4,4,4
72,Forward,Five,LA,F,05,7,4,4,4,4,4,4,4,4,4,4,4,4,4
73,Nicklas,Lidstrom,LA,D,05,5,4,3,3,4,4,3,4,4,1,4,2,4,1
74,Patrice,Brisebois,LA,D,43,5,3,3,3,3,3,3,7,2,2,4,3,2,3
75,Jeff,Brown,LA,D,21,9,3,3,4,4,5,2,3,4,3,5,1,4,2
76,Defensemen,Nine,LA,D,09,7,4,4,4,4,4,4,4,4,4,4,4,4,4
77,Ron,Hextall,MNS,G,27,7,5,4,4,4,4,0,0,0,0,4,5,4,3
78,Goaltender,01,MNS,G,01,6,6,6,6,6,6,0,0,0,0,6,6,6,6
79,Teemu,Selanne,MNS,F,13,6,5,6,5,3,4,3,3,4,5,5,4,4,2
80,Mario,Lemieux,MNS,F,66,10,5,4,6,4,4,3,3,6,6,6,0,6,2
81,Sergei,Makarov,MNS,F,42,6,5,4,4,2,2,1,0,5,4,3,0,5,2
82,Forward,Four,MNS,F,04,7,4,4,4,4,4,4,4,4,4,4,4,4,4
83,Forward,Five,MNS,F,05,7,4,4,4,4,4,4,4,4,4,4,4,4,4
84,Gary,Suter,MNS,D,20,7,5,4,4,5,4,4,6,4,2,5,2,4,3
85,Petr,Svoboda,MNS,D,07,5,4,4,3,4,3,3,6,4,0,4,0,3,3
86,Defensemen,Eight,MNS,D,08,7,4,4,4,4,4,4,4,4,4,4,4,4,4
87,Defensemen,Nine,MNS,D,09,7,4,4,4,4,4,4,4,4,4,4,4,4,4
88,Tommy,Soderstrom,NYR,G,30,3,5,4,5,5,4,0,0,0,0,3,5,4,4
89,Goaltender,01,NYR,G,01,6,6,6,6,6,6,0,0,0,0,6,6,6,6
90,Steve,Yzerman,NYR,F,19,6,6,5,6,4,4,1,1,5,5,6,1,5,2
91,Cliff,Ronning,NYR,F,07,5,5,5,4,3,2,2,0,4,3,5,1,4,1
92,Jaromir,Jagr,NYR,F,68,10,5,4,4,3,3,4,4,5,3,4,1,4,2
93,Pelle,Eklund,NYR,F,09,5,5,4,4,3,3,3,2,4,3,4,0,4,1
94,Forward,Five,NYR,F,05,7,4,4,4,4,4,4,4,4,4,4,4,4,4
95,Paul,Coffey,NYR,D,77,9,6,5,4,3,4,2,4,6,1,5,1,5,3
96,Gord,Murphy,NYR,D,28,8,5,4,2,3,4,4,9,3,1,3,3,3,3
97,Defensemen,Eight,NYR,D,08,7,4,4,4,4,4,4,4,4,4,4,4,4,4
98,Defensemen,Nine,NYR,D,09,7,4,4,4,4,4,4,4,4,4,4,4,4,4
99,Felix,Potvin,PHI,G,29,6,5,4,6,6,4,0,0,0,0,4,5,5,4
100,Goaltender,01,PHI,G,01,6,6,6,6,6,6,0,0,0,0,6,6,6,6
101,Mike,Gartner,PHI,F,22,7,5,5,4,4,5,2,3,5,3,5,5,5,2
102,Mark,Recchi,PHI,F,08,6,5,4,5,3,4,3,4,4,5,4,1,4,3
103,Steve,Larmer,PHI,F,28,7,4,4,4,6,4,4,4,4,4,6,3,4,2
104,Forward,Four,PHI,F,04,7,4,4,4,4,4,4,4,4,4,4,4,4,4
105,Forward,Five,PHI,F,05,7,4,4,4,4,4,4,4,4,4,4,4,4,4
106,Zarley,Zalapski,PHI,D,03,10,5,4,4,5,4,4,4,4,2,5,1,3,3
107,Steve,Smith,PHI,D,05,11,4,4,3,4,4,4,6,4,1,5,2,4,4
108,Defensemen,Eight,PHI,D,08,7,4,4,4,4,4,4,4,4,4,4,4,4,4
109,Defensemen,Nine,PHI,D,09,7,4,4,4,4,4,4,4,4,4,4,4,4,4
110,Goaltender,00,PIT,G,00,6,6,6,6,6,6,0,0,0,0,6,6,6,6
111,Goaltender,01,PIT,G,01,6,6,6,6,6,6,0,0,0,0,6,6,6,6
112,Pat,LaFontaine,PIT,F,16,5,5,4,6,4,3,3,3,5,4,6,0,5,2
113,Tomas,Sandstrom,PIT,F,17,9,4,4,5,3,5,3,8,4,5,3,2,3,3
114,Joe,Juneau,PIT,F,49,5,4,4,4,3,4,2,0,4,3,4,0,4,1
115,Nelson,Emerson,PIT,F,08,4,4,4,4,3,3,2,3,4,3,4,1,3,2
116,Forward,Five,PIT,F,05,7,4,4,4,4,4,4,4,4,4,4,4,4,4
117,Chris,Chelios,PIT,D,07,7,4,4,4,6,5,4,7,5,1,6,2,4,5
118,Al,Iafrate,PIT,D,34,11,4,4,4,4,6,4,6,4,2,4,4,4,4
119,Defensemen,Eight,PIT,D,08,7,4,4,4,4,4,4,4,4,4,4,4,4,4
120,Defensemen,Nine,PIT,D,09,7,4,4,4,4,4,4,4,4,4,4,4,4,4
121,Bill,Ranford,STL,G,30,4,5,3,3,3,4,0,0,0,0,4,5,5,5
122,Goaltender,01,STL,G,01,6,6,6,6,6,6,0,0,0,0,6,6,6,6
123,Pavel,Bure,STL,F,10,5,5,6,5,4,4,2,0,5,4,4,4,4,2
124,Mats,Sundin,STL,F,13,7,4,4,5,4,4,1,3,4,5,4,0,4,3
125,Eric,Lindros,STL,F,88,12,4,3,4,4,4,5,9,4,6,5,2,4,4
126,Forward,Four,STL,F,04,7,4,4,4,4,4,4,4,4,4,4,4,4,4
127,Forward,Five,STL,F,05,7,4,4,4,4,4,4,4,4,4,4,4,4,4
128,Rob,Blake,STL,D,44,11,4,4,4,4,4,3,3,4,1,4,3,4,4
129,Kevin,Hatcher,STL,D,04,12,3,3,4,4,5,4,3,4,2,4,4,4,3
130,Defensemen,Eight,STL,D,08,7,4,4,4,4,4,4,4,4,4,4,4,4,4
131,Defensemen,Nine,STL,D,09,7,4,4,4,4,4,4,4,4,4,4,4,4,4
132,Curtis,Joseph,TOR,G,31,10,3,3,3,1,3,3,5,3,1,1,2,3,3
133,Goaltender,01,TOR,G,01,6,6,6,6,6,6,0,0,0,0,6,6,6,6
134,Doug,Gilmour,TOR,F,93,4,5,4,5,5,4,4,4,4,4,6,0,4,3
135,Joe,Sakic,TOR,F,19,6,4,4,5,4,4,2,0,4,5,5,2,5,2
136,Geoff,Sanderson,TOR,F,08,6,4,4,4,3,4,2,0,4,4,4,3,3,1
137,Forward,Four,TOR,F,04,7,4,4,4,4,4,4,4,4,4,4,4,4,4
138,Forward,Five,TOR,F,05,7,4,4,4,4,4,4,4,4,4,4,4,4,4
139,Don,Sweeney,TOR,D,32,4,4,4,3,4,4,4,4,4,1,4,1,4,2
140,Al,MacInnis,TOR,D,02,8,4,4,4,3,6,3,5,4,1,5,2,4,3
141,Defensemen,Eight,TOR,D,08,7,4,4,4,4,4,4,4,4,4,4,4,4,4
142,Defensemen,Nine,TOR,D,09,7,4,4,4,4,4,4,4,4,4,4,4,4,4
143,Chris,Terreri,VGN,G,31,2,5,4,4,4,3,0,0,0,0,3,4,4,3
144,Goaltender,01,VGN,G,01,6,6,6,6,6,6,0,0,0,0,6,6,6,6
145,Peter,Bondra,VGN,F,12,6,4,6,4,3,3,2,0,4,4,4,2,3,2
146,Esa,Tikkanen,VGN,F,10,9,5,5,3,4,4,5,4,4,2,4,4,4,3
147,Valeri,Kamensky,VGN,F,31,8,4,4,4,3,5,2,5,4,3,4,1,4,2
148,Tony,Granato,VGN,F,21,6,4,5,4,4,3,3,3,3,4,3,3,3,4
149,Forward,Five,VGN,F,05,7,4,4,4,4,4,4,4,4,4,4,4,4,4
150,Ray,Bourque,VGN,D,77,10,5,4,4,6,5,6,0,5,5,6,2,5,2
151,Dave,Manson,VGN,D,24,9,4,4,3,5,5,4,10,4,1,5,4,3,4
152,Defensemen,Eight,VGN,D,08,7,4,4,4,4,4,4,4,4,4,4,4,4,4
153,Defensemen,Nine,VGN,D,09,7,4,4,4,4,4,4,4,4,4,4,4,4,4
154,Goaltender,00,MIN,G,00,6,6,6,6,6,6,0,0,0,0,6,6,6,6
155,Goaltender,01,MIN,G,01,6,6,6,6,6,6,0,0,0,0,6,6,6,6
156,Goaltender,02,MIN,G,02,6,6,6,6,6,6,0,0,0,0,6,6,6,6
157,Forward,03,MIN,F,03,0,6,6,6,6,6,6,0,6,6,6,6,6,6
158,Forward,04,MIN,F,04,0,6,6,6,6,6,6,0,6,6,6,6,6,6
159,Forward,05,MIN,F,05,0,6,6,6,6,6,6,0,6,6,6,6,6,6
160,Forward,06,MIN,F,06,0,6,6,6,6,6,6,0,6,6,6,6,6,6
161,Forward,07,MIN,F,07,0,6,6,6,6,6,6,0,6,6,6,6,6,6
162,Forward,08,MIN,F,08,0,6,6,6,6,6,6,0,6,6,6,6,6,6
163,Forward,09,MIN,F,09,0,6,6,6,6,6,6,0,6,6,6,6,6,6
164,Forward,0A,MIN,F,10,0,6,6,6,6,6,6,0,6,6,6,6,6,6
165,Forward,0B,MIN,F,11,0,6,6,6,6,6,6,0,6,6,6,6,6,6
166,Forward,0C,MIN,F,12,0,6,6,6,6,6,6,0,6,6,6,6,6,6
167,Forward,0D,MIN,F,13,0,6,6,6,6,6,6,0,6,6,6,6,6,6
168,Forward,0E,MIN,F,14,0,6,6,6,6,6,6,0,6,6,6,6,6,6
169,Forward,0F,MIN,F,15,0,6,6,6,6,6,6,0,6,6,6,6,6,6
170,Forward,10,MIN,F,16,0,6,6,6,6,6,6,0,6,6,6,6,6,6
171,Forward,11,MIN,F,17,0,6,6,6,6,6,6,0,6,6,6,6,6,6
172,Defenseman,12,MIN,D,18,0,6,6,6,6,6,6,0,6,6,6,6,6,6
173,Defenseman,13,MIN,D,19,0,6,6,6,6,6,6,0,6,6,6,6,6,6
174,Defenseman,14,MIN,D,20,0,6,6,6,6,6,6,0,6,6,6,6,6,6
175,Defenseman,15,MIN,D,21,0,6,6,6,6,6,6,0,6,6,6,6,6,6
176,Defenseman,16,MIN,D,22,0,6,6,6,6,6,6,0,6,6,6,6,6,6
177,Defenseman,17,MIN,D,23,0,6,6,6,6,6,6,0,6,6,6,6,6,6
178,Defenseman,18,MIN,D,24,0,6,6,6,6,6,6,0,6,6,6,6,6,6
179,Defenseman,19,MIN,D,25,0,6,6,6,6,6,6,0,6,6,6,6,6,6
180,Goaltender,00,MTL,G,00,6,6,6,6,6,6,0,0,0,0,6,6,6,6
181,Goaltender,01,MTL,G,01,6,6,6,6,6,6,0,0,0,0,6,6,6,6
182,Goaltender,02,MTL,G,02,6,6,6,6,6,6,0,0,0,0,6,6,6,6
183,Forward,03,MTL,F,03,0,6,6,6,6,6,6,0,6,6,6,6,6,6
184,Forward,04,MTL,F,04,0,6,6,6,6,6,6,0,6,6,6,6,6,6
185,Forward,05,MTL,F,05,0,6,6,6,6,6,6,0,6,6,6,6,6,6
186,Forward,06,MTL,F,06,0,6,6,6,6,6,6,0,6,6,6,6,6,6
187,Forward,07,MTL,F,07,0,6,6,6,6,6,6,0,6,6,6,6,6,6
188,Forward,08,MTL,F,08,0,6,6,6,6,6,6,0,6,6,6,6,6,6
189,Forward,09,MTL,F,09,0,6,6,6,6,6,6,0,6,6,6,6,6,6
190,Forward,0A,MTL,F,10,0,6,6,6,6,6,6,0,6,6,6,6,6,6
191,Forward,0B,MTL,F,11,0,6,6,6,6,6,6,0,6,6,6,6,6,6
192,Forward,0C,MTL,F,12,0,6,6,6,6,6,6,0,6,6,6,6,6,6
193,Forward,0D,MTL,F,13,0,6,6,6,6,6,6,0,6,6,6,6,6,6
194,Forward,0E,MTL,F,14,0,6,6,6,6,6,6,0,6,6,6,6,6,6
195,Forward,0F,MTL,F,15,0,6,6,6,6,6,6,0,6,6,6,6,6,6
196,Forward,10,MTL,F,16,0,6,6,6,6,6,6,0,6,6,6,6,6,6
197,Forward,11,MTL,F,17,0,6,6,6,6,6,6,0,6,6,6,6,6,6
198,Defenseman,12,MTL,D,18,0,6,6,6,6,6,6,0,6,6,6,6,6,6
199,Defenseman,13,MTL,D,19,0,6,6,6,6,6,6,0,6,6,6,6,6,6
200,Defenseman,14,MTL,D,20,0,6,6,6,6,6,6,0,6,6,6,6,6,6
201,Defenseman,15,MTL,D,21,0,6,6,6,6,6,6,0,6,6,6,6,6,6
202,Defenseman,16,MTL,D,22,0,6,6,6,6,6,6,0,6,6,6,6,6,6
203,Defenseman,17,MTL,D,23,0,6,6,6,6,6,6,0,6,6,6,6,6,6
204,Defenseman,18,MTL,D,24,0,6,6,6,6,6,6,0,6,6,6,6,6,6
205,Defenseman,19,MTL,D,25,0,6,6,6,6,6,6,0,6,6,6,6,6,6
206,Goaltender,00,NSH,G,00,6,6,6,6,6,6,0,0,0,0,6,6,6,6
207,Goaltender,01,NSH,G,01,6,6,6,6,6,6,0,0,0,0,6,6,6,6
208,Goaltender,02,NSH,G,02,6,6,6,6,6,6,0,0,0,0,6,6,6,6
209,Forward,03,NSH,F,03,0,6,6,6,6,6,6,0,6,6,6,6,6,6
210,Forward,04,NSH,F,04,0,6,6,6,6,6,6,0,6,6,6,6,6,6
211,Forward,05,NSH,F,05,0,6,6,6,6,6,6,0,6,6,6,6,6,6
212,Forward,06,NSH,F,06,0,6,6,6,6,6,6,0,6,6,6,6,6,6
213,Forward,07,NSH,F,07,0,6,6,6,6,6,6,0,6,6,6,6,6,6
214,Forward,08,NSH,F,08,0,6,6,6,6,6,6,0,6,6,6,6,6,6
215,Forward,09,NSH,F,09,0,6,6,6,6,6,6,0,6,6,6,6,6,6
216,Forward,0A,NSH,F,10,0,6,6,6,6,6,6,0,6,6,6,6,6,6
217,Forward,0B,NSH,F,11,0,6,6,6,6,6,6,0,6,6,6,6,6,6
218,Forward,0C,NSH,F,12,0,6,6,6,6,6,6,0,6,6,6,6,6,6
219,Forward,0D,NSH,F,13,0,6,6,6,6,6,6,0,6,6,6,6,6,6
220,Forward,0E,NSH,F,14,0,6,6,6,6,6,6,0,6,6,6,6,6,6
221,Forward,0F,NSH,F,15,0,6,6,6,6,6,6,0,6,6,6,6,6,6
222,Forward,10,NSH,F,16,0,6,6,6,6,6,6,0,6,6,6,6,6,6
223,Forward,11,NSH,F,17,0,6,6,6,6,6,6,0,6,6,6,6,6,6
224,Defenseman,12,NSH,D,18,0,6,6,6,6,6,6,0,6,6,6,6,6,6
225,Defenseman,13,NSH,D,19,0,6,6,6,6,6,6,0,6,6,6,6,6,6
226,Defenseman,14,NSH,D,20,0,6,6,6,6,6,6,0,6,6,6,6,6,6
227,Defenseman,15,NSH,D,21,0,6,6,6,6,6,6,0,6,6,6,6,6,6
228,Defenseman,16,NSH,D,22,0,6,6,6,6,6,6,0,6,6,6,6,6,6
229,Defenseman,17,NSH,D,23,0,6,6,6,6,6,6,0,6,6,6,6,6,6
230,Defenseman,18,NSH,D,24,0,6,6,6,6,6,6,0,6,6,6,6,6,6
231,Defenseman,19,NSH,D,25,0,6,6,6,6,6,6,0,6,6,6,6,6,6
232,Goaltender,00,NJ,G,00,6,6,6,6,6,6,0,0,0,0,6,6,6,6
233,Goaltender,01,NJ,G,01,6,6,6,6,6,6,0,0,0,0,6,6,6,6
234,Goaltender,02,NJ,G,02,6,6,6,6,6,6,0,0,0,0,6,6,6,6
235,Forward,03,NJ,F,03,0,6,6,6,6,6,6,0,6,6,6,6,6,6
236,Forward,04,NJ,F,04,0,6,6,6,6,6,6,0,6,6,6,6,6,6
237,Forward,05,NJ,F,05,0,6,6,6,6,6,6,0,6,6,6,6,6,6
238,Forward,06,NJ,F,06,0,6,6,6,6,6,6,0,6,6,6,6,6,6
239,Forward,07,NJ,F,07,0,6,6,6,6,6,6,0,6,6,6,6,6,6
240,Forward,08,NJ,F,08,0,6,6,6,6,6,6,0,6,6,6,6,6,6
241,Forward,09,NJ,F,09,0,6,6,6,6,6,6,0,6,6,6,6,6,6
242,Forward,0A,NJ,F,10,0,6,6,6,6,6,6,0,6,6,6,6,6,6
243,Forward,0B,NJ,F,11,0,6,6,6,6,6,6,0,6,6,6,6,6,6
244,Forward,0C,NJ,F,12,0,6,6,6,6,6,6,0,6,6,6,6,6,6
245,Forward,0D,NJ,F,13,0,6,6,6,6,6,6,0,6,6,6,6,6,6
246,Forward,0E,NJ,F,14,0,6,6,6,6,6,6,0,6,6,6,6,6,6
247,Forward,0F,NJ,F,15,0,6,6,6,6,6,6,0,6,6,6,6,6,6
248,Forward,10,NJ,F,16,0,6,6,6,6,6,6,0,6,6,6,6,6,6
249,Forward,11,NJ,F,17,0,6,6,6,6,6,6,0,6,6,6,6,6,6
250,Defenseman,12,NJ,D,18,0,6,6,6,6,6,6,0,6,6,6,6,6,6
251,Defenseman,13,NJ,D,19,0,6,6,6,6,6,6,0,6,6,6,6,6,6
252,Defenseman,14,NJ,D,20,0,6,6,6,6,6,6,0,6,6,6,6,6,6
253,Defenseman,15,NJ,D,21,0,6,6,6,6,6,6,0,6,6,6,6,6,6
254,Defenseman,16,NJ,D,22,0,6,6,6,6,6,6,0,6,6,6,6,6,6
255,Defenseman,17,NJ,D,23,0,6,6,6,6,6,6,0,6,6,6,6,6,6
256,Defenseman,18,NJ,D,24,0,6,6,6,6,6,6,0,6,6,6,6,6,6
257,Defenseman,19,NJ,D,25,0,6,6,6,6,6,6,0,6,6,6,6,6,6
258,Goaltender,00,NYI,G,00,6,6,6,6,6,6,0,0,0,0,6,6,6,6
259,Goaltender,01,NYI,G,01,6,6,6,6,6,6,0,0,0,0,6,6,6,6
260,Goaltender,02,NYI,G,02,6,6,6,6,6,6,0,0,0,0,6,6,6,6
261,Forward,03,NYI,F,03,0,6,6,6,6,6,6,0,6,6,6,6,6,6
262,Forward,04,NYI,F,04,0,6,6,6,6,6,6,0,6,6,6,6,6,6
263,Forward,05,NYI,F,05,0,6,6,6,6,6,6,0,6,6,6,6,6,6
264,Forward,06,NYI,F,06,0,6,6,6,6,6,6,0,6,6,6,6,6,6
265,Forward,07,NYI,F,07,0,6,6,6,6,6,6,0,6,6,6,6,6,6
266,Forward,08,NYI,F,08,0,6,6,6,6,6,6,0,6,6,6,6,6,6
267,Forward,09,NYI,F,09,0,6,6,6,6,6,6,0,6,6,6,6,6,6
268,Forward,0A,NYI,F,10,0,6,6,6,6,6,6,0,6,6,6,6,6,6
269,Forward,0B,NYI,F,11,0,6,6,6,6,6,6,0,6,6,6,6,6,6
270,Forward,0C,NYI,F,12,0,6,6,6,6,6,6,0,6,6,6,6,6,6
271,Forward,0D,NYI,F,13,0,6,6,6,6,6,6,0,6,6,6,6,6,6
272,Forward,0E,NYI,F,14,0,6,6,6,6,6,6,0,6,6,6,6,6,6
273,Forward,0F,NYI,F,15,0,6,6,6,6,6,6,0,6,6,6,6,6,6
274,Forward,10,NYI,F,16,0,6,6,6,6,6,6,0,6,6,6,6,6,6
275,Forward,11,NYI,F,17,0,6,6,6,6,6,6,0,6,6,6,6,6,6
276,Defenseman,12,NYI,D,18,0,6,6,6,6,6,6,0,6,6,6,6,6,6
277,Defenseman,13,NYI,D,19,0,6,6,6,6,6,6,0,6,6,6,6,6,6
278,Defenseman,14,NYI,D,20,0,6,6,6,6,6,6,0,6,6,6,6,6,6
279,Defenseman,15,NYI,D,21,0,6,6,6,6,6,6,0,6,6,6,6,6,6
280,Defenseman,16,NYI,D,22,0,6,6,6,6,6,6,0,6,6,6,6,6,6
281,Defenseman,17,NYI,D,23,0,6,6,6,6,6,6,0,6,6,6,6,6,6
282,Defenseman,18,NYI,D,24,0,6,6,6,6,6,6,0,6,6,6,6,6,6
283,Defenseman,19,NYI,D,25,0,6,6,6,6,6,6,0,6,6,6,6,6,6
284,Goaltender,00,AAA,G,00,6,6,6,6,6,6,0,0,0,0,6,6,6,6
285,Goaltender,01,AAA,G,01,6,6,6,6,6,6,0,0,0,0,6,6,6,6
286,Goaltender,02,AAA,G,02,6,6,6,6,6,6,0,0,0,0,6,6,6,6
287,Forward,03,AAA,F,03,0,6,6,6,6,6,6,0,6,6,6,6,6,6
288,Forward,04,AAA,F,04,0,6,6,6,6,6,6,0,6,6,6,6,6,6
289,Forward,05,AAA,F,05,0,6,6,6,6,6,6,0,6,6,6,6,6,6
290,Forward,06,AAA,F,06,0,6,6,6,6,6,6,0,6,6,6,6,6,6
291,Forward,07,AAA,F,07,0,6,6,6,6,6,6,0,6,6,6,6,6,6
292,Forward,08,AAA,F,08,0,6,6,6,6,6,6,0,6,6,6,6,6,6
293,Forward,09,AAA,F,09,0,6,6,6,6,6,6,0,6,6,6,6,6,6
294,Forward,0A,AAA,F,10,0,6,6,6,6,6,6,0,6,6,6,6,6,6
295,Forward,0B,AAA,F,11,0,6,6,6,6,6,6,0,6,6,6,6,6,6
296,Forward,0C,AAA,F,12,0,6,6,6,6,6,6,0,6,6,6,6,6,6
297,Forward,0D,AAA,F,13,0,6,6,6,6,6,6,0,6,6,6,6,6,6
298,Forward,0E,AAA,F,14,0,6,6,6,6,6,6,0,6,6,6,6,6,6
