Goalie,First,Last,Team,Pos,JNo,Wgt,Agl,Spd,OfA,DfA,PkC,Lv0,GlH,Lv0,Lv0,StR,StL,GvR,GvL
47,Anders,Bjork,BOS,F,10,5,4,3,3,2,3,1,0,3,3,4,3,3,0
48,Matt,Beleskey,BOS,F,39,8,2,2,3,3,4,5,0,3,2,4,5,1,3
49,Riley,Nash,BOS,F,20,7,3,3,2,3,3,3,0,2,3,4,3,3,1
50,Tim,Schaller,BOS,F,59,9,2,3,2,3,2,4,0,2,3,4,3,2,1
51,Sean,Kuraly,BOS,F,52,8,3,2,2,3,3,4,0,2,2,4,3,3,0
52,Kenny,Agostino,BOS,F,18,7,2,2,2,2,3,3,0,2,2,4,4,3,1
53,Zdeno,Chara,BOS,D,33,13,3,3,3,6,6,5,14,3,2,6,3,3,2
54,Charlie,McAvoy,BOS,D,73,8,4,4,3,3,4,4,1,4,3,6,2,4,2
55,Torey,Krug,BOS,D,47,5,4,4,4,2,4,2,0,3,2,6,3,4,0
56,Brandon,Carlo,BOS,D,25,7,4,3,2,3,3,3,1,3,1,6,2,3,1
57,Adam,McQuaid,BOS,D,54,9,2,3,1,4,3,5,5,3,0,5,0,2,4
58,Kevan,Miller,BOS,D,86,8,3,3,1,3,3,5,5,2,0,5,1,2,2
59,Matt,Grzelcyk,BOS,D,48,4,3,3,2,2,3,2,0,3,1,4,2,2,2
60,Paul,Postma,BOS,D,14,6,3,2,1,2,2,2,1,2,2,4,2,1,0
61,Rob,O'Gara,BOS,D,44,8,2,2,1,2,3,2,0,2,0,4,1,2,0
62,Robin,Lehner,BUF,G,40,11,4,3,4,4,3,0,0,0,0,4,4,2,3
63,Chad,Johnson,BUF,G,31,6,2,3,3,3,2,0,0,0,0,3,2,4,2
64,Jack,Eichel,BUF,F,15,6,5,5,4,2,4,1,1,5,5,5,4,4,0
65,Ryan,O'Reilly,BUF,F,90,8,4,4,4,4,3,0,0,5,4,6,2,5,0
66,Evander,Kane,BUF,F,09,8,3,5,4,2,5,5,10,3,3,5,5,3,5
67,Kyle,Okposo,BUF,F,21,9,3,4,4,3,4,3,1,3,4,5,3,5,3
68,Jason,Pominville,BUF,F,29,5,5,3,4,3,4,1,1,4,4,5,4,4,0
69,Sam,Reinhart,BUF,F,23,6,4,3,4,2,3,0,1,4,4,4,4,4,0
70,Benoit,Pouliot,BUF,F,67,6,4,2,3,3,2,3,2,3,4,4,2,3,1
71,Zemgus,Girgensons,BUF,F,28,6,4,3,2,3,2,4,2,3,3,4,3,2,0
72,Johan,Larsson,BUF,F,22,7,3,3,2,3,2,3,0,3,3,4,3,2,2
73,Scott,Wilson,BUF,F,20,5,2,3,3,2,1,5,0,3,2,4,4,2,1
74,Evan,Rodrigues,BUF,F,71,5,3,3,3,2,2,2,1,3,2,4,4,2,0
75,Jacob,Josefson,BUF,F,10,6,3,2,2,4,3,3,0,3,1,4,2,2,1
76,Seth,Griffith,BUF,F,25,6,2,3,2,2,2,4,1,3,1,4,3,2,1
77,Jordan,Nolan,BUF,F,17,9,3,2,1,3,3,5,4,2,1,3,4,2,2
78,Justin,Bailey,BUF,F,56,8,2,3,2,2,2,2,1,2,2,4,4,2,1
79,Rasmus,Ristolainen,BUF,D,55,9,4,3,4,4,5,5,1,3,1,6,3,4,0
80,Marco,Scandella,BUF,D,06,8,4,3,2,4,3,3,0,3,2,6,2,3,0
81,Zach,Bogosian,BUF,D,47,10,3,3,2,4,4,4,7,3,1,6,2,2,2
82,Nathan,Beaulieu,BUF,D,82,7,2,3,2,3,3,2,2,3,1,5,2,4,3
83,Jake,McCabe,BUF,D,19,8,3,2,2,3,3,4,0,2,1,6,1,2,2
84,Viktor,Antipin,BUF,D,93,4,3,3,2,3,3,1,0,2,1,4,1,2,0
85,Josh,Gorges,BUF,D,04,8,2,2,1,4,2,5,4,2,0,6,0,2,2
86,Matt,Tennyson,BUF,D,05,8,3,2,1,2,2,4,1,2,0,4,1,2,1
87,Brendan,Guhle,BUF,D,45,6,2,3,0,2,2,2,0,2,0,4,1,2,1
88,Mike,Smith,CGY,G,41,8,4,3,5,5,4,0,0,0,0,4,5,3,4
89,David,Rittich,CGY,G,33,6,3,4,2,2,3,0,0,0,0,2,3,3,3
90,Jon,Gillies,CGY,G,32,9,2,3,1,1,2,0,0,0,0,1,1,2,2
91,Johnny,Gaudreau,CGY,F,13,2,5,5,5,2,3,0,0,5,5,5,4,5,0
92,Sean,Monahan,CGY,F,23,6,4,5,4,3,3,1,0,5,5,5,3,4,0
93,Matthew,Tkachuk,CGY,F,19,7,4,4,4,3,4,3,0,4,3,4,3,4,5
94,Mikael,Backlund,CGY,F,11,7,4,3,4,5,3,3,0,3,4,5,3,4,1
95,Jaromir,Jagr,CGY,F,68,11,4,2,6,3,3,0,0,4,5,4,1,3,0
96,Michael,Frolik,CGY,F,67,7,4,3,3,4,4,1,0,4,3,4,3,4,0
97,Michael,Ferland,CGY,F,79,9,3,3,3,3,3,5,6,2,4,4,4,3,3
98,Sam,Bennett,CGY,F,93,5,4,4,3,3,2,4,0,3,2,4,3,2,1
99,Troy,Brouwer,CGY,F,36,9,3,2,3,3,3,5,3,3,4,5,3,2,2
100,Kris,Versteeg,CGY,F,10,4,4,3,3,3,3,0,1,4,4,4,3,3,2
101,Matt,Stajan,CGY,F,18,6,4,2,2,4,2,4,0,2,3,4,3,3,3
102,Mark,Jankowski,CGY,F,77,7,3,3,2,3,3,2,0,2,3,3,3,2,3
103,Garnet,Hathaway,CGY,F,21,8,2,3,2,3,3,4,1,2,1,3,3,1,3
104,Curtis,Lazar,CGY,F,20,8,3,2,2,2,3,4,1,2,1,3,3,3,2
105,Tanner,Glass,CGY,F,15,9,2,2,1,3,2,6,10,2,2,3,4,1,5
106,Mark,Giordano,CGY,D,05,7,5,4,4,5,4,3,6,4,3,6,3,4,1
107,Dougie,Hamilton,CGY,D,27,9,3,4,4,4,4,2,1,4,2,6,3,4,1
108,T.J.,Brodie,CGY,D,07,5,4,4,3,4,3,1,0,3,2,6,1,4,0
109,Travis,Hamonic,CGY,D,24,8,3,3,3,4,3,4,3,3,2,6,1,2,3
110,Michael,Stone,CGY,D,26,8,3,3,2,4,3,4,1,2,2,5,1,2,2
111,Brett,Kulak,CGY,D,61,6,4,3,1,3,2,3,4,3,0,4,0,1,2
112,Matt,Bartkowski,CGY,D,44,7,3,2,1,3,2,5,0,2,1,4,0,1,4
113,Dalton,Prout,CGY,D,47,11,2,1,1,2,2,4,5,1,1,5,0,1,4
114,Scott,Darling,CAR,G,33,10,4,3,3,3,4,0,0,0,0,2,3,3,3
115,Cam,Ward,CAR,G,30,4,4,4,4,4,3,0,0,0,0,3,4,3,4
116,Jeff,Skinner,CAR,F,53,7,5,4,5,3,4,1,0,4,5,5,5,3,0
117,Sebastian,Aho,CAR,F,20,4,4,5,4,3,4,2,0,4,4,5,4,4,0
118,Jordan,Staal,CAR,F,11,10,3,3,4,4,4,5,2,3,4,4,3,4,1
119,Teuvo,Teravainen,CAR,F,86,4,5,4,4,2,3,1,0,4,4,5,2,4,0
120,Victor,Rask,CAR,F,49,7,4,4,4,3,4,2,0,4,3,5,2,3,0
121,Justin,Williams,CAR,F,14,6,3,4,4,3,4,1,5,3,4,5,4,4,1
122,Elias,Lindholm,CAR,F,28,6,4,3,3,2,3,3,1,4,3,4,2,4,0
123,Derek,Ryan,CAR,F,07,3,4,3,3,2,2,2,1,4,4,4,2,4,0
124,Lee,Stempniak,CAR,F,21,6,3,2,3,2,4,4,1,3,4,4,3,4,0
125,Brock,McGinn,CAR,F,23,5,3,3,3,2,3,4,0,3,3,4,4,2,1
126,Marcus,Kruger,CAR,F,16,5,5,2,2,4,2,2,0,3,1,4,3,3,1
127,Joakim,Nordstrom,CAR,F,42,6,3,2,2,3,3,5,0,3,1,4,2,2,2
128,Josh,Jooris,CAR,F,19,7,2,2,2,3,3,2,1,4,3,4,5,2,0
129,Janne,Kuokkanen,CAR,F,59,5,3,2,3,2,3,1,0,3,2,4,3,2,0
130,Martin,Necas,CAR,F,88,3,3,3,2,1,2,1,1,3,3,4,3,3,2
131,Justin,Faulk,CAR,D,27,9,3,4,4,3,5,4,1,3,3,6,3,3,0
132,Jaccob,Slavin,CAR,D,74,8,5,4,3,5,3,2,0,4,2,6,1,3,0
133,Noah,Hanifin,CAR,D,05,8,4,3,3,4,4,2,0,4,2,5,2,3,0
134,Brett,Pesce,CAR,D,22,7,3,3,2,4,3,3,1,3,2,5,1,2,0
135,Haydn,Fleury,CAR,D,04,10,4,3,2,3,3,3,0,3,1,5,2,3,1
136,Trevor,vanRiemsdyk,CAR,D,57,5,3,3,2,3,3,1,1,3,2,5,2,2,0
137,Klas,Dahlbeck,CAR,D,06,8,3,2,1,2,2,4,0,2,2,5,1,2,1
138,Jake,Chelios,CAR,D,76,5,3,3,0,1,2,3,0,2,1,4,2,2,3
139,Trevor,Carrick,CAR,D,46,5,2,2,0,1,3,2,0,2,0,4,1,2,3
140,Carey,Price,CHI,G,31,8,5,4,5,5,5,0,0,0,0,5,6,4,5
141,Steven,Stamkos,CHI,F,91,6,5,5,5,3,5,3,1,5,5,6,4,4,1
142,Taylor,Hall,CHI,F,09,7,4,5,5,3,4,2,2,5,4,5,3,5,1
143,Jonathan,Drouin,CHI,F,92,5,5,5,4,2,4,1,2,5,4,5,3,4,0
144,Ryan,Johansen,CHI,F,19,9,5,4,5,3,3,3,1,4,4,5,1,5,2
145,Patrice,Bergeron,CHI,F,37,6,4,4,4,5,3,3,5,5,4,5,4,4,1
146,P.K.,Subban,CHI,D,76,8,5,5,4,4,5,3,3,4,2,6,3,4,2
147,Seth,Jones,CHI,D,03,9,5,5,4,4,4,2,1,4,2,6,3,3,0
148,John,Carlson,CHI,D,74,9,4,4,4,4,5,2,1,4,2,6,3,4,0
149,Jacob,Trouba,CHI,D,08,7,4,4,3,4,5,4,5,3,2,6,3,3,2
150,Braden,Holtby,COL,G,70,7,6,4,4,4,5,0,0,0,0,4,5,4,5
151,Nathan,MacKinnon,COL,F,29,7,4,6,5,3,4,2,1,5,5,6,4,5,0
152,Brad,Marchand,COL,F,63,5,5,5,5,4,5,1,2,4,5,5,3,4,3
153,Chris,Kreider,COL,F,20,10,3,5,4,3,4,5,2,3,4,4,4,3,2
154,Gabriel,Landeskog,COL,F,92,9,3,4,4,4,4,5,2,3,4,5,3,3,2
155,Max,Pacioretty,COL,F,67,8,3,3,5,4,4,3,0,4,5,5,5,4,1
156,Jake,Muzzin,COL,D,06,9,4,4,3,4,4,5,4,3,2,6,3,3,2
157,Roman,Josi,COL,D,59,7,5,4,4,5,4,2,0,5,3,6,3,4,1
158,Johnny,Boychuk,COL,D,55,10,3,3,3,4,4,5,3,3,1,6,3,3,1
159,Jack,Johnson,COL,D,07,10,3,3,3,4,4,4,0,2,2,6,1,3,1
160,Sergei,Bobrovsky,CBJ,G,72,4,5,4,5,5,6,0,0,0,0,5,5,6,5
161,Joonas,Korpisalo,CBJ,G,70,4,3,4,2,2,2,0,0,0,0,4,2,2,3
162,Artemi,Panarin,CBJ,F,09,3,5,5,5,3,4,1,1,4,5,6,3,5,1
163,Cam,Atkinson,CBJ,F,13,5,5,4,4,3,3,2,1,4,5,5,5,2,0
164,Alexander,Wennberg,CBJ,F,10,6,4,4,4,3,3,3,0,4,3,5,1,4,0
165,Nick,Foligno,CBJ,F,71,8,3,4,4,3,4,5,8,3,3,5,4,3,2
166,Josh,Anderson,CBJ,F,77,10,3,3,4,3,4,5,5,3,4,5,4,3,5
167,Brandon,Dubinsky,CBJ,F,17,9,3,3,3,4,4,6,6,3,2,4,2,4,4
168,Pierre-Luc,Dubois,CBJ,F,18,8,4,4,3,2,3,4,0,4,3,4,3,3,1
169,Boone,Jenner,CBJ,F,38,9,3,3,3,3,4,5,4,3,4,4,5,2,3
170,Oliver,Bjorkstrand,CBJ,F,28,4,4,3,3,2,3,2,1,4,4,4,4,3,0
171,Jussi,Jokinen,CBJ,F,36,7,3,3,4,4,3,1,0,3,3,5,2,4,1
172,Matt,Calvert,CBJ,F,11,5,4,3,3,2,3,3,0,3,3,4,4,2,2
173,Sonny,Milano,CBJ,F,22,7,3,3,3,1,4,3,0,3,4,4,4,2,2
174,Lukas,Sedlak,CBJ,F,45,7,3,2,3,3,3,3,0,3,4,3,3,2,3
175,Jordan,Schroeder,CBJ,F,14,5,4,4,3,2,2,1,1,3,3,3,3,2,0
176,Markus,Hannikainen,CBJ,F,37,6,3,3,2,2,2,4,0,3,3,3,3,2,2
177,Seth,Jones,CBJ,D,03,9,5,5,4,4,4,2,1,4,2,6,3,3,0
178,Zach,Werenski,CBJ,D,08,9,4,5,4,4,4,1,0,5,2,6,3,4,0
179,Jack,Johnson,CBJ,D,07,10,3,3,3,4,4,4,0,2,2,6,1,3,1
180,Ryan,Murray,CBJ,D,27,8,4,4,2,4,3,1,0,4,2,5,1,2,1
181,David,Savard,CBJ,D,58,10,3,3,2,4,4,4,5,2,1,6,2,3,2
182,Markus,Nutivaara,CBJ,D,65,5,4,3,3,3,3,2,0,3,1,4,2,3,0
183,Gabriel,Carlsson,CBJ,D,53,6,2,3,1,3,2,2,0,2,0,4,1,2,0
184,Scott,Harrington,CBJ,D,04,9,3,2,0,2,3,2,0,2,0,5,1,1,0
185,John,Ramage,CBJ,D,55,7,2,2,1,1,2,3,1,1,1,4,1,2,3
186,Tuukka,Rask,DAL,G,40,4,5,4,5,5,5,0,0,0,0,5,5,4,5
187,Jeff,Carter,DAL,F,77,9,4,4,5,3,5,2,1,5,4,5,4,4,0
188,Jack,Eichel,DAL,F,15,6,5,5,4,2,4,1,1,5,5,5,4,4,0
189,Johnny,Gaudreau,DAL,F,13,2,5,5,5,2,3,0,0,5,5,5,4,5,0
190,Claude,Giroux,DAL,F,28,5,4,5,5,3,5,3,1,5,2,6,3,5,1
191,Mikael,Granlund,DAL,F,64,5,4,5,4,4,3,1,0,5,4,5,2,5,0
192,Adam,Larsson,DAL,D,06,9,4,3,2,5,4,6,1,3,2,6,1,2,1
193,Radko,Gudas,DAL,D,03,9,4,3,2,4,3,6,7,3,2,5,2,2,5
194,Mark,Borowiecki,DAL,D,74,10,3,3,1,4,2,6,6,2,1,4,1,2,6
195,Mark,Methot,DAL,D,33,11,3,3,1,4,3,5,4,2,0,6,0,2,3
196,Jimmy,Howard,DET,G,35,8,4,3,4,4,3,0,0,0,0,3,4,4,5
197,Petr,Mrazek,DET,G,34,4,4,4,3,3,3,0,0,0,0,2,2,3,3
198,Henrik,Zetterberg,DET,F,40,6,5,4,5,3,4,2,0,5,3,5,2,5,0
199,Tomas,Tatar,DET,F,21,5,4,4,4,2,4,3,0,4,4,5,3,3,1
200,Gustav,Nyquist,DET,F,14,5,4,4,4,2,4,2,0,5,3,5,4,4,0
201,Anthony,Mantha,DET,F,39,10,3,4,4,2,4,3,0,3,4,5,5,4,1
202,Dylan,Larkin,DET,F,71,6,4,5,3,2,4,3,0,3,3,5,4,4,1
203,Frans,Nielsen,DET,F,51,6,4,3,4,4,3,2,0,3,4,5,3,3,0
204,Andreas,Athanasiou,DET,F,72,6,4,4,3,3,3,1,0,4,4,4,3,3,1
205,Justin,Abdelkader,DET,F,08,9,3,2,3,4,3,5,6,3,3,5,4,3,4
206,Martin,Frk,DET,F,42,6,3,3,3,2,4,4,1,3,3,4,5,2,3
207,Darren,Helm,DET,F,43,7,1,4,3,3,2,4,4,2,4,4,3,2,2
208,Luke,Glendening,DET,F,41,8,3,2,2,4,3,6,1,2,1,4,3,2,2
209,David,Booth,DET,F,17,8,2,3,3,3,3,4,0,3,1,3,3,2,1
210,Matt,Puempel,DET,F,54,7,1,2,3,1,2,2,0,2,3,4,3,2,0
211,Tyler,Bertuzzi,DET,F,59,7,2,2,1,3,2,4,0,2,0,3,3,1,0
212,Ben,Street,DET,F,11,7,2,2,1,1,2,2,0,2,0,3,2,1,1
213,Mike,Green,DET,D,25,8,3,4,4,3,4,3,1,4,2,6,3,5,2
214,Niklas,Kronwall,DET,D,55,6,3,3,3,5,3,4,0,3,1,6,0,3,1
215,Trevor,Daley,DET,D,83,7,5,4,2,4,3,2,4,3,2,6,1,2,1
216,Nick,Jensen,DET,D,03,6,3,4,3,3,3,3,1,3,1,5,1,3,0
217,Danny,DeKeyser,DET,D,65,6,4,3,2,4,3,2,4,3,2,6,1,3,1
218,Jonathan,Ericsson,DET,D,52,10,3,2,2,4,3,5,0,2,1,6,1,2,4
219,Xavier,Ouellet,DET,D,61,8,2,2,1,3,3,2,0,2,1,5,1,2,2
220,Luke,Witkowski,DET,D,28,9,3,2,0,2,2,5,7,1,0,4,1,1,5
221,Brian,Lashoff,DET,D,32,10,1,2,0,1,2,4,0,0,0,4,0,1,3
222,Cam,Talbot,EDM,G,33,6,5,4,4,4,4,0,0,0,0,4,4,3,5
223,Al,Montoya,EDM,G,35,6,3,3,3,3,2,0,0,0,0,3,3,3,4
224,Connor,McDavid,EDM,F,97,6,6,6,5,3,3,0,0,6,6,6,3,6,1
225,Leon,Draisaitl,EDM,F,29,9,5,4,5,3,4,1,4,4,4,5,2,5,0
226,Milan,Lucic,EDM,F,27,11,3,3,4,3,3,6,14,3,5,5,3,4,3
227,Ryan,Nugent-Hopkins,EDM,F,93,6,4,5,4,3,3,0,0,5,4,5,3,4,0
228,Patrick,Maroon,EDM,F,19,11,3,3,3,3,4,5,6,3,4,4,4,3,4
229,Ryan,Strome,EDM,F,18,7,4,4,3,3,3,2,1,4,3,4,2,3,1
230,Zack,Kassian,EDM,F,44,9,4,3,3,3,4,5,7,3,3,4,5,2,6
231,Mike,Cammalleri,EDM,F,13,6,3,3,4,3,4,2,0,3,4,5,4,4,1
232,Mark,Letestu,EDM,F,55,7,4,3,3,3,3,4,1,3,3,4,3,3,1
233,Drake,Caggiula,EDM,F,91,5,3,3,3,3,2,6,0,2,3,4,4,3,0
234,Jesse,Puljujarvi,EDM,F,98,7,3,2,3,2,4,1,1,3,3,4,3,4,2
235,Jujhar,Khaira,EDM,F,16,9,2,3,2,2,2,4,0,2,2,3,4,1,3
236,Anton,Slepyshev,EDM,F,58,9,2,2,2,1,3,3,1,3,2,4,5,2,0
237,Brad,Malone,EDM,F,24,9,2,2,1,3,2,5,6,2,2,3,3,1,4
238,Iiro,Pakarinen,EDM,F,26,8,1,2,2,2,3,4,1,2,1,3,4,2,0
239,Oscar,Klefbom,EDM,D,77,9,4,4,3,4,3,3,0,3,3,6,3,3,0
240,Adam,Larsson,EDM,D,06,9,4,3,2,5,4,6,1,3,2,6,1,2,1
241,Kris,Russell,EDM,D,04,4,5,3,2,5,3,3,0,4,1,6,1,3,1
242,Darnell,Nurse,EDM,D,25,9,4,4,2,3,4,5,6,3,0,6,3,3,3
243,Andrej,Sekera,EDM,D,02,7,3,2,4,3,4,2,0,3,2,6,2,3,0
244,Matthew,Benning,EDM,D,83,7,2,3,2,3,3,5,1,2,2,5,2,2,1
245,Brandon,Davidson,EDM,D,88,8,2,3,1,3,2,3,0,2,1,5,1,2,1
246,Eric,Gryba,EDM,D,62,11,2,2,0,4,2,6,5,2,0,5,1,2,5
247,Yohann,Auvitu,EDM,D,81,6,3,2,1,3,2,2,0,3,1,4,2,2,0
248,Roberto,Luongo,FLA,G,01,8,3,4,5,5,5,0,0,0,0,5,5,3,4
249,James,Reimer,FLA,G,34,8,3,3,3,3,3,0,0,0,0,3,3,3,3
250,Jonathan,Huberdeau,FLA,F,11,6,5,5,4,3,3,2,0,5,4,6,3,5,1
251,Aleksander,Barkov,FLA,F,16,8,5,4,4,5,3,1,0,4,5,6,2,4,0
252,Vincent,Trocheck,FLA,F,21,5,4,4,4,3,4,5,1,3,4,6,4,4,1
253,Evgeny,Dadonov,FLA,F,63,4,4,4,4,2,4,2,0,4,4,5,3,4,1
254,Radim,Vrbata,FLA,F,71,6,4,3,4,2,4,1,1,5,4,5,3,4,1
255,Nick,Bjugstad,FLA,F,27,9,3,3,3,3,4,3,1,4,2,4,3,3,2
256,Derek,MacKenzie,FLA,F,17,5,4,3,2,4,3,6,4,2,2,4,4,2,2
257,Colton,Sceviour,FLA,F,07,6,3,2,3,3,3,4,1,3,3,4,3,3,1
258,Jamie,McGinn,FLA,F,88,8,2,3,3,2,4,4,2,3,3,4,4,2,1
259,Jared,McCann,FLA,F,90,4,4,2,3,2,2,3,0,3,3,4,4,3,2
260,Connor,Brickley,FLA,F,23,8,3,3,2,3,3,5,0,2,2,3,3,3,2
261,Denis,Malgin,FLA,F,62,4,4,3,2,2,2,2,1,3,2,4,3,1,0
262,Henrik,Haapala,FLA,F,25,3,4,2,2,2,2,1,0,3,3,4,2,2,1
263,Michael,Haley,FLA,F,18,8,2,2,1,2,2,5,0,2,1,3,4,3,5
264,Dryden,Hunt,FLA,F,73,7,2,2,1,2,2,4,0,2,1,3,3,2,2
265,Aaron,Ekblad,FLA,D,05,9,4,4,3,4,4,3,5,4,2,6,3,3,1
266,Keith,Yandle,FLA,D,03,6,3,5,5,3,3,0,0,4,1,6,2,4,1
267,Michael,Matheson,FLA,D,19,6,4,4,3,3,3,0,0,4,3,5,2,2,2
268,Alex,Petrovic,FLA,D,06,8,3,3,2,3,3,5,5,2,1,5,0,2,2
269,Mark,Pysyk,FLA,D,13,7,3,3,2,3,3,3,1,3,1,5,1,2,2
270,Ian,McCoshen,FLA,D,12,9,2,2,2,2,3,5,0,2,2,4,1,1,3
271,MacKenzie,Weegar,FLA,D,52,9,3,2,1,2,3,3,1,2,1,4,2,1,0
272,Thomas,Schemitsch,FLA,D,89,7,2,2,1,2,3,4,1,1,0,4,1,2,1
273,Joshua,Brown,FLA,D,96,10,2,2,0,2,2,5,1,1,0,4,1,1,4
274,Jonathan,Quick,LAK,G,32,8,5,4,5,5,5,0,0,0,0,4,5,5,5
275,Anders,Lee,LAK,F,27,11,3,4,5,3,5,5,6,3,5,5,4,3,2
276,Jonathan,Huberdeau,LAK,F,11,6,5,5,4,3,3,2,0,5,4,6,3,5,1
277,Matt,Martin,LAK,F,15,10,3,3,2,3,3,6,12,2,3,4,5,2,6
278,Michael,Grabner,LAK,F,40,5,4,6,3,4,2,2,0,3,5,4,4,2,1
279,Zack,Kassian,LAK,F,44,9,4,3,3,3,4,5,7,3,3,4,5,2,6
280,Erik,Karlsson,LAK,D,65,6,6,5,5,3,4,2,1,5,3,6,3,6,1
281,Dustin,Byfuglien,LAK,D,33,14,3,3,4,4,5,5,9,3,2,6,3,4,4
282,Robert,Hagg,LAK,D,08,8,3,3,1,4,3,6,0,2,0,5,2,2,3
283,Cam,Fowler,LAK,D,04,8,4,5,4,3,5,1,4,4,3,6,2,4,0
284,Devan,Dubnyk,MIN,G,40,8,4,4,4,4,5,0,0,0,0,4,4,5,4
285,Alex,Stalock,MIN,G,32,5,3,3,3,3,3,0,0,0,0,3,2,3,3
286,Niklas,Svedberg,MIN,G,35,4,2,3,1,1,1,0,0,0,0,2,2,2,2
