Goalie,First,Last,Team,Pos,JNo,Wgt,Agl,Spd,OfA,DfA,PkC,Lv0,GlH,Lv0,Lv0,StR,StL,GvR,GvL
63,Jimmy,Carson,EDM,F,12,9,4,4,4,3,4,2,3,4,5,4,2,4,1
64,Joel,Otto,EDM,F,29,11,4,3,3,5,2,5,7,3,4,4,1,2,4
65,Glenn,Anderson,EDM,F,09,7,4,4,4,3,3,2,6,4,3,4,1,4,3
66,Paul,Ranheim,EDM,F,28,8,4,4,3,4,3,1,3,4,3,3,4,3,1
67,Dave,Brown,EDM,F,21,9,1,1,0,2,1,2,9,1,0,2,5,1,3
68,Mark,Tinordi,EDM,D,24,9,3,3,3,4,4,4,4,3,3,4,2,2,4
69,Kevin,Lowe,EDM,D,04,8,4,3,2,4,3,4,2,4,1,3,1,3,3
70,Brian,Glynn,EDM,D,06,11,3,3,2,3,4,3,4,2,1,4,3,2,3
71,Brad,Marsh,EDM,D,14,11,2,2,0,3,1,3,6,1,0,2,5,2,2
72,Jon,Casey,HFD,G,30,2,4,3,4,4,3,0,0,0,0,2,2,3,4
73,Glenn,Healy,HFD,G,35,5,2,4,4,4,2,0,0,0,0,2,2,2,2
74,Pavel,Bure,HFD,F,10,5,5,6,5,4,4,2,0,5,4,4,4,4,2
75,Pierre,Turgeon,HFD,F,77,9,4,4,5,3,4,3,4,4,5,5,1,4,1
76,Russ,Courtnall,HFD,F,26,6,5,6,4,2,4,2,1,3,3,3,4,3,2
77,Dave,Gagner,HFD,F,15,6,4,4,4,4,3,2,4,4,4,4,2,4,4
78,Kelly,Miller,HFD,F,11,8,4,4,3,3,3,2,0,4,3,3,2,4,1
79,Sergei,Nemchinov,HFD,F,13,6,4,3,3,5,3,4,0,3,4,5,2,3,2
80,Glen,Wesley,HFD,D,20,8,5,4,3,4,4,3,6,4,1,4,4,4,2
81,Brian,Leetch,HFD,D,02,6,6,3,4,4,4,2,6,5,1,5,2,5,2
82,Fredrik,Olausson,HFD,D,04,9,4,3,4,3,4,1,1,4,2,3,1,4,1
83,Jyrki,Lumme,HFD,D,21,7,4,3,3,4,2,3,4,4,1,4,1,4,2
84,Ed,Belfour,LA,G,30,6,6,4,6,6,5,0,0,0,0,6,6,5,5
85,Robb,Stauber,LA,G,35,6,2,3,5,5,3,0,0,0,0,2,2,2,2
86,Pat,LaFontaine,LA,F,16,5,5,4,6,4,3,3,3,5,4,6,0,5,2
87,Trevor,Linden,LA,F,15,9,4,4,4,4,4,3,3,4,4,4,3,4,2
88,Brendan,Shanahan,LA,F,19,10,3,3,5,4,4,2,7,4,5,4,2,4,4
89,Geoff,Sanderson,LA,F,08,6,4,4,4,3,4,2,0,4,4,4,3,3,1
90,Ulf,Dahlen,LA,F,22,8,3,4,4,3,3,2,0,4,4,4,3,3,0
91,Dmitri,Kvartalnov,LA,F,10,6,4,4,4,2,3,2,0,4,3,4,2,4,1
92,Steve,Chiasson,LA,D,03,9,4,3,4,4,4,3,6,4,1,4,2,3,4
93,Jeff,Brown,LA,D,21,9,3,3,4,4,5,2,3,4,3,5,1,4,2
94,Igor,Kravchuk,LA,D,05,9,4,3,3,4,3,3,2,4,2,4,4,3,2
95,Adam,Burt,LA,D,06,7,4,3,2,3,4,3,4,4,1,4,3,3,4
96,Kirk,McLean,MIN,G,01,8,4,4,4,4,4,0,0,0,0,4,4,3,3
97,Jim,Waite,MIN,G,29,6,3,3,3,3,2,0,0,0,0,2,2,3,3
98,Brett,Hull,MIN,F,16,9,4,4,5,3,6,3,3,5,3,4,4,3,2
99,Sergei,Fedorov,MIN,F,91,7,5,4,4,4,4,3,2,5,4,4,1,5,3
100,Joe,Sakic,MIN,F,19,6,4,4,5,4,4,2,0,4,5,5,2,5,2
101,Jari,Kurri,MIN,F,17,8,4,3,4,4,4,2,1,4,3,4,1,3,2
102,Bob,Sweeney,MIN,F,20,9,4,2,3,5,3,4,7,3,4,4,2,3,3
103,Valeri,Zelepukin,MIN,F,25,6,4,4,4,3,3,1,0,4,3,3,1,4,3
104,Calle,Johansson,MIN,D,06,9,4,3,3,4,4,3,4,4,1,4,1,4,2
105,Doug,Lidster,MIN,D,03,9,3,3,2,3,3,4,3,4,1,4,1,4,2
106,Bob,Rouse,MIN,D,28,10,3,3,2,4,2,4,3,2,0,4,4,2,3
107,Rob,Ramage,MIN,D,05,9,3,2,2,3,3,4,7,3,1,3,5,3,4
108,Bill,Ranford,MTL,G,30,4,4,3,3,3,4,0,0,0,0,4,4,5,4
109,Pat,Jablonski,MTL,G,35,5,2,3,2,2,2,0,1,0,0,2,2,2,2
110,Valeri,Kamensky,MTL,F,31,8,4,4,4,3,5,2,5,4,3,4,1,4,2
111,Petr,Klima,MTL,F,85,7,5,5,3,2,4,1,3,5,5,4,5,3,3
112,Pat,Verbeek,MTL,F,16,7,3,4,4,3,4,3,7,4,4,4,2,4,4
113,Pelle,Eklund,MTL,F,09,5,5,4,4,3,3,3,2,4,3,4,0,4,1
114,Peter,Stastny,MTL,F,26,9,4,3,3,4,3,3,0,4,4,3,2,4,1
115,Brent,Ashton,MTL,F,15,10,3,3,3,4,3,4,6,3,2,4,4,3,3
116,Zarley,Zalapski,MTL,D,03,10,5,4,4,5,4,4,4,4,2,5,1,3,3
117,James,Patrick,MTL,D,06,9,4,4,3,4,4,4,3,4,1,4,2,4,3
118,Doug,Wilson,MTL,D,24,7,4,3,3,3,6,3,6,4,1,3,3,4,3
119,Michel,Petit,MTL,D,07,9,3,3,2,3,4,3,9,4,1,3,3,3,3
120,Tommy,Soderstrom,NJ,G,30,3,4,4,5,5,4,0,0,0,0,3,4,3,4
121,Kelly,Hrudey,NJ,G,32,6,3,3,4,4,4,0,0,0,0,2,2,2,3
122,Esa,Tikkanen,NJ,F,10,9,5,5,3,4,4,5,4,4,2,4,4,4,3
123,Stephane,Richer,NJ,F,44,9,4,4,4,3,5,2,1,4,3,4,4,3,2
124,Tony,Granato,NJ,F,21,6,4,5,4,4,3,3,3,3,4,3,3,3,4
125,Joe,Juneau,NJ,F,49,5,4,4,4,3,4,2,0,4,3,4,0,4,1
126,Alexei,Kovalev,NJ,F,27,7,4,3,3,3,3,1,0,3,4,3,4,3,3
127,Louie,DeBrusk,NJ,F,29,12,1,1,2,1,2,3,12,1,4,1,5,1,5
128,Scott,Stevens,NJ,D,04,11,4,4,3,4,4,5,6,4,2,5,0,4,3
129,Eric,Weinrich,NJ,D,05,10,3,4,3,4,3,3,4,3,2,4,1,3,3
130,Mikhail,Tatarinov,NJ,D,06,8,3,3,2,2,5,4,6,4,1,2,4,4,3
131,Sergei,Zubov,NJ,D,56,7,3,3,3,4,3,3,3,3,2,3,1,3,0
132,Bob,Essensa,NYI,G,35,3,4,4,5,5,4,0,0,0,0,4,4,4,4
133,Andre,Racicot,NYI,G,37,4,2,3,3,3,3,0,0,0,0,2,2,2,2
134,Alexnder,Mogilny,NYI,F,89,7,6,6,6,3,4,2,4,5,5,4,4,5,2
135,Geoff,Courtnall,NYI,F,14,7,5,5,4,3,3,1,4,4,3,3,2,4,4
136,Claude,Lemieux,NYI,F,32,11,4,4,4,3,4,3,7,3,2,4,3,3,4
137,Nikolai,Borshevsky,NYI,F,16,6,4,4,4,2,3,2,0,4,4,4,2,4,1
138,Dirk,Graham,NYI,F,33,8,4,3,3,5,3,4,7,3,2,4,5,3,4
139,Brian,Noonan,NYI,F,10,7,3,3,3,3,4,3,3,4,3,4,5,3,3
140,Gord,Murphy,NYI,D,28,8,5,4,2,3,4,4,9,3,1,3,3,3,3
141,Luke,Richardson,NYI,D,22,11,3,3,1,3,2,4,6,3,0,2,4,3,4
142,Craig,Ludwig,NYI,D,03,12,2,2,1,3,2,3,4,2,0,3,4,2,4
143,Darius,Kasparitis,NYI,D,11,7,4,3,2,3,3,4,4,3,1,3,2,3,4
144,John,Blue,NYR,G,01,6,3,4,5,5,3,0,0,0,0,4,3,4,3
145,Dominik,Hasek,NYR,G,39,4,3,3,5,5,2,0,0,0,0,2,2,2,2
146,Doug,Gilmour,NYR,F,93,4,5,4,5,5,4,4,4,4,4,6,0,4,3
147,Theoren,Fleury,NYR,F,14,3,5,5,4,5,4,4,7,4,3,6,1,3,3
148,Wayne,Gretzky,NYR,F,99,4,6,4,5,4,2,2,2,6,2,6,0,6,0
149,Brian,Bradley,NYR,F,19,4,4,3,4,3,4,3,3,3,5,4,2,3,3
150,Nelson,Emerson,NYR,F,08,4,4,4,4,3,3,2,3,4,3,4,1,3,2
151,Dale,Hawerchuk,NYR,F,10,6,5,4,4,4,3,2,0,5,1,3,0,5,2
152,Gary,Suter,NYR,D,20,7,5,4,4,5,4,4,6,4,2,5,2,4,3
153,Chris,Chelios,NYR,D,07,7,4,4,4,6,5,4,7,5,1,6,2,4,5
154,Alexei,Zhitnik,NYR,D,02,5,4,4,3,4,3,3,4,3,2,4,1,3,3
155,Nicklas,Lidstrom,NYR,D,05,5,4,3,3,4,4,3,4,4,1,4,2,4,1
156,Patrick,Roy,PHI,G,33,6,6,4,4,4,6,0,0,0,0,5,5,6,6
157,Daniel,Berthiaume,PHI,G,32,1,3,3,1,1,2,0,0,0,0,2,2,2,2
158,Mario,Lemieux,PHI,F,66,10,5,4,6,4,4,3,3,6,6,6,0,6,2
159,Kevin,Stevens,PHI,F,25,11,3,4,5,3,3,3,6,4,4,5,3,4,4
160,Sergio,Momesso,PHI,F,27,11,4,3,3,3,3,4,6,2,3,4,4,2,4
161,Bob,Probert,PHI,F,24,11,4,3,3,3,3,4,10,2,2,4,2,3,5
162,Mark,Janssens,PHI,F,22,11,3,3,3,3,3,4,6,3,3,4,1,2,4
163,Pat,Falloon,PHI,F,17,7,4,4,3,2,3,1,3,4,2,4,5,3,1
164,Kevin,Hatcher,PHI,D,04,12,3,3,4,4,5,4,3,4,2,4,4,4,3
165,Kjell,Samuelsson,PHI,D,28,14,2,2,1,3,4,4,7,3,1,4,5,2,3
166,Frank,Musil,PHI,D,03,9,4,4,2,3,2,3,6,2,1,3,5,2,3
167,Jeff,Beukeboom,PHI,D,23,11,2,2,2,4,2,3,7,2,0,3,0,2,4
168,Tommy,Hanrahan,PIT,G,01,6,6,6,6,6,6,0,0,0,0,6,6,6,6
169,A,Goalie,PIT,G,31,6,6,6,6,6,6,0,0,0,0,6,6,6,6
170,Tim,McCracken,PIT,F,09,8,6,6,6,6,6,6,14,6,6,6,3,6,6
171,Andre,Lussier,PIT,F,16,8,6,6,6,6,6,6,14,6,6,6,3,6,6
172,Gilmore,Tuttle,PIT,F,15,8,6,6,6,6,6,6,14,6,6,6,3,6,6
173,Ned,Brophy,PIT,F,08,8,6,6,6,6,6,6,14,6,6,6,3,6,6
174,Walt,Comiskey,PIT,F,25,8,6,6,6,6,6,6,14,6,6,6,3,6,6
175,Barclay,Donaldson,PIT,F,22,8,6,6,6,6,6,6,14,6,6,6,3,6,6
176,Ogie,Oglethorpe,PIT,D,02,8,6,6,6,6,6,6,14,6,6,6,3,6,6
177,Clarence,Swamptown,PIT,D,07,8,6,6,6,6,6,6,14,6,6,6,3,6,6
178,Ross,Madison,PIT,D,03,8,6,6,6,6,6,6,14,6,6,6,3,6,6
179,Bruce,Boudreau,PIT,D,77,8,6,6,6,6,6,6,14,6,6,6,3,6,6
180,Stephane,Fiset,QUE,G,34,5,3,4,3,3,2,0,0,0,0,2,2,2,2
181,Mike,Richter,QUE,G,35,7,3,4,4,4,3,0,0,0,0,4,4,4,4
182,Tomas,Sandstrom,QUE,F,07,9,4,4,5,3,5,3,8,4,5,3,2,3,3
183,Jaromir,Jagr,QUE,F,68,10,5,4,4,3,3,4,4,5,3,4,1,4,2
184,Alexei,Zhamnov,QUE,F,10,7,5,3,4,3,3,3,0,5,4,4,1,5,2
185,Shayne,Corson,QUE,F,09,9,4,4,3,4,3,4,6,4,2,4,2,3,4
186,Yuri,Khmylev,QUE,F,13,7,4,3,3,4,4,3,1,3,4,3,3,3,2
187,Darren,Turcotte,QUE,F,08,6,4,4,4,3,3,2,4,4,3,4,4,3,2
188,Rob,Blake,QUE,D,04,11,4,4,4,4,4,3,3,4,1,4,3,4,4
189,Dave,Ellett,QUE,D,44,9,4,4,3,4,5,4,4,4,1,4,2,4,2
190,Vladimir,Malakhov,QUE,D,23,10,3,3,4,3,4,3,4,3,2,4,2,3,3
191,Jiri,Slegr,QUE,D,24,10,3,3,3,3,3,2,6,3,1,4,1,3,4
192,Tom,Barrasso,STL,G,35,10,4,4,5,5,4,0,1,0,0,4,4,4,4
193,Dominic,Roussel,STL,G,33,6,3,3,3,3,3,0,0,0,0,3,3,2,2
194,Mike,Gartner,STL,F,22,7,5,5,4,4,5,2,3,5,3,5,5,5,2
195,Kirk,Muller,STL,F,11,9,4,4,4,4,4,4,4,4,4,4,1,4,3
196,Dave,Andreychuk,STL,F,14,11,3,3,4,4,4,4,3,3,4,5,4,3,2
197,Craig,MacTavish,STL,F,15,8,4,3,2,4,2,4,4,3,2,5,2,2,3
198,Patrick,Poulin,STL,F,24,10,3,3,3,2,3,3,0,3,3,3,2,3,2
199,Mike,Eagles,STL,F,36,7,3,3,2,4,2,5,4,2,2,5,1,2,3
200,Ulf,Samuelsson,STL,D,05,8,4,4,3,5,3,5,6,3,0,4,1,3,5
201,Richard,Smehlik,STL,D,42,10,3,3,3,4,3,4,4,3,1,3,0,3,2
202,Petr,Svoboda,STL,D,07,5,4,4,3,4,3,3,6,4,0,4,0,3,3
203,Charlie,Huddy,STL,D,23,10,3,2,2,4,3,3,4,3,1,3,1,3,2
204,Ron,Hextall,TOR,G,27,7,4,4,4,4,4,0,0,0,0,4,4,3,3
205,Ken,Wregget,TOR,G,31,8,2,3,4,4,2,0,0,0,0,3,2,3,2
206,Dino,Ciccarelli,TOR,F,22,5,5,4,4,2,5,2,3,5,5,4,1,4,3
207,Adam,Oates,TOR,F,12,7,5,4,6,5,3,3,1,5,4,5,0,6,1
208,Ron,Francis,TOR,F,10,9,4,3,4,4,4,4,4,4,3,4,0,4,2
209,Owen,Nolan,TOR,F,11,8,4,4,4,3,4,1,7,4,4,4,3,3,4
210,Peter,Zezel,TOR,F,25,9,3,3,3,3,3,4,0,3,3,4,1,4,1
211,Michal,Pivonka,TOR,F,20,8,3,3,4,3,3,3,4,4,3,4,0,4,3
212,Jamie,Macoun,TOR,D,34,8,3,3,2,4,4,4,4,3,1,4,4,4,2
213,Gerald,Diduck,TOR,D,04,10,3,3,2,3,4,4,7,3,1,3,4,3,4
214,Stephane,Quintal,TOR,D,33,11,2,2,1,4,2,3,7,3,0,4,4,3,3
215,Garth,Butcher,TOR,D,05,9,2,3,2,4,2,4,7,3,1,4,4,3,4
216,Chris,Terreri,VAN,G,31,2,4,4,4,4,3,0,0,0,0,3,3,3,3
217,Arturs,Irbe,VAN,G,33,5,2,4,4,4,3,0,0,0,0,3,3,2,2
218,Eric,Lindros,VAN,F,88,12,4,3,4,4,4,5,9,4,6,5,2,4,4
219,Steve,Larmer,VAN,F,28,7,4,4,4,6,4,4,4,4,4,6,3,4,2
220,Rod,BrindAmour,VAN,F,17,9,4,3,4,4,4,3,4,4,4,4,2,4,3
221,Craig,Janney,VAN,F,15,7,4,3,5,4,3,2,0,4,4,4,0,4,0
222,Paul,Ysebaert,VAN,F,21,7,4,4,4,4,3,2,6,4,4,3,3,4,2
223,Joe,Mullen,VAN,F,07,6,4,3,4,3,3,3,1,4,5,4,2,3,0
224,Larry,Murphy,VAN,D,55,10,4,3,4,5,4,3,3,4,2,5,1,4,3
225,Don,Sweeney,VAN,D,32,4,4,4,3,4,4,4,4,4,1,4,1,4,2
226,Sylvain,Cote,VAN,D,03,6,3,3,3,4,3,3,1,3,2,4,4,3,2
227,Sandis,Ozolinsh,VAN,D,06,7,3,3,3,3,3,3,6,3,2,4,2,3,3
228,Don,Beaupre,WSH,G,33,4,3,4,3,3,3,0,0,0,0,3,3,3,3
229,Kay,Whitmore,WSH,G,35,5,2,3,5,5,2,0,0,0,0,2,3,2,3
230,Mike,Modano,WSH,F,09,7,5,5,4,4,5,2,4,5,2,5,2,4,3
231,Peter,Bondra,WSH,F,12,6,4,6,4,3,3,2,0,4,4,4,2,3,2
232,Bobby,Holik,WSH,F,16,10,3,4,3,3,3,3,3,3,3,4,5,3,3
233,Wendel,Clark,WSH,F,17,8,3,3,3,3,5,4,6,4,3,4,3,4,4
234,Kevin,Dineen,WSH,F,11,7,4,5,3,4,2,2,7,3,3,4,5,3,4
235,Greg,Adams,WSH,F,08,7,3,3,4,4,3,3,2,3,5,4,1,3,1
236,Dave,Manson,WSH,D,24,9,4,4,3,5,5,4,10,4,1,5,4,3,4
237,Alexei,Kasatonov,WSH,D,07,11,4,3,2,3,4,4,4,4,1,3,1,4,2
238,Glen,Feathrston,WSH,D,06,11,3,3,2,2,2,4,8,2,3,2,3,2,4
239,Doug,Zmolek,WSH,D,19,12,2,2,2,3,2,3,6,2,1,3,5,2,4
240,Curtis,Joseph,WPG,G,31,6,4,4,6,6,4,0,0,0,0,3,3,4,4
241,Daren,Puppa,WPG,G,01,9,3,4,5,5,2,0,1,0,0,2,2,3,3
242,Teemu,Selanne,WPG,F,13,6,5,6,5,3,4,3,3,4,5,5,4,4,2
243,Gary,Roberts,WPG,F,10,7,4,4,5,4,4,4,8,4,5,5,1,3,4
244,Denis,Savard,WPG,F,18,5,5,4,4,3,3,2,3,5,3,3,0,4,3
245,Mike,Ricci,WPG,F,09,7,4,4,4,3,3,3,4,3,5,3,0,4,3
246,Rick,Tocchet,WPG,F,22,9,2,2,5,4,4,3,7,3,5,4,1,3,4
247,Stephan,Lebeau,WPG,F,47,5,4,4,4,3,3,2,1,4,5,4,0,3,1
248,Marty,McSorley,WPG,D,33,14,3,3,3,4,3,3,9,3,2,4,4,3,6
249,Uwe,Krupp,WPG,D,04,14,2,2,3,4,3,3,3,2,2,4,1,3,2
250,Norm,Maciver,WPG,D,23,6,3,3,4,4,3,3,0,2,2,4,1,3,3
251,Paul,Cavallini,WPG,D,14,10,3,3,2,3,3,3,4,3,1,3,5,3,2
252,Denis,Lemieux,CHA,G,01,6,6,6,6,6,6,0,0,0,0,6,6,6,6
253,Denis,Lemieux,CHA,G,01,6,6,6,6,6,6,0,0,0,0,6,6,6,6
254,Reggie,Dunlap,CHA,F,07,8,6,6,6,6,6,6,14,6,6,6,3,6,6
255,Ned,Braden,CHA,F,10,8,6,6,6,6,6,6,14,6,6,6,3,6,6
256,Dave,Carlson,CHA,F,03,8,6,6,6,6,6,6,14,6,6,6,3,6,6
257,Jack,Hanson,CHA,F,16,8,6,6,6,6,6,6,14,6,6,6,3,6,6
258,Steve,Hanson,CHA,F,17,8,6,6,6,6,6,6,14,6,6,6,3,6,6
259,Jeff,Hanson,CHA,F,18,8,6,6,6,6,6,6,14,6,6,6,3,6,6
260,Billy,Charlebois,CHA,D,05,8,6,6,6,6,6,6,14,6,6,6,3,6,6
261,Morris,Wanchuk,CHA,D,02,8,6,6,6,6,6,6,14,6,6,6,3,6,6
262,Johnny,Upton,CHA,D,12,8,6,6,6,6,6,6,14,6,6,6,3,6,6
263,Jim,Ahern,CHA,D,06,8,6,6,6,6,6,6,14,6,6,6,3,6,6
264,Tommy,Hanrahan,SYR,G,01,6,6,6,6,6,6,0,0,0,0,6,6,6,6
265,Tim,McCracken,SYR,F,09,8,6,6,6,6,6,6,14,6,6,6,3,6,6
266,Andre,Lussier,SYR,F,16,8,6,6,6,6,6,6,14,6,6,6,3,6,6
267,Gilmore,Tuttle,SYR,F,15,8,6,6,6,6,6,6,14,6,6,6,3,6,6
268,Ned,Brophy,SYR,F,08,8,6,6,6,6,6,6,14,6,6,6,3,6,6
269,Walt,Comiskey,SYR,F,25,8,6,6,6,6,6,6,14,6,6,6,3,6,6
270,Barclay,Donaldson,SYR,F,22,8,6,6,6,6,6,6,14,6,6,6,3,6,6
271,Ogie,Oglethorpe,SYR,D,02,8,6,6,6,6,6,6,14,6,6,6,3,6,6
272,Clarence,Swamptown,SYR,D,07,8,6,6,6,6,6,6,14,6,6,6,3,6,6
273,Ross,Madison,SYR,D,03,8,6,6,6,6,6,6,14,6,6,6,3,6,6
274,Bruce,Boudreau,SYR,D,77,8,6,6,6,6,6,6,14,6,6,6,3,6,6
275,Denis,Lemieux,CLE,G,01,6,2,2,2,2,2,0,0,0,0,2,2,2,2
276,Yvon,LeBrun,CLE,G,31,6,2,2,2,2,2,0,0,0,0,2,2,2,2
277,Reggie,Dunlap,CLE,F,07,7,2,2,2,2,2,2,8,2,2,2,1,2,4
278,Ned,Braden,CLE,F,10,7,2,2,2,2,2,2,8,2,2,2,1,2,4
279,Dave,Carlson,CLE,F,03,7,2,2,2,2,2,2,8,2,2,2,1,2,4
280,Jack,Hanson,CLE,F,16,7,2,2,2,2,2,2,15,2,2,2,1,2,6
281,Steve,Hanson,CLE,F,17,7,2,2,2,2,2,2,15,2,2,2,1,2,6
282,Jeff,Hanson,CLE,F,18,7,2,2,2,2,2,2,15,2,2,2,1,2,6
283,Billy,Charlebois,CLE,D,05,7,2,2,2,2,2,2,8,2,2,2,1,2,4
284,Morris,Wanchuk,CLE,D,02,7,2,2,2,2,2,2,8,2,2,2,1,2,4
285,Johnny,Upton,CLE,D,12,7,2,2,2,2,2,2,8,2,2,2,1,2,4
286,Jim,Ahern,CLE,D,06,7,2,2,2,2,2,2,8,2,2,2,1,2,4
287,Denis,Lemieux,COL,G,01,6,2,2,2,2,2,0,0,0,0,2,2,2,2
