Goalie,First,Last,Team,Pos,JNo,Wgt,Agl,Spd,OfA,DfA,PkC,Lv0,GlH,Lv0,Lv0,StR,StL,GvR,GvL
19,Glen,Wesley,BOS,D,26,8,5,4,3,4,4,3,6,4,1,4,4,4,2
20,David,Shaw,BOS,D,34,9,2,2,2,4,2,3,3,2,2,4,5,2,3
21,Gord,Murphy,BOS,D,28,8,5,4,2,3,4,4,9,3,1,3,3,3,3
22,Gordie,Roberts,BOS,D,14,7,3,2,2,3,1,3,4,2,3,3,0,2,3
23,Glen,Feathrston,BOS,D,06,11,3,3,2,2,2,4,8,2,3,2,3,2,4
24,Jim,Wiemer,BOS,D,36,10,2,1,2,2,1,2,8,2,0,2,3,2,4
25,Grant,Fuhr,BUF,G,31,7,6,4,5,5,5,0,1,0,0,4,4,5,5
26,Tom,Draper,BUF,G,35,6,3,3,3,3,2,0,0,0,0,2,2,2,2
27,Dominik,Hasek,BUF,G,39,4,4,3,5,5,2,0,0,0,0,2,2,2,2
28,Pat,LaFontaine,BUF,F,16,5,5,4,6,4,3,3,3,5,4,6,0,5,2
29,Dale,Hawerchuk,BUF,F,10,6,5,4,4,4,3,2,0,5,1,3,0,5,2
30,Bob,Sweeney,BUF,F,20,9,4,2,3,5,3,4,7,3,4,4,2,3,3
31,Dave,Hannan,BUF,F,14,6,2,2,2,3,2,2,6,2,3,2,0,2,2
32,Randy,Wood,BUF,F,19,8,1,5,3,3,2,3,6,2,2,3,4,2,3
33,Yuri,Khmylev,BUF,F,13,7,4,3,3,4,4,3,1,3,4,3,3,3,2
34,Brad,May,BUF,F,27,9,2,2,2,2,2,3,10,2,3,2,5,1,4
35,Bob,Errey,BUF,F,12,6,4,4,2,4,2,4,4,3,2,4,5,2,3
36,Rob,Ray,BUF,F,32,10,3,4,1,1,1,3,10,2,2,1,5,1,4
37,Alexnder,Mogilny,BUF,F,89,7,6,6,6,3,4,2,4,5,5,4,4,5,2
38,Wayne,Presley,BUF,F,18,6,3,3,3,3,4,2,7,2,3,3,3,2,3
39,Donald,Audette,BUF,F,28,5,3,3,3,3,3,2,9,3,3,3,5,2,3
40,Bob,Corkum,BUF,F,29,10,2,2,1,3,2,2,3,2,2,3,5,2,2
41,Colin,Patterson,BUF,F,17,8,4,4,2,3,1,3,5,2,3,2,5,2,2
42,Doug,Bodger,BUF,D,08,10,2,3,3,4,2,3,6,2,1,4,1,3,3
43,Petr,Svoboda,BUF,D,07,5,4,4,3,4,3,3,6,4,0,4,0,3,3
44,Richard,Smehlik,BUF,D,42,10,3,3,3,4,3,4,4,3,1,3,0,3,2
45,Ken,Sutton,BUF,D,41,8,2,2,2,4,2,1,4,1,2,3,2,3,2
46,Grant,Ledyard,BUF,D,03,9,4,3,2,3,1,3,12,1,0,2,3,2,3
47,Gord,Donnelly,BUF,D,34,9,1,2,2,3,1,3,11,1,1,2,2,2,5
48,Randy,Moller,BUF,D,24,10,3,2,2,1,2,3,9,2,1,1,1,2,4
49,Keith,Carney,BUF,D,06,9,2,3,2,1,2,3,6,2,2,1,4,2,4
50,Mike,Vernon,CGY,G,30,4,4,4,4,4,4,0,0,0,0,4,4,3,3
51,Jeff,Reese,CGY,G,35,4,3,3,4,4,2,0,0,0,0,2,2,3,3
52,Joe,Nieuwendyk,CGY,F,25,8,4,4,4,3,4,3,4,4,4,4,3,2,2
53,Robert,Reichel,CGY,F,26,6,4,4,4,3,4,2,4,4,4,3,2,4,2
54,Joel,Otto,CGY,F,29,11,4,3,3,5,2,5,7,3,4,4,1,2,4
55,Brian,Skrudland,CGY,F,39,8,4,2,2,4,2,4,6,3,3,4,4,3,4
56,Gary,Roberts,CGY,F,10,7,4,4,5,4,4,4,8,4,5,5,1,3,4
57,Paul,Ranheim,CGY,F,28,8,4,4,3,4,3,1,3,4,3,3,4,3,1
58,Brent,Ashton,CGY,F,15,10,3,3,3,4,3,4,6,3,2,4,4,3,3
59,Chris,Lindberg,CGY,F,11,7,3,4,2,3,2,2,4,3,3,2,3,2,1
60,Craig,Berube,CGY,F,16,9,2,3,1,1,2,2,10,1,1,1,4,1,4
61,Theoren,Fleury,CGY,F,14,3,5,5,4,5,4,4,7,4,3,6,1,3,3
62,Sergei,Makarov,CGY,F,42,6,5,4,4,2,2,1,0,5,4,3,0,5,2
63,Greg,Paslawski,CGY,F,23,7,2,2,3,1,3,2,1,3,4,2,2,2,0
64,Ronnie,Stern,CGY,F,22,8,2,2,2,1,2,3,7,2,3,1,3,2,4
65,Gary,Suter,CGY,D,20,7,5,4,4,5,4,4,6,4,2,5,2,4,3
66,Al,MacInnis,CGY,D,02,8,4,4,4,3,6,3,5,4,1,5,2,4,3
67,Roger,Johansson,CGY,D,34,7,4,3,2,2,2,3,4,3,1,2,3,3,2
68,Trent,Yawney,CGY,D,18,7,3,2,2,4,2,3,6,3,0,3,1,3,3
69,Frank,Musil,CGY,D,03,9,4,4,2,3,2,3,6,2,1,3,5,2,3
70,Michel,Petit,CGY,D,07,9,3,3,2,3,4,3,9,4,1,3,3,3,3
71,Kevin,Dahl,CGY,D,04,7,2,3,2,4,2,3,3,3,1,3,1,3,2
72,Chris,Dahlquist,CGY,D,05,8,3,3,1,4,3,3,4,3,1,3,5,2,3
73,Alexnder,Godynyuk,CGY,D,21,10,2,3,2,2,2,3,8,2,2,3,5,1,2
74,Greg,Smyth,CGY,D,06,10,0,0,1,0,0,1,9,0,1,1,4,0,4
75,Ed,Belfour,CHI,G,30,6,6,4,6,6,5,0,0,0,0,6,6,5,5
76,Jim,Waite,CHI,G,29,6,4,3,3,3,2,0,0,0,0,2,2,3,3
77,Jeremy,Roenick,CHI,F,27,4,5,5,4,4,5,2,3,5,5,5,2,5,3
78,Christan,Ruuttu,CHI,F,22,8,4,4,3,4,3,4,4,4,2,4,2,4,3
79,Brent,Sutter,CHI,F,12,6,3,2,4,5,3,4,3,4,3,5,1,3,3
80,Troy,Murray,CHI,F,19,8,4,3,2,4,2,4,3,3,1,3,5,3,3
81,Michel,Goulet,CHI,F,16,8,4,3,3,3,2,2,6,3,5,3,3,1,2
82,Stephane,Matteau,CHI,F,32,8,2,2,3,2,1,3,6,2,3,3,2,1,3
83,Greg,Gilbert,CHI,F,14,7,2,2,3,3,2,4,6,3,3,3,1,1,2
84,Jocelyn,Lemieux,CHI,F,26,9,3,4,3,3,4,2,6,2,2,2,2,1,3
85,Stu,Grimson,CHI,F,23,11,1,1,0,2,1,3,10,1,1,2,5,1,4
86,Steve,Larmer,CHI,F,28,7,4,4,4,6,4,4,4,4,4,6,3,4,2
87,Dirk,Graham,CHI,F,33,8,4,3,3,5,3,4,7,3,2,4,5,3,4
88,Brian,Noonan,CHI,F,10,7,3,3,3,3,4,3,3,4,3,4,5,3,3
89,Dave,Christian,CHI,F,25,8,3,3,2,3,3,2,3,3,1,3,2,3,1
90,Joe,Murphy,CHI,F,17,7,4,4,4,3,4,3,2,3,3,4,2,4,3
91,Rob,Brown,CHI,F,44,6,4,3,3,2,2,2,8,4,1,2,0,2,4
92,Chris,Chelios,CHI,D,07,7,4,4,4,6,5,4,7,5,1,6,2,4,5
93,Steve,Smith,CHI,D,05,11,4,4,3,4,4,4,6,4,1,5,2,4,4
94,Bryan,Marchment,CHI,D,02,8,3,3,2,4,2,4,6,2,1,3,2,1,5
95,Frantsek,Kucera,CHI,D,06,9,2,2,2,4,3,1,3,2,1,3,4,2,2
96,Craig,Muni,CHI,D,03,9,2,2,1,3,2,4,6,2,0,4,2,2,3
97,Keith,Brown,CHI,D,04,7,2,2,2,3,2,3,9,3,1,3,4,3,3
98,Cam,Russell,CHI,D,08,5,3,3,1,3,2,3,4,3,1,3,5,2,4
99,Adam,Bennett,CHI,D,47,9,2,2,1,1,1,2,5,2,0,1,4,1,2
100,Tim,Cheveldae,DET,G,32,6,5,4,4,4,4,0,0,0,0,4,3,4,4
101,Vincent,Riendeau,DET,G,37,6,4,3,2,2,2,0,0,0,0,3,2,2,3
102,Steve,Yzerman,DET,F,19,6,6,5,6,4,4,1,1,5,5,6,1,5,2
103,Sergei,Fedorov,DET,F,91,7,5,4,4,4,4,3,2,5,4,4,1,5,3
104,Dallas,Drake,DET,F,28,4,4,4,3,4,3,2,0,3,3,4,1,3,3
105,Mike,Sillinger,DET,F,23,7,3,3,3,3,2,2,3,3,2,4,0,2,1
106,Vachslav,Kozlov,DET,F,13,5,4,3,2,2,3,1,2,3,3,3,5,3,3
107,Paul,Ysebaert,DET,F,21,7,4,4,4,4,3,2,6,4,4,3,3,4,2
108,Shawn,Burr,DET,F,11,6,2,2,3,3,2,4,6,2,2,3,1,2,3
109,Keith,Primeau,DET,F,55,11,3,3,3,4,3,1,6,2,4,3,1,2,4
110,Gerard,Gallant,DET,F,17,6,2,2,3,3,3,4,6,3,3,3,1,3,4
111,John,Ogrodnick,DET,F,25,9,3,3,3,3,3,3,2,3,4,2,1,3,0
112,Dino,Ciccarelli,DET,F,22,5,5,4,4,2,5,2,3,5,5,4,1,4,3
113,Ray,Sheppard,DET,F,26,6,2,2,4,3,3,3,3,3,4,3,2,2,2
114,Bob,Probert,DET,F,24,11,4,3,3,3,3,4,10,2,2,4,2,3,5
115,Sheldon,Kennedy,DET,F,15,4,3,3,3,2,2,2,3,2,4,2,5,2,2
116,Jim,Hiller,DET,F,14,7,2,2,2,1,2,3,7,2,2,1,4,2,4
117,Paul,Coffey,DET,D,77,9,6,5,4,3,4,2,4,6,1,5,1,5,3
118,Steve,Chiasson,DET,D,03,9,4,3,4,4,4,3,6,4,1,4,2,3,4
119,Yves,Racine,DET,D,33,6,3,3,3,4,4,3,4,3,1,4,2,3,3
120,Nicklas,Lidstrom,DET,D,05,5,4,3,3,4,4,3,4,4,1,4,2,4,1
121,Mark,Howe,DET,D,04,6,3,3,3,4,3,3,2,3,1,3,0,3,1
122,Vladimir,Konstantov,DET,D,16,6,3,3,2,4,3,4,7,3,1,4,2,3,3
123,Steve,Konroyd,DET,D,08,8,3,3,2,3,2,4,4,2,1,3,2,3,3
124,Brad,McCrimmon,DET,D,02,8,3,2,2,4,2,4,6,1,0,3,1,3,3
125,Bill,Ranford,EDM,G,30,4,5,3,3,3,4,0,0,0,0,4,4,5,4
126,Ron,Tugnutt,EDM,G,01,2,3,3,3,3,1,0,0,0,0,1,1,1,2
127,Doug,Weight,EDM,F,39,6,3,3,3,4,3,3,4,4,3,3,1,3,2
128,Todd,Elik,EDM,F,34,7,3,4,3,3,2,2,4,3,3,3,1,2,3
129,Craig,MacTavish,EDM,F,14,8,4,3,2,4,2,4,4,3,2,5,2,2,3
130,Kevin,Todd,EDM,F,15,5,3,4,3,3,3,3,6,3,2,3,3,3,2
131,Shjon,Podein,EDM,F,26,9,2,2,3,2,2,2,6,2,4,2,5,1,2
132,Mike,Hudson,EDM,F,20,9,3,3,2,4,2,4,8,2,0,3,2,3,3
133,Shayne,Corson,EDM,F,09,9,4,4,3,4,3,4,6,4,2,4,2,3,4
134,Craig,Simpson,EDM,F,18,8,3,3,4,3,4,2,3,4,5,3,1,3,2
135,Zdeno,Ciger,EDM,F,08,7,4,3,3,3,3,2,0,3,3,3,2,3,0
136,Kelly,Buchberger,EDM,F,16,10,2,2,2,3,2,4,10,1,3,3,2,1,3
137,Martin,Gelinas,EDM,F,07,8,3,3,2,2,3,2,4,3,2,2,4,2,2
138,Louie,DeBrusk,EDM,F,29,12,1,1,2,1,2,3,12,1,4,1,5,1,5
139,Petr,Klima,EDM,F,85,7,5,5,3,2,4,1,3,5,5,4,5,3,3
140,Scott,Mellanby,EDM,F,27,9,1,1,3,3,3,4,7,2,3,3,3,2,4
141,Steven,Rice,EDM,F,12,11,2,2,2,1,2,1,3,2,1,1,2,2,3
142,Dave,Manson,EDM,D,24,9,4,4,3,5,5,4,10,4,1,5,4,3,4
143,Igor,Kravchuk,EDM,D,21,9,4,3,3,4,3,3,2,4,2,4,4,3,2
144,Brian,Benning,EDM,D,19,8,2,2,3,4,3,3,6,2,2,4,2,3,4
145,Geoff,Smith,EDM,D,25,9,4,3,2,3,1,1,4,3,1,3,2,3,1
146,Brian,Glynn,EDM,D,06,11,3,3,2,3,4,3,4,2,1,4,3,2,3
147,Luke,Richardson,EDM,D,22,11,3,3,1,3,2,4,6,3,0,2,4,3,4
148,Chris,Joseph,EDM,D,02,10,3,3,3,1,3,3,5,3,1,1,2,3,3
149,Brad,Werenka,EDM,D,36,9,3,3,2,2,3,2,6,3,3,2,5,2,3
150,Sean,Burke,HFD,G,01,10,5,3,2,2,4,0,0,0,0,4,4,4,4
151,Mario,Gosselin,HFD,G,31,3,3,3,4,4,2,0,0,0,0,1,1,2,2
152,Frank,Pietrngelo,HFD,G,40,6,4,3,1,1,3,0,0,0,0,2,2,2,2
153,Andrew,Cassels,HFD,F,21,7,3,3,4,4,2,2,0,3,4,4,0,3,2
154,Terry,Yake,HFD,F,25,6,3,3,4,3,3,3,3,3,4,4,0,3,2
155,Mikael,Nylander,HFD,F,36,5,4,3,3,2,3,2,2,3,2,3,1,3,2
156,Robert,Kron,HFD,F,38,5,3,3,3,4,2,2,2,3,3,3,4,3,2
157,Robert,Petrovicky,HFD,F,39,5,4,3,2,2,3,2,2,3,1,3,4,3,3
158,Geoff,Sanderson,HFD,F,08,6,4,4,4,3,4,2,0,4,4,4,3,3,1
159,Patrick,Poulin,HFD,F,24,10,3,3,3,2,3,3,0,3,3,3,2,3,2
160,Yvon,Corriveau,HFD,F,11,8,2,2,2,3,2,3,8,1,2,3,3,1,1
161,Jim,McKenzie,HFD,F,33,9,2,2,1,1,2,2,4,2,2,2,3,1,4
162,Randy,Cunnyworth,HFD,F,07,6,2,3,2,3,2,3,6,2,2,3,5,3,3
163,Pat,Verbeek,HFD,F,16,7,3,4,4,3,4,3,7,4,4,4,2,4,4
164,Mark,Janssens,HFD,F,22,11,3,3,3,3,3,4,6,3,3,4,1,2,4
165,Nick,Kypreos,HFD,F,20,8,2,2,2,2,1,3,6,2,4,3,4,1,5
166,Mark,Greig,HFD,F,17,7,1,1,2,1,0,1,5,1,1,1,0,1,3
167,Jamie,Leach,HFD,F,34,8,3,3,2,1,2,3,9,2,3,1,5,2,0
168,Zarley,Zalapski,HFD,D,03,10,5,4,4,5,4,4,4,4,2,5,1,3,3
169,Eric,Weinrich,HFD,D,04,10,3,4,3,4,3,3,4,3,2,4,1,3,3
170,Adam,Burt,HFD,D,06,7,4,3,2,3,4,3,4,4,1,4,3,3,4
171,Dan,Keczmer,HFD,D,37,7,2,2,2,3,1,1,6,2,2,2,5,1,3
172,Doug,Houda,HFD,D,27,7,2,2,1,2,2,2,9,2,1,2,4,1,4
173,Randy,Ladouceur,HFD,D,29,11,3,3,1,3,1,2,4,2,1,3,5,1,4
174,Allen,Pedersen,HFD,D,41,10,2,3,1,3,2,3,6,2,1,2,1,2,3
175,Kelly,Hrudey,LA,G,32,6,4,3,4,4,4,0,0,0,0,2,2,2,3
176,Robb,Stauber,LA,G,35,6,3,3,5,5,3,0,0,0,0,2,2,2,2
177,Rick,Knickle,LA,G,01,2,3,3,3,3,2,0,0,0,0,2,2,2,1
178,Wayne,Gretzky,LA,F,99,4,6,4,5,4,2,2,2,6,2,6,0,6,0
179,Jimmy,Carson,LA,F,12,9,4,4,4,3,4,2,3,4,5,4,2,4,1
180,Corey,Millen,LA,F,23,4,3,4,4,3,2,1,5,3,4,3,3,3,3
181,Gary,Shuchuk,LA,F,14,6,2,2,2,0,1,2,3,2,2,0,3,2,2
182,Luc,Robitaille,LA,F,20,7,4,4,5,3,4,2,4,5,6,5,2,4,3
183,Tony,Granato,LA,F,21,6,4,5,4,4,3,3,3,3,4,3,3,3,4
184,Lonnie,Loach,LA,F,29,6,2,3,3,2,2,2,6,2,3,2,2,2,2
185,Pat,Conacher,LA,F,15,7,2,2,2,2,2,2,4,2,3,2,4,3,1
186,Warren,Rychel,LA,F,10,7,2,2,2,1,1,3,6,1,2,1,5,1,5
187,Tomas,Sandstrom,LA,F,07,9,4,4,5,3,5,3,8,4,5,3,2,3,3
188,Jari,Kurri,LA,F,17,8,4,3,4,4,4,2,1,4,3,4,1,3,2
189,Mike,Donnelly,LA,F,11,6,4,4,4,3,2,3,4,2,3,4,3,3,2
190,Dave,Taylor,LA,F,18,7,3,2,2,3,3,3,5,3,2,3,3,2,3
191,Rob,Blake,LA,D,04,11,4,4,4,4,4,3,3,4,1,4,3,4,4
192,Marty,McSorley,LA,D,33,14,3,3,3,4,3,3,9,3,2,4,4,3,6
193,Alexei,Zhitnik,LA,D,02,5,4,4,3,4,3,3,4,3,2,4,1,3,3
194,Darryl,Sydor,LA,D,25,9,3,3,2,3,3,3,4,3,1,3,2,3,2
195,Charlie,Huddy,LA,D,22,10,3,2,2,4,3,3,4,3,1,3,1,3,2
196,Mark,Hardy,LA,D,24,8,3,3,2,3,1,3,6,2,0,2,1,2,3
197,Brent,Thompson,LA,D,03,5,2,2,1,2,1,2,8,2,0,2,1,1,4
198,Tim,Watters,LA,D,05,6,2,2,1,2,1,2,6,2,0,2,1,2,2
199,Rene,Chapdlaine,LA,D,08,8,1,1,0,1,0,1,5,1,0,1,3,1,3
200,Jon,Casey,MIN,G,30,2,5,3,4,4,3,0,0,0,0,2,2,3,4
201,Darcy,Wakaluk,MIN,G,35,6,3,3,3,3,3,0,0,0,0,2,2,3,2
202,Mike,Modano,MIN,F,09,7,5,5,4,4,5,2,4,5,2,5,2,4,3
203,Dave,Gagner,MIN,F,15,6,4,4,4,4,3,2,4,4,4,4,2,4,4
204,Neal,Broten,MIN,F,07,4,4,4,3,5,3,3,0,3,2,4,3,4,1
205,Brent,Gilchrist,MIN,F,41,6,4,3,2,2,3,2,0,4,2,2,5,3,2
206,Bobby,Smith,MIN,F,18,10,3,3,2,3,2,2,6,3,2,3,4,4,0
207,Mike,McPhee,MIN,F,17,9,4,3,3,3,3,4,4,2,2,4,4,2,2
208,Gaetan,Duchesne,MIN,F,10,9,3,4,2,3,2,3,4,2,3,3,5,1,1
209,Brian,Propp,MIN,F,16,8,3,3,3,2,3,3,6,3,2,2,5,3,0
210,Russ,Courtnall,MIN,F,26,6,5,6,4,2,4,2,1,3,3,3,4,3,2
211,Ulf,Dahlen,MIN,F,22,8,3,4,4,3,3,2,0,4,4,4,3,3,0
212,Mike,Craig,MIN,F,20,6,3,3,3,3,3,3,7,4,3,3,2,2,3
213,Trent,Klatt,MIN,F,29,9,2,2,3,1,2,1,5,2,1,1,1,2,2
214,Shane,Churla,MIN,F,27,9,1,2,2,2,1,2,9,2,2,2,1,2,5
215,Stewart,Gavin,MIN,F,12,7,3,3,2,2,1,2,0,2,2,2,5,1,3
216,Mark,Tinordi,MIN,D,24,9,3,3,3,4,4,4,4,3,3,4,2,2,4
217,Tommy,Sjodin,MIN,D,33,6,4,3,3,3,4,2,1,3,1,3,3,3,1
218,Jim,Johnson,MIN,D,06,7,2,3,2,4,2,3,6,3,1,4,1,4,3
219,Derian,Hatcher,MIN,D,02,9,3,2,2,3,2,2,4,2,1,4,2,2,4
220,Craig,Ludwig,MIN,D,03,12,2,2,1,3,2,3,4,2,0,3,4,2,4
221,Richard,Matvichuk,MIN,D,04,7,2,3,1,3,3,3,6,3,0,3,5,2,2
222,Mark,Osiecki,MIN,D,23,9,2,2,1,2,2,2,5,2,0,1,3,1,2
223,Brad,Berry,MIN,D,05,7,2,2,0,3,2,3,4,2,0,3,5,1,4
224,Enrico,Ciccone,MIN,D,39,9,1,1,0,2,2,2,8,2,0,3,5,2,5
225,Patrick,Roy,MTL,G,33,6,6,4,4,4,6,0,0,0,0,5,5,6,6
226,Andre,Racicot,MTL,G,37,4,3,3,3,3,3,0,0,0,0,2,2,2,2
227,Kirk,Muller,MTL,F,11,9,4,4,4,4,4,4,4,4,4,4,1,4,3
228,Stephan,Lebeau,MTL,F,47,5,4,4,4,3,3,2,1,4,5,4,0,3,1
229,Denis,Savard,MTL,F,18,5,5,4,4,3,3,2,3,5,3,3,0,4,3
230,Guy,Carbonneau,MTL,F,21,6,4,3,2,4,2,4,1,4,1,3,3,4,1
231,Vincent,Damphousse,MTL,F,25,6,4,4,4,3,3,2,0,5,3,4,2,4,3
232,Gilbert,Dionne,MTL,F,45,8,3,4,3,3,3,2,4,3,3,3,2,3,2
233,John,Leclair,MTL,F,17,11,3,4,3,3,3,3,0,3,3,3,2,2,2
234,Benoit,Brunet,MTL,F,22,6,2,2,3,2,2,2,2,2,3,2,2,2,2
235,Mario,Roberge,MTL,F,32,6,1,1,1,1,2,3,8,1,3,1,3,1,4
236,Brian,Bellows,MTL,F,23,8,4,4,4,3,4,2,3,4,4,4,2,4,2
237,Mike,Keane,MTL,F,12,5,3,4,4,3,2,3,3,2,3,3,0,3,3
238,Gary,Leeman,MTL,F,26,5,4,4,3,2,3,2,9,3,3,3,2,3,2
239,Todd,Ewen,MTL,F,36,11,1,1,2,1,1,3,7,1,2,2,3,1,4
240,Ed,Ronan,MTL,F,31,8,2,2,2,1,2,3,3,2,2,1,4,2,1
241,Eric,Desjardins,MTL,D,28,9,4,3,3,4,3,4,3,4,2,4,2,3,3
242,Matt,Schneider,MTL,D,27,7,3,4,3,3,3,3,4,4,2,4,2,4,3
243,Patrice,Brisebois,MTL,D,43,5,3,3,3,3,3,3,7,2,2,4,3,2,3
244,Kevin,Haller,MTL,D,14,6,2,2,2,3,1,2,6,1,2,4,5,2,3
245,Rob,Ramage,MTL,D,05,9,3,2,2,3,3,4,7,3,1,3,5,3,4
246,J.J.,Daigneault,MTL,D,48,6,4,3,2,4,4,3,4,3,2,4,4,2,2
247,Lyle,Odelein,MTL,D,24,9,3,2,2,4,2,3,6,2,0,3,3,2,4
248,Sean,Hill,MTL,D,38,8,2,2,2,2,2,3,5,2,1,2,3,1,4
249,Donald,Dufresne,MTL,D,34,9,2,2,1,2,2,3,9,2,1,2,3,1,3
250,Chris,Terreri,NJ,G,31,2,5,4,4,4,3,0,0,0,0,3,3,3,3
251,Craig,Billington,NJ,G,01,4,4,4,2,2,1,0,0,0,0,2,2,2,2
252,Alexnder,Semak,NJ,F,20,6,4,3,4,4,3,3,1,4,4,3,2,4,2
253,Bernie,Nicholls,NJ,F,19,6,3,3,4,3,3,1,3,4,2,3,0,4,3
254,Peter,Stastny,NJ,F,26,9,4,3,3,4,3,3,0,4,4,3,2,4,1
255,Janne,Ojanen,NJ,F,34,9,2,2,3,2,2,2,2,2,2,2,2,3,2
256,Valeri,Zelepukin,NJ,F,25,6,4,4,4,3,3,1,0,4,3,3,1,4,3
257,John,MacLean,NJ,F,15,9,3,3,3,4,4,3,7,3,3,4,4,2,3
258,Bobby,Holik,NJ,F,16,10,3,4,3,3,3,3,3,3,3,4,5,3,3
259,Tom,Chorske,NJ,F,09,9,2,2,3,2,1,2,3,3,2,2,2,3,2
260,Troy,Mallette,NJ,F,08,10,2,2,2,2,1,1,8,2,4,1,3,1,3
261,Stephane,Richer,NJ,F,44,9,4,4,4,3,5,2,1,4,3,4,4,3,2
262,Claude,Lemieux,NJ,F,22,11,4,4,4,3,4,3,7,3,2,4,3,3,4
263,Bill,Guerin,NJ,F,12,9,2,2,3,2,3,2,3,3,3,2,3,2,3
264,Randy,McKay,NJ,F,21,6,2,2,2,2,2,2,9,2,2,3,4,2,4
265,Scott,Pellerin,NJ,F,18,6,2,3,3,3,2,2,6,2,3,2,2,2,3
266,Dave,Barr,NJ,F,11,8,3,3,2,3,3,3,3,2,3,3,2,2,2
267,Scott,Stevens,NJ,D,04,11,4,4,3,4,4,5,6,4,2,5,0,4,3
268,Vachslav,Fetisov,NJ,D,02,11,4,2,2,4,4,4,4,4,1,3,0,4,4
269,Bruce,Driver,NJ,D,23,6,3,3,3,4,2,3,4,3,2,4,2,3,2
270,Scott,Niedrmayer,NJ,D,27,9,3,3,3,3,3,3,4,3,2,3,1,3,2
271,Alexei,Kasatonov,NJ,D,07,11,4,3,2,3,4,4,4,4,1,3,1,4,2
272,Ken,Daneyko,NJ,D,03,10,2,2,1,4,1,4,6,2,0,4,4,1,4
273,Tommy,Albelin,NJ,D,06,7,3,2,2,3,2,2,2,3,0,3,3,2,2
274,Myles,O'Connor,NJ,D,05,7,1,1,0,1,1,1,2,1,0,1,3,0,3
275,Glenn,Healy,NYI,G,35,5,3,4,4,4,2,0,0,0,0,2,2,2,2
276,Mark,Fitzpatrik,NYI,G,30,7,3,4,2,2,3,0,0,0,0,2,2,2,2
277,Pierre,Turgeon,NYI,F,77,9,4,4,5,3,4,3,4,4,5,5,1,4,1
278,Benoit,Hogue,NYI,F,33,7,4,5,4,3,3,2,4,4,5,4,1,4,3
279,Marty,McInnis,NYI,F,18,4,3,3,3,2,2,2,3,3,3,3,0,2,2
280,Travis,Green,NYI,F,39,8,2,2,3,2,2,3,1,2,1,2,3,2,2
281,Ray,Ferraro,NYI,F,20,6,3,3,3,3,4,2,6,4,3,4,3,3,3
282,Claude,Loiselle,NYI,F,10,8,3,2,2,1,1,3,8,3,3,1,5,2,4
283,Steve,Thomas,NYI,F,32,6,4,4,4,3,3,4,4,3,3,4,2,4,3
284,Derek,King,NYI,F,27,9,3,2,4,3,4,1,4,4,5,4,2,2,2
285,Dave,Volek,NYI,F,25,6,4,4,3,2,2,1,2,4,2,4,5,3,2
286,Patrick,Flatley,NYI,F,26,8,3,2,4,3,2,3,3,4,2,4,0,4,2
287,Brian,Mullen,NYI,F,16,6,3,3,3,3,3,2,4,3,3,4,5,3,1
288,Brad,Dalgarno,NYI,F,15,11,1,2,3,2,1,1,5,2,4,2,1,2,3
289,Tom,Fitzgerald,NYI,F,14,8,2,2,2,3,2,2,1,2,2,3,2,2,2
