Goalie,First,Last,Team,Pos,JNo,Wgt,Agl,Spd,OfA,DfA,PkC,Lv0,GlH,Lv0,Lv0,StR,StL,GvR,GvL
43,Yvan,Cournoyer,MTL,F,12,5,4,5,4,2,4,1,0,3,4,3,2,3,1
44,J.C.,Tremblay,MTL,D,3,4,3,4,3,4,3,3,0,3,2,4,1,3,1
45,Jacques,Laperriere,MTL,D,2,6,4,3,2,4,4,3,0,3,2,4,1,2,3
46,Ted,Harris,MTL,D,10,5,3,3,2,3,4,4,4,3,1,3,1,3,4
47,Terry,Harper,MTL,D,19,8,2,3,3,4,2,3,7,2,1,4,1,3,4
48,Ed,Giacomin,NY,G,1,5,4,4,6,6,4,0,0,0,0,4,4,4,4
49,Cesare,Maniago,NY,G,30,7,3,4,3,3,3,0,0,0,0,3,3,3,3
50,Phil,Goyette,NY,F,20,4,5,3,4,3,3,3,0,5,4,4,2,5,0
51,Rod,Gilbert,NY,F,7,5,4,4,4,3,4,2,1,4,4,4,2,4,1
52,Don,Marshall,NY,F,22,3,4,4,3,4,3,4,0,4,2,4,2,4,0
53,Bob,Nevin,NY,F,8,6,4,4,4,3,4,1,1,4,4,4,2,3,0
54,Bernie,Geoffrion,NY,F,5,3,3,3,4,4,5,3,1,3,4,4,2,3,3
55,Orland,Kurtenbach,NY,F,25,5,3,3,3,4,2,4,4,3,3,4,2,4,3
56,Harry,Howell,NY,D,3,7,5,4,4,5,4,4,0,4,2,5,1,4,3
57,Jim,Neilson,NY,D,15,8,2,2,2,4,3,3,4,3,2,4,1,3,3
58,Wayne,Hillman,NY,D,2,8,2,2,3,4,2,3,3,3,1,3,1,3,3
59,Arnie,Brown,NY,D,4,6,3,3,1,4,3,3,2,3,1,3,1,2,3
60,Johnny,Bower,TOR,G,1,6,4,4,6,6,4,0,0,0,0,3,3,4,4
61,Terry,Sawchuk,TOR,G,30,7,4,4,5,5,4,0,0,0,0,4,4,4,4
62,Dave,Keon,TOR,F,14,3,5,5,3,4,4,3,0,4,2,4,2,4,0
63,Frank,Mahovolich,TOR,F,27,8,3,3,4,4,4,4,4,3,4,5,2,3,3
64,Ron,Ellis,TOR,F,8,7,4,4,4,3,3,2,1,4,3,4,2,4,1
65,Bob,Pulford,TOR,F,20,6,4,4,4,2,3,2,0,4,4,4,2,4,2
66,Red,Kelly,TOR,F,4,5,4,2,3,5,3,4,0,3,4,4,2,3,0
67,Pete,Stemkowski,TOR,F,12,7,3,3,3,4,2,3,2,3,4,4,2,2,3
68,Tim,Horton,TOR,D,7,5,3,3,2,4,4,5,1,3,1,4,1,4,3
69,Larry,Hillman,TOR,D,2,6,3,3,4,4,3,3,4,2,2,4,1,3,3
70,Marcel,Pronovost,TOR,D,3,6,3,2,2,4,3,3,0,3,1,3,1,3,2
71,Allan,Stanley,TOR,D,26,4,3,3,2,4,2,4,0,2,0,4,1,2,2
