Goalie,First,Last,Team,Pos,JNo,Wgt,Agl,Spd,OfA,DfA,PkC,Lv0,GlH,Lv0,Lv0,StR,StL,GvR,GvL
37,Yvon,LeBrun,CHI,G,31,6,6,6,6,6,6,0,0,0,0,6,6,6,6
38,Reggie,Dunlap,CHI,F,07,8,6,6,6,6,6,6,14,6,6,6,3,6,6
39,Ned,Braden,CHI,F,10,8,6,6,6,6,6,6,14,6,6,6,3,6,6
40,Dave,Carlson,CHI,F,03,8,6,6,6,6,6,6,14,6,6,6,3,6,6
41,Jack,Hanson,CHI,F,16,8,6,6,6,6,6,6,14,6,6,6,3,6,6
42,Steve,Hanson,CHI,F,17,8,6,6,6,6,6,6,14,6,6,6,3,6,6
43,Jeff,Hanson,CHI,F,18,8,6,6,6,6,6,6,14,6,6,6,3,6,6
44,Billy,Charlebois,CHI,D,05,8,6,6,6,6,6,6,14,6,6,6,3,6,6
45,Morris,Wanchuk,CHI,D,02,8,6,6,6,6,6,6,14,6,6,6,3,6,6
46,Johnny,Upton,CHI,D,12,8,6,6,6,6,6,6,14,6,6,6,3,6,6
47,Jim,Ahern,CHI,D,06,8,6,6,6,6,6,6,14,6,6,6,3,6,6
48,Denis,Lemieux,DET,G,01,6,6,6,6,6,6,0,0,0,0,6,6,6,6
49,Yvon,LeBrun,DET,G,31,6,6,6,6,6,6,0,0,0,0,6,6,6,6
50,Reggie,Dunlap,DET,F,07,8,6,6,6,6,6,6,14,6,6,6,3,6,6
51,Ned,Braden,DET,F,10,8,6,6,6,6,6,6,14,6,6,6,3,6,6
52,Dave,Carlson,DET,F,03,8,6,6,6,6,6,6,14,6,6,6,3,6,6
53,Jack,Hanson,DET,F,16,8,6,6,6,6,6,6,14,6,6,6,3,6,6
54,Steve,Hanson,DET,F,17,8,6,6,6,6,6,6,14,6,6,6,3,6,6
55,Jeff,Hanson,DET,F,18,8,6,6,6,6,6,6,14,6,6,6,3,6,6
56,Billy,Charlebois,DET,D,05,8,6,6,6,6,6,6,14,6,6,6,3,6,6
57,Morris,Wanchuk,DET,D,02,8,6,6,6,6,6,6,14,6,6,6,3,6,6
58,Johnny,Upton,DET,D,12,8,6,6,6,6,6,6,14,6,6,6,3,6,6
59,Jim,Ahern,DET,D,06,8,6,6,6,6,6,6,14,6,6,6,3,6,6
60,Denis,Lemieux,EDM,G,01,6,6,6,6,6,6,0,0,0,0,6,6,6,6
61,Yvon,LeBrun,EDM,G,31,6,6,6,6,6,6,0,0,0,0,6,6,6,6
62,Reggie,Dunlap,EDM,F,07,8,6,6,6,6,6,6,14,6,6,6,3,6,6
63,Ned,Braden,EDM,F,10,8,6,6,6,6,6,6,14,6,6,6,3,6,6
64,Dave,Carlson,EDM,F,03,8,6,6,6,6,6,6,14,6,6,6,3,6,6
65,Jack,Hanson,EDM,F,16,8,6,6,6,6,6,6,14,6,6,6,3,6,6
66,Steve,Hanson,EDM,F,17,8,6,6,6,6,6,6,14,6,6,6,3,6,6
67,Jeff,Hanson,EDM,F,18,8,6,6,6,6,6,6,14,6,6,6,3,6,6
68,Billy,Charlebois,EDM,D,05,8,6,6,6,6,6,6,14,6,6,6,3,6,6
69,Morris,Wanchuk,EDM,D,02,8,6,6,6,6,6,6,14,6,6,6,3,6,6
70,Johnny,Upton,EDM,D,12,8,6,6,6,6,6,6,14,6,6,6,3,6,6
71,Jim,Ahern,EDM,D,06,8,6,6,6,6,6,6,14,6,6,6,3,6,6
72,Tommy,Hanrahan,HFD,G,01,6,6,6,6,6,6,0,0,0,0,6,6,6,6
73,A,Goalie,HFD,G,31,6,6,6,6,6,6,0,0,0,0,6,6,6,6
74,Tim,McCracken,HFD,F,09,8,6,6,6,6,6,6,14,6,6,6,3,6,6
75,Andre,Lussier,HFD,F,16,8,6,6,6,6,6,6,14,6,6,6,3,6,6
76,Gilmore,Tuttle,HFD,F,15,8,6,6,6,6,6,6,14,6,6,6,3,6,6
77,Ned,Brophy,HFD,F,08,8,6,6,6,6,6,6,14,6,6,6,3,6,6
78,Walt,Comiskey,HFD,F,25,8,6,6,6,6,6,6,14,6,6,6,3,6,6
79,Barclay,Donaldson,HFD,F,22,8,6,6,6,6,6,6,14,6,6,6,3,6,6
80,Ogie,Oglethorpe,HFD,D,02,8,6,6,6,6,6,6,14,6,6,6,3,6,6
81,Clarence,Swamptown,HFD,D,07,8,6,6,6,6,6,6,14,6,6,6,3,6,6
82,Ross,Madison,HFD,D,03,8,6,6,6,6,6,6,14,6,6,6,3,6,6
83,Bruce,Boudreau,HFD,D,77,8,6,6,6,6,6,6,14,6,6,6,3,6,6
84,Denis,Lemieux,LA,G,01,6,6,6,6,6,6,0,0,0,0,6,6,6,6
85,Yvon,LeBrun,LA,G,31,6,6,6,6,6,6,0,0,0,0,6,6,6,6
86,Reggie,Dunlap,LA,F,07,8,6,6,6,6,6,6,14,6,6,6,3,6,6
87,Ned,Braden,LA,F,10,8,6,6,6,6,6,6,14,6,6,6,3,6,6
88,Dave,Carlson,LA,F,03,8,6,6,6,6,6,6,14,6,6,6,3,6,6
89,Jack,Hanson,LA,F,16,8,6,6,6,6,6,6,14,6,6,6,3,6,6
90,Steve,Hanson,LA,F,17,8,6,6,6,6,6,6,14,6,6,6,3,6,6
91,Jeff,Hanson,LA,F,18,8,6,6,6,6,6,6,14,6,6,6,3,6,6
92,Billy,Charlebois,LA,D,05,8,6,6,6,6,6,6,14,6,6,6,3,6,6
93,Morris,Wanchuk,LA,D,02,8,6,6,6,6,6,6,14,6,6,6,3,6,6
94,Johnny,Upton,LA,D,12,8,6,6,6,6,6,6,14,6,6,6,3,6,6
95,Jim,Ahern,LA,D,06,8,6,6,6,6,6,6,14,6,6,6,3,6,6
96,Kirk,McLean,MIN,G,01,8,4,4,4,4,4,0,0,0,0,4,4,3,3
97,Stephane,Fiset,MIN,G,35,5,3,4,3,3,2,0,0,0,0,2,2,2,2
98,Brett,Hull,MIN,F,16,9,4,4,5,3,6,3,3,5,3,4,4,3,2
99,Sergei,Fedorov,MIN,F,91,7,5,4,4,4,4,3,2,5,4,4,1,5,3
100,Joe,Sakic,MIN,F,19,6,4,4,5,4,4,2,0,4,5,5,2,5,2
101,Thomas,Steen,MIN,F,25,8,4,3,4,3,3,3,4,4,4,4,0,5,3
102,Shayne,Corson,MIN,F,09,9,4,4,3,4,3,4,6,4,2,4,2,3,4
103,Sergio,Momesso,MIN,F,27,11,4,3,3,3,3,4,6,2,3,4,4,2,4
104,Calle,Johansson,MIN,D,06,9,4,3,3,4,4,3,4,4,1,4,1,4,2
105,Doug,Lidster,MIN,D,03,9,3,3,2,3,3,4,3,4,1,4,1,4,2
106,Stephane,Quintal,MIN,D,33,11,2,2,1,4,2,3,7,3,0,4,4,3,3
107,Matt,Schneider,MIN,D,27,7,3,4,3,3,3,3,4,4,2,4,2,4,3
108,Tommy,Hanrahan,MTL,G,01,6,6,6,6,6,6,0,0,0,0,6,6,6,6
109,A,Goalie,MTL,G,31,6,6,6,6,6,6,0,0,0,0,6,6,6,6
110,Tim,McCracken,MTL,F,09,8,6,6,6,6,6,6,14,6,6,6,3,6,6
111,Andre,Lussier,MTL,F,16,8,6,6,6,6,6,6,14,6,6,6,3,6,6
112,Gilmore,Tuttle,MTL,F,15,8,6,6,6,6,6,6,14,6,6,6,3,6,6
113,Ned,Brophy,MTL,F,08,8,6,6,6,6,6,6,14,6,6,6,3,6,6
114,Walt,Comiskey,MTL,F,25,8,6,6,6,6,6,6,14,6,6,6,3,6,6
115,Barclay,Donaldson,MTL,F,22,8,6,6,6,6,6,6,14,6,6,6,3,6,6
116,Ogie,Oglethorpe,MTL,D,02,8,6,6,6,6,6,6,14,6,6,6,3,6,6
117,Clarence,Swamptown,MTL,D,07,8,6,6,6,6,6,6,14,6,6,6,3,6,6
118,Ross,Madison,MTL,D,03,8,6,6,6,6,6,6,14,6,6,6,3,6,6
119,Bruce,Boudreau,MTL,D,77,8,6,6,6,6,6,6,14,6,6,6,3,6,6
120,Tommy,Hanrahan,NJ,G,01,6,6,6,6,6,6,0,0,0,0,6,6,6,6
121,A,Goalie,NJ,G,31,6,6,6,6,6,6,0,0,0,0,6,6,6,6
122,Tim,McCracken,NJ,F,09,8,6,6,6,6,6,6,14,6,6,6,3,6,6
123,Andre,Lussier,NJ,F,16,8,6,6,6,6,6,6,14,6,6,6,3,6,6
124,Gilmore,Tuttle,NJ,F,15,8,6,6,6,6,6,6,14,6,6,6,3,6,6
125,Ned,Brophy,NJ,F,08,8,6,6,6,6,6,6,14,6,6,6,3,6,6
126,Walt,Comiskey,NJ,F,25,8,6,6,6,6,6,6,14,6,6,6,3,6,6
127,Barclay,Donaldson,NJ,F,22,8,6,6,6,6,6,6,14,6,6,6,3,6,6
128,Ogie,Oglethorpe,NJ,D,02,8,6,6,6,6,6,6,14,6,6,6,3,6,6
129,Clarence,Swamptown,NJ,D,07,8,6,6,6,6,6,6,14,6,6,6,3,6,6
130,Ross,Madison,NJ,D,03,8,6,6,6,6,6,6,14,6,6,6,3,6,6
131,Bruce,Boudreau,NJ,D,77,8,6,6,6,6,6,6,14,6,6,6,3,6,6
132,Tommy,Hanrahan,NYI,G,01,6,6,6,6,6,6,0,0,0,0,6,6,6,6
133,A,Goalie,NYI,G,31,6,6,6,6,6,6,0,0,0,0,6,6,6,6
134,Tim,McCracken,NYI,F,09,8,6,6,6,6,6,6,14,6,6,6,3,6,6
135,Andre,Lussier,NYI,F,16,8,6,6,6,6,6,6,14,6,6,6,3,6,6
136,Gilmore,Tuttle,NYI,F,15,8,6,6,6,6,6,6,14,6,6,6,3,6,6
137,Ned,Brophy,NYI,F,08,8,6,6,6,6,6,6,14,6,6,6,3,6,6
138,Walt,Comiskey,NYI,F,25,8,6,6,6,6,6,6,14,6,6,6,3,6,6
139,Barclay,Donaldson,NYI,F,22,8,6,6,6,6,6,6,14,6,6,6,3,6,6
140,Ogie,Oglethorpe,NYI,D,02,8,6,6,6,6,6,6,14,6,6,6,3,6,6
141,Clarence,Swamptown,NYI,D,07,8,6,6,6,6,6,6,14,6,6,6,3,6,6
142,Ross,Madison,NYI,D,03,8,6,6,6,6,6,6,14,6,6,6,3,6,6
143,Bruce,Boudreau,NYI,D,77,8,6,6,6,6,6,6,14,6,6,6,3,6,6
144,Sean,Burke,NYR,G,01,10,4,3,2,2,4,0,0,0,0,4,4,4,4
145,Mike,Richter,NYR,G,35,7,3,4,4,4,3,0,0,0,0,4,4,4,4
146,Doug,Gilmour,NYR,F,93,4,5,4,5,5,4,4,4,4,4,6,0,4,3
147,Theoren,Fleury,NYR,F,14,3,5,5,4,5,4,4,7,4,3,6,1,3,3
148,Wayne,Gretzky,NYR,F,99,4,6,4,5,4,2,2,2,6,2,6,0,6,0
149,Wendel,Clark,NYR,F,17,8,3,3,3,3,5,4,6,4,3,4,3,4,4
150,Pelle,Eklund,NYR,F,09,5,5,4,4,3,3,3,2,4,3,4,0,4,1
151,Dimitri,Khristich,NYR,F,08,7,3,3,4,3,4,3,1,4,6,4,1,4,2
152,Chris,Chelios,NYR,D,07,7,4,4,4,6,5,4,7,5,1,6,2,4,5
153,Gary,Suter,NYR,D,20,7,5,4,4,5,4,4,6,4,2,5,2,4,3
154,Don,Sweeney,NYR,D,32,4,4,4,3,4,4,4,4,4,1,4,1,4,2
155,Nicklas,Lidstrom,NYR,D,05,5,4,3,3,4,4,3,4,4,1,4,2,4,1
156,Don,Beaupre,PHI,G,33,4,3,4,3,3,3,0,0,0,0,3,3,3,3
157,Dominik,Hasek,PHI,G,39,4,3,3,5,5,2,0,0,0,0,2,2,2,2
158,Alexnder,Mogilny,PHI,F,89,7,6,6,6,3,4,2,4,5,5,4,4,5,2
159,Kevin,Stevens,PHI,F,25,11,3,4,5,3,3,3,6,4,4,5,3,4,4
160,Dave,Andreychuk,PHI,F,14,11,3,3,4,4,4,4,3,3,4,5,4,3,2
161,Wendel,Clark,PHI,F,17,8,3,3,3,3,5,4,6,4,3,4,3,4,4
162,Sergio,Momesso,PHI,F,27,11,4,3,3,3,3,4,6,2,3,4,4,2,4
163,Bob,Probert,PHI,F,24,11,4,3,3,3,3,4,10,2,2,4,2,3,5
164,Paul,Coffey,PHI,D,77,9,6,5,4,3,4,2,4,6,1,5,1,5,3
165,Kjell,Samuelsson,PHI,D,28,14,2,2,1,3,4,4,7,3,1,4,5,2,3
166,K.,Samuelsson,PHI,D,48,14,2,2,1,3,4,4,7,3,1,4,5,2,3
167,Uwe,Krupp,PHI,D,04,14,2,2,3,4,3,3,3,2,2,4,1,3,2
168,Tommy,Hanrahan,PIT,G,01,6,6,6,6,6,6,0,0,0,0,6,6,6,6
169,A,Goalie,PIT,G,31,6,6,6,6,6,6,0,0,0,0,6,6,6,6
170,Tim,McCracken,PIT,F,09,8,6,6,6,6,6,6,14,6,6,6,3,6,6
171,Andre,Lussier,PIT,F,16,8,6,6,6,6,6,6,14,6,6,6,3,6,6
172,Gilmore,Tuttle,PIT,F,15,8,6,6,6,6,6,6,14,6,6,6,3,6,6
173,Ned,Brophy,PIT,F,08,8,6,6,6,6,6,6,14,6,6,6,3,6,6
174,Walt,Comiskey,PIT,F,25,8,6,6,6,6,6,6,14,6,6,6,3,6,6
175,Barclay,Donaldson,PIT,F,22,8,6,6,6,6,6,6,14,6,6,6,3,6,6
176,Ogie,Oglethorpe,PIT,D,02,8,6,6,6,6,6,6,14,6,6,6,3,6,6
177,Clarence,Swamptown,PIT,D,07,8,6,6,6,6,6,6,14,6,6,6,3,6,6
178,Ross,Madison,PIT,D,03,8,6,6,6,6,6,6,14,6,6,6,3,6,6
179,Bruce,Boudreau,PIT,D,77,8,6,6,6,6,6,6,14,6,6,6,3,6,6
180,Tommy,Hanrahan,QUE,G,01,6,6,6,6,6,6,0,0,0,0,6,6,6,6
181,A,Goalie,QUE,G,31,6,6,6,6,6,6,0,0,0,0,6,6,6,6
182,Tim,McCracken,QUE,F,09,8,6,6,6,6,6,6,14,6,6,6,3,6,6
183,Andre,Lussier,QUE,F,16,8,6,6,6,6,6,6,14,6,6,6,3,6,6
184,Gilmore,Tuttle,QUE,F,15,8,6,6,6,6,6,6,14,6,6,6,3,6,6
185,Ned,Brophy,QUE,F,08,8,6,6,6,6,6,6,14,6,6,6,3,6,6
186,Walt,Comiskey,QUE,F,25,8,6,6,6,6,6,6,14,6,6,6,3,6,6
187,Barclay,Donaldson,QUE,F,22,8,6,6,6,6,6,6,14,6,6,6,3,6,6
188,Ogie,Oglethorpe,QUE,D,02,8,6,6,6,6,6,6,14,6,6,6,3,6,6
189,Clarence,Swamptown,QUE,D,07,8,6,6,6,6,6,6,14,6,6,6,3,6,6
190,Ross,Madison,QUE,D,03,8,6,6,6,6,6,6,14,6,6,6,3,6,6
191,Bruce,Boudreau,QUE,D,77,8,6,6,6,6,6,6,14,6,6,6,3,6,6
192,Denis,Lemieux,STL,G,01,6,6,6,6,6,6,0,0,0,0,6,6,6,6
193,Yvon,LeBrun,STL,G,31,6,6,6,6,6,6,0,0,0,0,6,6,6,6
194,Reggie,Dunlap,STL,F,07,8,6,6,6,6,6,6,14,6,6,6,3,6,6
195,Ned,Braden,STL,F,10,8,6,6,6,6,6,6,14,6,6,6,3,6,6
196,Dave,Carlson,STL,F,03,8,6,6,6,6,6,6,14,6,6,6,3,6,6
197,Jack,Hanson,STL,F,16,8,6,6,6,6,6,6,14,6,6,6,3,6,6
198,Steve,Hanson,STL,F,17,8,6,6,6,6,6,6,14,6,6,6,3,6,6
199,Jeff,Hanson,STL,F,18,8,6,6,6,6,6,6,14,6,6,6,3,6,6
200,Billy,Charlebois,STL,D,05,8,6,6,6,6,6,6,14,6,6,6,3,6,6
201,Morris,Wanchuk,STL,D,02,8,6,6,6,6,6,6,14,6,6,6,3,6,6
202,Johnny,Upton,STL,D,12,8,6,6,6,6,6,6,14,6,6,6,3,6,6
203,Jim,Ahern,STL,D,06,8,6,6,6,6,6,6,14,6,6,6,3,6,6
204,Denis,Lemieux,TOR,G,01,6,6,6,6,6,6,0,0,0,0,6,6,6,6
205,Yvon,LeBrun,TOR,G,31,6,6,6,6,6,6,0,0,0,0,6,6,6,6
206,Reggie,Dunlap,TOR,F,07,8,6,6,6,6,6,6,14,6,6,6,3,6,6
207,Ned,Braden,TOR,F,10,8,6,6,6,6,6,6,14,6,6,6,3,6,6
208,Dave,Carlson,TOR,F,03,8,6,6,6,6,6,6,14,6,6,6,3,6,6
209,Jack,Hanson,TOR,F,16,8,6,6,6,6,6,6,14,6,6,6,3,6,6
210,Steve,Hanson,TOR,F,17,8,6,6,6,6,6,6,14,6,6,6,3,6,6
211,Jeff,Hanson,TOR,F,18,8,6,6,6,6,6,6,14,6,6,6,3,6,6
212,Billy,Charlebois,TOR,D,05,8,6,6,6,6,6,6,14,6,6,6,3,6,6
213,Morris,Wanchuk,TOR,D,02,8,6,6,6,6,6,6,14,6,6,6,3,6,6
214,Johnny,Upton,TOR,D,12,8,6,6,6,6,6,6,14,6,6,6,3,6,6
215,Jim,Ahern,TOR,D,06,8,6,6,6,6,6,6,14,6,6,6,3,6,6
216,Denis,Lemieux,VAN,G,01,6,6,6,6,6,6,0,0,0,0,6,6,6,6
217,Yvon,LeBrun,VAN,G,31,6,6,6,6,6,6,0,0,0,0,6,6,6,6
218,Reggie,Dunlap,VAN,F,07,8,6,6,6,6,6,6,14,6,6,6,3,6,6
219,Ned,Braden,VAN,F,10,8,6,6,6,6,6,6,14,6,6,6,3,6,6
220,Dave,Carlson,VAN,F,03,8,6,6,6,6,6,6,14,6,6,6,3,6,6
221,Jack,Hanson,VAN,F,16,8,6,6,6,6,6,6,14,6,6,6,3,6,6
222,Steve,Hanson,VAN,F,17,8,6,6,6,6,6,6,14,6,6,6,3,6,6
223,Jeff,Hanson,VAN,F,18,8,6,6,6,6,6,6,14,6,6,6,3,6,6
224,Billy,Charlebois,VAN,D,05,8,6,6,6,6,6,6,14,6,6,6,3,6,6
225,Morris,Wanchuk,VAN,D,02,8,6,6,6,6,6,6,14,6,6,6,3,6,6
226,Johnny,Upton,VAN,D,12,8,6,6,6,6,6,6,14,6,6,6,3,6,6
227,Jim,Ahern,VAN,D,06,8,6,6,6,6,6,6,14,6,6,6,3,6,6
228,Tom,Barrasso,WSH,G,35,10,4,4,5,5,4,0,1,0,0,4,4,4,4
229,D.,Beaupre,WSH,G,33,4,3,4,3,3,3,0,0,0,0,3,3,3,3
230,Mike,Modano,WSH,F,09,7,5,5,4,4,5,2,4,5,2,5,2,4,3
231,Pierre,Turgeon,WSH,F,77,9,4,4,5,3,4,3,4,4,5,5,1,4,1
232,Shayne,Corson,WSH,F,09,9,4,4,3,4,3,4,6,4,2,4,2,3,4
233,Wendel,Clark,WSH,F,17,8,3,3,3,3,5,4,6,4,3,4,3,4,4
234,Peter,Zezel,WSH,F,25,9,3,3,3,3,3,4,0,3,3,4,1,4,1
235,Joe,Juneau,WSH,F,49,5,4,4,4,3,4,2,0,4,3,4,0,4,1
236,Dave,Manson,WSH,D,24,9,4,4,3,5,5,4,10,4,1,5,4,3,4
237,Alexei,Kasatonov,WSH,D,07,11,4,3,2,3,4,4,4,4,1,3,1,4,2
238,Luke,Richardson,WSH,D,22,11,3,3,1,3,2,4,6,3,0,2,4,3,4
239,Don,Sweeney,WSH,D,32,4,4,4,3,4,4,4,4,4,1,4,1,4,2
240,Denis,Lemieux,WPG,G,01,6,6,6,6,6,6,0,0,0,0,6,6,6,6
241,Yvon,LeBrun,WPG,G,31,6,6,6,6,6,6,0,0,0,0,6,6,6,6
242,Reggie,Dunlap,WPG,F,07,8,6,6,6,6,6,6,14,6,6,6,3,6,6
243,Ned,Braden,WPG,F,10,8,6,6,6,6,6,6,14,6,6,6,3,6,6
244,Dave,Carlson,WPG,F,03,8,6,6,6,6,6,6,14,6,6,6,3,6,6
245,Jack,Hanson,WPG,F,16,8,6,6,6,6,6,6,14,6,6,6,3,6,6
246,Steve,Hanson,WPG,F,17,8,6,6,6,6,6,6,14,6,6,6,3,6,6
247,Jeff,Hanson,WPG,F,18,8,6,6,6,6,6,6,14,6,6,6,3,6,6
248,Billy,Charlebois,WPG,D,05,8,6,6,6,6,6,6,14,6,6,6,3,6,6
249,Morris,Wanchuk,WPG,D,02,8,6,6,6,6,6,6,14,6,6,6,3,6,6
250,Johnny,Upton,WPG,D,12,8,6,6,6,6,6,6,14,6,6,6,3,6,6
251,Jim,Ahern,WPG,D,06,8,6,6,6,6,6,6,14,6,6,6,3,6,6
252,Denis,Lemieux,CHA,G,01,6,6,6,6,6,6,0,0,0,0,6,6,6,6
253,Denis,Lemieux,CHA,G,01,6,6,6,6,6,6,0,0,0,0,6,6,6,6
254,Reggie,Dunlap,CHA,F,07,8,6,6,6,6,6,6,14,6,6,6,3,6,6
255,Ned,Braden,CHA,F,10,8,6,6,6,6,6,6,14,6,6,6,3,6,6
256,Dave,Carlson,CHA,F,03,8,6,6,6,6,6,6,14,6,6,6,3,6,6
257,Jack,Hanson,CHA,F,16,8,6,6,6,6,6,6,14,6,6,6,3,6,6
258,Steve,Hanson,CHA,F,17,8,6,6,6,6,6,6,14,6,6,6,3,6,6
259,Jeff,Hanson,CHA,F,18,8,6,6,6,6,6,6,14,6,6,6,3,6,6
260,Billy,Charlebois,CHA,D,05,8,6,6,6,6,6,6,14,6,6,6,3,6,6
261,Morris,Wanchuk,CHA,D,02,8,6,6,6,6,6,6,14,6,6,6,3,6,6
262,Johnny,Upton,CHA,D,12,8,6,6,6,6,6,6,14,6,6,6,3,6,6
263,Jim,Ahern,CHA,D,06,8,6,6,6,6,6,6,14,6,6,6,3,6,6
264,Tommy,Hanrahan,SYR,G,01,6,6,6,6,6,6,0,0,0,0,6,6,6,6
265,Tim,McCracken,SYR,F,09,8,6,6,6,6,6,6,14,6,6,6,3,6,6
266,Andre,Lussier,SYR,F,16,8,6,6,6,6,6,6,14,6,6,6,3,6,6
267,Gilmore,Tuttle,SYR,F,15,8,6,6,6,6,6,6,14,6,6,6,3,6,6
268,Ned,Brophy,SYR,F,08,8,6,6,6,6,6,6,14,6,6,6,3,6,6
269,Walt,Comiskey,SYR,F,25,8,6,6,6,6,6,6,14,6,6,6,3,6,6
270,Barclay,Donaldson,SYR,F,22,8,6,6,6,6,6,6,14,6,6,6,3,6,6
271,Ogie,Oglethorpe,SYR,D,02,8,6,6,6,6,6,6,14,6,6,6,3,6,6
272,Clarence,Swamptown,SYR,D,07,8,6,6,6,6,6,6,14,6,6,6,3,6,6
273,Ross,Madison,SYR,D,03,8,6,6,6,6,6,6,14,6,6,6,3,6,6
274,Bruce,Boudreau,SYR,D,77,8,6,6,6,6,6,6,14,6,6,6,3,6,6
275,Denis,Lemieux,CLE,G,01,6,2,2,2,2,2,0,0,0,0,2,2,2,2
276,Yvon,LeBrun,CLE,G,31,6,2,2,2,2,2,0,0,0,0,2,2,2,2
277,Reggie,Dunlap,CLE,F,07,7,2,2,2,2,2,2,8,2,2,2,1,2,4
278,Ned,Braden,CLE,F,10,7,2,2,2,2,2,2,8,2,2,2,1,2,4
279,Dave,Carlson,CLE,F,03,7,2,2,2,2,2,2,8,2,2,2,1,2,4
280,Jack,Hanson,CLE,F,16,7,2,2,2,2,2,2,15,2,2,2,1,2,6
281,Steve,Hanson,CLE,F,17,7,2,2,2,2,2,2,15,2,2,2,1,2,6
282,Jeff,Hanson,CLE,F,18,7,2,2,2,2,2,2,15,2,2,2,1,2,6
283,Billy,Charlebois,CLE,D,05,7,2,2,2,2,2,2,8,2,2,2,1,2,4
284,Morris,Wanchuk,CLE,D,02,7,2,2,2,2,2,2,8,2,2,2,1,2,4
285,Johnny,Upton,CLE,D,12,7,2,2,2,2,2,2,8,2,2,2,1,2,4
286,Jim,Ahern,CLE,D,06,7,2,2,2,2,2,2,8,2,2,2,1,2,4
287,Denis,Lemieux,COL,G,01,6,2,2,2,2,2,0,0,0,0,2,2,2,2
