Goalie,First,Last,Team,Pos,JNo,Wgt,Agl,Spd,OfA,DfA,PkC,Lv0,GlH,Lv0,Lv0,StR,StL,GvR,GvL
43,Esa,Tikkanen,CHI,D,10,9,5,5,3,4,4,5,4,4,2,4,4,4,3
44,Christan,Ruuttu,CHI,D,21,8,4,4,3,4,3,4,4,4,2,4,2,4,3
45,Bill,Ranford,DAL,G,30,4,4,3,3,3,4,0,0,0,0,4,4,5,4
46,Adam,Oates,DAL,F,12,7,5,4,6,5,3,3,1,5,4,5,0,6,1
47,Mike,Modano,DAL,F,09,7,5,5,4,4,5,2,4,5,2,5,2,4,3
48,Ted,Donato,DAL,F,21,4,3,4,3,4,3,3,0,3,3,3,3,3,2
49,Owen,Nolan,DAL,F,11,8,4,4,4,3,4,1,7,4,4,4,3,3,4
50,Dallas,Drake,DAL,D,28,4,4,4,3,4,3,2,0,3,3,4,1,3,3
51,Scott,Stevens,DAL,D,04,11,4,4,3,4,4,5,6,4,2,5,0,4,3
52,Alexei,Kasatonov,DAL,D,07,11,4,3,2,3,4,4,4,4,1,3,1,4,2
53,Shayne,Corson,DAL,D,72,9,4,4,3,4,3,4,6,4,2,4,2,3,4
54,Patrick,Roy,DET,G,33,6,6,4,4,4,6,0,0,0,0,5,5,6,6
55,Jari,Kurri,DET,F,17,8,4,3,4,4,4,2,1,4,3,4,1,3,2
56,Mark,Recchi,DET,F,08,6,5,4,5,3,4,3,4,4,5,4,1,4,3
57,Joe,Juneau,DET,F,90,5,4,4,4,3,4,2,0,4,3,4,0,4,1
58,Corey,Millen,DET,F,10,4,3,4,4,3,2,1,5,3,4,3,3,3,3
59,Joe,Mullen,DET,F,07,6,4,3,4,3,3,3,1,4,5,4,2,3,0
60,Zarley,Zalapski,DET,D,03,10,5,4,4,5,4,4,4,4,2,5,1,3,3
61,Ulf,Samuelsson,DET,D,05,8,4,4,3,5,3,5,6,3,0,4,1,3,5
62,Vachslav,Fetisov,DET,D,02,11,4,2,2,4,4,4,4,4,1,3,0,4,4
63,Goalie,01,EDM,G,30,6,4,3,3,3,4,0,0,0,0,4,3,3,4
64,Forward,01,EDM,F,01,6,4,4,4,3,3,3,0,4,4,3,3,4,3
65,Forward,02,EDM,F,02,6,4,4,4,3,3,3,1,4,4,3,3,4,3
66,Forward,03,EDM,F,03,6,4,4,4,3,3,3,0,4,4,3,3,4,3
67,Forward,04,EDM,F,04,6,4,4,4,3,3,3,1,4,4,3,3,4,3
68,Forward,05,EDM,F,05,6,4,4,4,3,3,3,0,4,4,3,3,4,3
69,Defenseman,01,EDM,D,06,6,4,4,3,4,4,3,0,4,3,3,3,4,3
70,Defenseman,02,EDM,D,07,6,4,4,3,4,4,3,1,4,3,3,3,4,3
71,Defenseman,03,EDM,D,08,6,4,4,3,4,4,3,0,4,3,3,3,4,3
72,Tim,Cheveldae,FLA,G,32,6,4,4,4,4,4,0,0,0,0,4,3,4,4
73,Valeri,Kamensky,FLA,F,31,8,4,4,4,3,5,2,5,4,3,4,1,4,2
74,Pavel,Bure,FLA,F,10,5,5,6,5,4,4,2,0,5,4,4,4,4,2
75,Joe,Sakic,FLA,F,19,6,4,4,5,4,4,2,0,4,5,5,2,5,2
76,Joe,Murphy,FLA,F,17,7,4,4,4,3,4,3,2,3,3,4,2,4,3
77,Chris,Kontos,FLA,F,16,8,3,3,4,3,3,3,0,3,5,4,3,3,0
78,Steve,Duchesne,FLA,D,08,8,4,4,4,4,4,2,4,4,2,4,1,4,2
79,Steve,Larmer,FLA,D,28,7,4,4,4,6,4,4,4,4,4,6,3,4,2
80,Rob,Blake,FLA,D,04,11,4,4,4,4,4,3,3,4,1,4,3,4,4
81,Goalie,01,HFD,G,30,6,4,3,3,3,4,0,0,0,0,4,3,3,4
82,Forward,01,HFD,F,01,6,4,4,4,3,3,3,0,4,4,3,3,4,3
83,Forward,02,HFD,F,02,6,4,4,4,3,3,3,1,4,4,3,3,4,3
84,Forward,03,HFD,F,03,6,4,4,4,3,3,3,0,4,4,3,3,4,3
85,Forward,04,HFD,F,04,6,4,4,4,3,3,3,1,4,4,3,3,4,3
86,Forward,05,HFD,F,05,6,4,4,4,3,3,3,0,4,4,3,3,4,3
87,Defenseman,01,HFD,D,06,6,4,4,3,4,4,3,0,4,3,3,3,4,3
88,Defenseman,02,HFD,D,07,6,4,4,3,4,4,3,1,4,3,3,3,4,3
89,Defenseman,03,HFD,D,08,6,4,4,3,4,4,3,0,4,3,3,3,4,3
90,Bob,Essensa,LA,G,35,3,4,4,5,5,4,0,0,0,0,4,4,4,4
91,Pat,LaFontaine,LA,F,16,5,5,4,6,4,3,3,3,5,4,6,0,5,2
92,Petr,Klima,LA,F,85,7,5,5,3,2,4,1,3,5,5,4,5,3,3
93,Doug,Wilson,LA,F,24,7,4,3,3,3,6,3,6,4,1,3,3,4,3
94,Luciano,Borsato,LA,F,38,4,3,3,3,3,2,3,1,3,4,3,2,3,2
95,Nelson,Emerson,LA,D,07,4,4,4,4,3,3,2,3,4,3,4,1,3,2
96,Wendel,Clark,LA,D,17,8,3,3,3,3,5,4,6,4,3,4,3,4,4
97,Bob,Bassen,LA,D,28,4,3,4,2,2,2,4,8,3,3,2,3,2,3
98,Mike,Ridley,LA,D,27,9,4,4,4,3,3,2,0,4,4,4,0,4,2
99,Ed,Belfour,MTL,G,30,6,6,4,6,6,5,0,0,0,0,6,6,5,5
100,Theoren,Fleury,MTL,F,14,3,5,5,4,5,4,4,7,4,3,6,1,3,3
101,Stephane,Richer,MTL,F,44,9,4,4,4,3,5,2,1,4,3,4,4,3,2
102,Robert,Reichel,MTL,F,26,6,4,4,4,3,4,2,4,4,4,3,2,4,2
103,Yuri,Khmylev,MTL,F,23,7,4,3,3,4,4,3,1,3,4,3,3,3,2
104,Sergei,Nemchinov,MTL,D,13,6,4,3,3,5,3,4,0,3,4,5,2,3,2
105,Keith,Acton,MTL,D,25,4,2,2,2,4,3,4,0,3,2,4,2,3,2
106,Andrei,Kovalenko,MTL,D,51,3,3,4,4,3,3,3,4,3,4,4,1,3,2
107,Jeff,Brown,MTL,D,21,9,3,3,4,4,5,2,3,4,3,5,1,4,2
108,Goalie,01,NJ,G,30,6,4,3,3,3,4,0,0,0,0,4,3,3,4
109,Forward,01,NJ,F,01,6,4,4,4,3,3,3,0,4,4,3,3,4,3
110,Forward,02,NJ,F,02,6,4,4,4,3,3,3,1,4,4,3,3,4,3
111,Forward,03,NJ,F,03,6,4,4,4,3,3,3,0,4,4,3,3,4,3
112,Forward,04,NJ,F,04,6,4,4,4,3,3,3,1,4,4,3,3,4,3
113,Forward,05,NJ,F,05,6,4,4,4,3,3,3,0,4,4,3,3,4,3
114,Defenseman,01,NJ,D,06,6,4,4,3,4,4,3,0,4,3,3,3,4,3
115,Defenseman,02,NJ,D,07,6,4,4,3,4,4,3,1,4,3,3,3,4,3
116,Defenseman,03,NJ,D,08,6,4,4,3,4,4,3,0,4,3,3,3,4,3
117,Tom,Barrasso,NYI,G,35,10,4,4,5,5,4,0,1,0,0,4,4,4,4
118,Sergei,Fedorov,NYI,F,91,7,5,4,4,4,4,3,2,5,4,4,1,5,3
119,Mario,Lemieux,NYI,F,66,10,5,4,6,4,4,3,3,6,6,6,0,6,2
120,Cam,Neely,NYI,F,08,10,4,4,5,4,4,4,9,4,5,5,3,4,4
121,Ron,Francis,NYI,F,10,9,4,3,4,4,4,4,4,4,3,4,0,4,2
122,Kevin,Stevens,NYI,F,25,11,3,4,5,3,3,3,6,4,4,5,3,4,4
123,Trevor,Linden,NYI,D,16,9,4,4,4,4,4,3,3,4,4,4,3,4,2
124,Steve,Smith,NYI,D,05,11,4,4,3,4,4,4,6,4,1,5,2,4,4
125,Dave,Andreychuk,NYI,D,14,11,3,3,4,4,4,4,3,3,4,5,4,3,2
126,Tommy,Soderstrom,NYR,G,30,3,4,4,5,5,4,0,0,0,0,3,4,3,4
127,Denis,Savard,NYR,F,18,5,5,4,4,3,3,2,3,5,3,3,0,4,3
128,Dino,Ciccarelli,NYR,F,22,5,5,4,4,2,5,2,3,5,5,4,1,4,3
129,Paul,Ysebaert,NYR,F,21,7,4,4,4,4,3,2,6,4,4,3,3,4,2
130,Gary,Leeman,NYR,F,26,5,4,4,3,2,3,2,9,3,3,3,2,3,2
131,Pat,Falloon,NYR,F,17,7,4,4,3,2,3,1,3,4,2,4,5,3,1
132,Jaromir,Jagr,NYR,D,68,10,5,4,4,3,3,4,4,5,3,4,1,4,2
133,Neal,Broten,NYR,D,07,4,4,4,3,5,3,3,0,3,2,4,3,4,1
134,Teppo,Numminen,NYR,D,27,7,4,3,3,5,3,3,1,4,2,4,1,3,2
135,Andy,Moog,OTW,G,35,4,4,4,2,2,4,0,0,0,0,4,3,4,3
136,Dale,Hawerchuk,OTW,F,10,6,5,4,4,4,3,2,0,5,1,3,0,5,2
137,Steve,Yzerman,OTW,F,19,6,6,5,6,4,4,1,1,5,5,6,1,5,2
138,Geoff,Sanderson,OTW,F,08,6,4,4,4,3,4,2,0,4,4,4,3,3,1
139,Nikolai,Borshevsky,OTW,F,16,6,4,4,4,2,3,2,0,4,4,4,2,4,1
140,Kelly,Miller,OTW,F,40,8,4,4,3,3,3,2,0,4,3,3,2,4,1
141,Joel,Otto,OTW,D,29,11,4,3,3,5,2,5,7,3,4,4,1,2,4
142,Gary,Suter,OTW,D,20,7,5,4,4,5,4,4,6,4,2,5,2,4,3
143,Bob,Sweeney,OTW,D,42,9,4,2,3,5,3,4,7,3,4,4,2,3,3
144,Grant,Fuhr,PHI,G,31,7,5,4,5,5,5,0,1,0,0,4,4,5,5
145,Jimmy,Carson,PHI,F,12,9,4,4,4,3,4,2,3,4,5,4,2,4,1
146,Teemu,Selanne,PHI,F,13,6,5,6,5,3,4,3,3,4,5,5,4,4,2
147,Sergei,Makarov,PHI,F,42,6,5,4,4,2,2,1,0,5,4,3,0,5,2
148,Brent,Sutter,PHI,F,32,6,3,2,4,5,3,4,3,4,3,5,1,3,3
149,Rick,Tocchet,PHI,F,22,9,2,2,5,4,4,3,7,3,5,4,1,3,4
150,Eric,Desjardins,PHI,D,28,9,4,3,3,4,3,4,3,4,2,4,2,3,3
151,Nicklas,Lidstrom,PHI,D,05,5,4,3,3,4,4,3,4,4,1,4,2,4,1
152,Kevin,Hatcher,PHI,D,04,12,3,3,4,4,5,4,3,4,2,4,4,4,3
153,Ron,Hextall,PIT,G,27,7,4,4,4,4,4,0,0,0,0,4,4,3,3
154,Phil,Housley,PIT,F,06,6,6,5,4,3,3,2,4,6,2,4,0,6,2
155,Brett,Hull,PIT,F,16,9,4,4,5,3,6,3,3,5,3,4,4,3,2
156,Dave,Ellett,PIT,F,04,9,4,4,3,4,5,4,4,4,1,4,2,4,2
157,Thomas,Steen,PIT,F,25,8,4,3,4,3,3,3,4,4,4,4,0,5,3
158,Rod,BrindAmour,PIT,F,17,9,4,3,4,4,4,3,4,4,4,4,2,4,3
159,Alexei,Zhitnik,PIT,D,02,5,4,4,3,4,3,3,4,3,2,4,1,3,3
160,Pelle,Eklund,PIT,D,09,5,5,4,4,3,3,3,2,4,3,4,0,4,1
161,Tony,Amonte,PIT,D,33,6,4,4,4,3,3,1,3,3,3,4,3,3,2
162,Curtis,Joseph,QUE,G,31,6,4,4,6,6,4,0,0,0,0,3,3,4,4
163,Cliff,Ronning,QUE,F,07,5,5,5,4,3,2,2,0,4,3,5,1,4,1
164,Jeremy,Roenick,QUE,F,27,4,5,5,4,4,5,2,3,5,5,5,2,5,3
165,Tony,Granato,QUE,F,21,6,4,5,4,4,3,3,3,3,4,3,3,3,4
166,Dmitri,Kvartalnov,QUE,F,10,6,4,4,4,2,3,2,0,4,3,4,2,4,1
167,Joe,Nieuwendyk,QUE,F,25,8,4,4,4,3,4,3,4,4,4,4,3,2,2
168,Larry,Murphy,QUE,D,55,10,4,3,4,5,4,3,3,4,2,5,1,4,3
169,Guy,Carbonneau,QUE,D,20,6,4,3,2,4,2,4,1,4,1,3,3,4,1
170,Robert,Kron,QUE,D,38,5,3,3,3,4,2,2,2,3,3,3,4,3,2
171,Goalie,01,SJ,G,30,6,4,3,3,3,4,0,0,0,0,4,3,3,4
172,Forward,01,SJ,F,01,6,4,4,4,3,3,3,0,4,4,3,3,4,3
173,Forward,02,SJ,F,02,6,4,4,4,3,3,3,1,4,4,3,3,4,3
174,Forward,03,SJ,F,03,6,4,4,4,3,3,3,0,4,4,3,3,4,3
175,Forward,04,SJ,F,04,6,4,4,4,3,3,3,1,4,4,3,3,4,3
176,Forward,05,SJ,F,05,6,4,4,4,3,3,3,0,4,4,3,3,4,3
177,Defenseman,01,SJ,D,06,6,4,4,3,4,4,3,0,4,3,3,3,4,3
178,Defenseman,02,SJ,D,07,6,4,4,3,4,4,3,1,4,3,3,3,4,3
179,Defenseman,03,SJ,D,08,6,4,4,3,4,4,3,0,4,3,3,3,4,3
180,Goalie,01,STL,G,30,6,4,3,3,3,4,0,0,0,0,4,3,3,4
181,Forward,01,STL,F,01,6,4,4,4,3,3,3,0,4,4,3,3,4,3
182,Forward,02,STL,F,02,6,4,4,4,3,3,3,1,4,4,3,3,4,3
183,Forward,03,STL,F,03,6,4,4,4,3,3,3,0,4,4,3,3,4,3
184,Forward,04,STL,F,04,6,4,4,4,3,3,3,1,4,4,3,3,4,3
185,Forward,05,STL,F,05,6,4,4,4,3,3,3,0,4,4,3,3,4,3
186,Defenseman,01,STL,D,06,6,4,4,3,4,4,3,0,4,3,3,3,4,3
187,Defenseman,02,STL,D,07,6,4,4,3,4,4,3,1,4,3,3,3,4,3
188,Defenseman,03,STL,D,08,6,4,4,3,4,4,3,0,4,3,3,3,4,3
189,Goalie,01,TB,G,30,6,4,3,3,3,4,0,0,0,0,4,3,3,4
190,Forward,01,TB,F,01,6,4,4,4,3,3,3,0,4,4,3,3,4,3
191,Forward,02,TB,F,02,6,4,4,4,3,3,3,1,4,4,3,3,4,3
192,Forward,03,TB,F,03,6,4,4,4,3,3,3,0,4,4,3,3,4,3
193,Forward,04,TB,F,04,6,4,4,4,3,3,3,1,4,4,3,3,4,3
194,Forward,05,TB,F,05,6,4,4,4,3,3,3,0,4,4,3,3,4,3
195,Defenseman,01,TB,D,06,6,4,4,3,4,4,3,0,4,3,3,3,4,3
196,Defenseman,02,TB,D,07,6,4,4,3,4,4,3,1,4,3,3,3,4,3
197,Defenseman,03,TB,D,08,6,4,4,3,4,4,3,0,4,3,3,3,4,3
198,John,Blue,TOR,G,39,6,3,4,5,5,3,0,0,0,0,4,3,4,3
199,Mats,Sundin,TOR,F,13,7,4,4,5,4,4,1,3,4,5,4,0,4,3
200,Doug,Gilmour,TOR,F,93,4,5,4,5,5,4,4,4,4,4,6,0,4,3
201,Gary,Roberts,TOR,F,10,7,4,4,5,4,4,4,8,4,5,5,1,3,4
202,Al,MacInnis,TOR,F,02,8,4,4,4,3,6,3,5,4,1,5,2,4,3
203,Petr,Nedved,TOR,F,29,5,2,2,4,3,2,1,0,3,6,4,2,3,3
204,Alexnder,Semak,TOR,D,20,6,4,3,4,4,3,3,1,4,4,3,2,4,2
205,Steve,Thomas,TOR,D,32,6,4,4,4,3,3,4,4,3,3,4,2,4,3
206,Brendan,Shanahan,TOR,D,19,10,3,3,5,4,4,2,7,4,5,4,2,4,4
207,Jon,Casey,VAN,G,30,2,4,3,4,4,3,0,0,0,0,2,2,3,4
208,Alexnder,Mogilny,VAN,F,89,7,6,6,6,3,4,2,4,5,5,4,4,5,2
209,Al,Iafrate,VAN,F,34,11,4,4,4,4,6,4,6,4,2,4,4,4,4
210,Benoit,Hogue,VAN,F,33,7,4,5,4,3,3,2,4,4,5,4,1,4,3
211,Mike,Ricci,VAN,F,09,7,4,4,4,3,3,3,4,3,5,3,0,4,3
212,Glenn,Anderson,VAN,F,19,7,4,4,4,3,3,2,6,4,3,4,1,4,3
213,Peter,Bondra,VAN,D,12,6,4,6,4,3,3,2,0,4,4,4,2,3,2
214,Dave,Gagner,VAN,D,15,6,4,4,4,4,3,2,4,4,4,4,2,4,4
215,Valeri,Zelepukin,VAN,D,25,6,4,4,4,3,3,1,0,4,3,3,1,4,3
216,Goalie,01,WSH,G,30,6,4,3,3,3,4,0,0,0,0,4,3,3,4
217,Forward,01,WSH,F,01,6,4,4,4,3,3,3,0,4,4,3,3,4,3
218,Forward,02,WSH,F,02,6,4,4,4,3,3,3,1,4,4,3,3,4,3
219,Forward,03,WSH,F,03,6,4,4,4,3,3,3,0,4,4,3,3,4,3
220,Forward,04,WSH,F,04,6,4,4,4,3,3,3,1,4,4,3,3,4,3
221,Forward,05,WSH,F,05,6,4,4,4,3,3,3,0,4,4,3,3,4,3
222,Defenseman,01,WSH,D,06,6,4,4,3,4,4,3,0,4,3,3,3,4,3
223,Defenseman,02,WSH,D,07,6,4,4,3,4,4,3,1,4,3,3,3,4,3
224,Defenseman,03,WSH,D,08,6,4,4,3,4,4,3,0,4,3,3,3,4,3
225,Felix,Potvin,WPG,G,29,6,4,4,6,6,4,0,0,0,0,4,4,4,4
226,Dimitri,Khristich,WPG,F,08,7,3,3,4,3,4,3,1,4,6,4,1,4,2
227,Luc,Robitaille,WPG,F,20,7,4,4,5,3,4,2,4,5,6,5,2,4,3
228,Tomas,Sandstrom,WPG,F,07,9,4,4,5,3,5,3,8,4,5,3,2,3,3
229,Craig,Janney,WPG,F,15,7,4,3,5,4,3,2,0,4,4,4,0,4,0
230,Brian,Bellows,WPG,F,23,8,4,4,4,3,4,2,3,4,4,4,2,4,2
231,Dave,Manson,WPG,D,24,9,4,4,3,5,5,4,10,4,1,5,4,3,4
232,Eric,Lindros,WPG,D,88,12,4,3,4,4,4,5,9,4,6,5,2,4,4
233,James,Patrick,WPG,D,03,9,4,4,3,4,4,4,3,4,1,4,2,4,3
234,Goalie,01,ASE,G,30,6,4,3,3,3,4,0,0,0,0,4,3,3,4
235,Forward,01,ASE,F,01,6,4,4,4,3,3,3,0,4,4,3,3,4,3
236,Forward,02,ASE,F,02,6,4,4,4,3,3,3,1,4,4,3,3,4,3
237,Forward,03,ASE,F,03,6,4,4,4,3,3,3,0,4,4,3,3,4,3
238,Forward,04,ASE,F,04,6,4,4,4,3,3,3,1,4,4,3,3,4,3
239,Forward,05,ASE,F,05,6,4,4,4,3,3,3,0,4,4,3,3,4,3
240,Defenseman,01,ASE,D,06,6,4,4,3,4,4,3,0,4,3,3,3,4,3
241,Defenseman,02,ASE,D,07,6,4,4,3,4,4,3,1,4,3,3,3,4,3
242,Defenseman,03,ASE,D,08,6,4,4,3,4,4,3,0,4,3,3,3,4,3
243,Goalie,01,ASW,G,30,6,4,3,3,3,4,0,0,0,0,4,3,3,4
244,Forward,01,ASW,F,01,6,4,4,4,3,3,3,0,4,4,3,3,4,3
245,Forward,02,ASW,F,02,6,4,4,4,3,3,3,1,4,4,3,3,4,3
246,Forward,03,ASW,F,03,6,4,4,4,3,3,3,0,4,4,3,3,4,3
247,Forward,04,ASW,F,04,6,4,4,4,3,3,3,1,4,4,3,3,4,3
248,Forward,05,ASW,F,05,6,4,4,4,3,3,3,0,4,4,3,3,4,3
249,Defenseman,01,ASW,D,06,6,4,4,3,4,4,3,0,4,3,3,3,4,3
250,Defenseman,02,ASW,D,07,6,4,4,3,4,4,3,1,4,3,3,3,4,3
251,Defenseman,03,ASW,D,08,6,4,4,3,4,4,3,0,4,3,3,3,4,3
