Goalie,First,Last,Team,Pos,JNo,Wgt,Agl,Spd,OfA,DfA,PkC,Lv0,GlH,Lv0,Lv0,StR,StL,GvR,GvL
85,David,Rittich,COL,G,33,6,5,4,4,4,4,0,0,0,0,4,4,4,5
86,Elias,Pettersson,COL,F,40,4,6,5,5,3,4,1,0,5,5,5,3,5,1
87,John,Tavares,COL,F,91,9,4,5,6,4,4,1,0,5,5,6,4,5,0
88,Mathew,Barzal,COL,F,13,6,6,5,5,3,3,0,1,4,5,5,2,5,1
89,Ryan,Getzlaf,COL,F,15,10,3,3,5,4,4,3,5,4,3,6,1,6,3
90,Travis,Konecny,COL,F,11,4,4,5,4,3,4,2,1,4,4,5,3,5,3
91,Jakub,Vrana,COL,F,14,6,5,4,4,3,4,1,0,4,5,5,4,4,2
92,Morgan,Rielly,COL,D,44,10,5,4,4,4,5,2,0,4,3,6,4,6,0
93,Jacob,Trouba,COL,D,08,8,4,4,4,5,4,4,5,3,2,6,3,4,2
94,Erik,Johnson,COL,D,06,10,4,3,3,5,4,4,5,3,1,6,3,4,1
95,Adam,Pelech,COL,D,03,10,3,3,2,5,3,5,0,3,2,6,1,3,2
96,Joonas,Korpisalo,CBJ,G,70,4,4,4,4,4,4,0,0,0,0,5,4,4,4
97,Elvis,Merzlikins,CBJ,G,90,5,2,3,0,0,1,0,0,0,0,2,2,1,2
98,Cam,Atkinson,CBJ,F,13,5,5,5,4,3,4,1,1,4,5,5,5,3,0
99,Pierre-Luc,Dubois,CBJ,F,18,9,4,4,4,3,4,3,0,4,4,5,3,4,3
100,Gustav,Nyquist,CBJ,F,14,5,5,4,4,4,4,1,0,3,4,5,3,5,0
101,Oliver,Bjorkstrand,CBJ,F,28,4,4,4,4,3,4,1,1,5,4,5,5,3,0
102,Nick,Foligno,CBJ,F,71,8,3,4,3,3,3,6,8,3,4,5,4,3,3
103,Boone,Jenner,CBJ,F,38,8,4,3,3,3,4,5,4,4,3,5,5,2,3
104,Seth,Jones,CBJ,D,03,8,5,5,4,4,4,2,1,4,3,6,3,4,1
105,Zach,Werenski,CBJ,D,08,9,4,5,4,4,4,1,0,4,3,6,3,4,0
106,Ryan,Murray,CBJ,D,27,8,4,4,2,4,3,2,0,4,2,5,1,2,1
107,David,Savard,CBJ,D,58,10,3,3,2,5,3,4,5,3,1,6,2,2,2
108,Antti,Raanta,DAL,G,32,5,5,4,3,3,4,0,0,0,0,4,4,4,5
109,Carter,Hutton,DAL,G,40,6,4,4,4,4,4,0,0,0,0,4,5,3,4
110,Kaapo,Kakko,DAL,F,24,5,5,4,3,1,3,1,0,5,4,5,4,4,1
111,Oliver,Bjorkstrand,DAL,F,28,4,4,4,4,3,4,1,1,5,4,5,5,3,0
112,Jonathan,Drouin,DAL,F,92,5,5,5,4,2,3,2,2,4,4,5,2,4,2
113,Ryan,Nugent-Hopkins,DAL,F,93,5,5,5,4,3,3,1,0,4,4,5,3,4,0
114,Jeff,Carter,DAL,F,77,10,3,4,5,3,5,2,1,3,2,5,4,4,2
115,Nick,Schmaltz,DAL,F,08,4,4,5,4,3,3,0,1,5,4,5,2,4,0
116,Brady,Skjei,DAL,D,76,9,4,3,3,4,4,4,0,3,1,6,2,4,3
117,David,Savard,DAL,D,58,10,3,3,2,5,3,4,5,3,1,6,2,2,2
118,Ian,Cole,DAL,D,23,10,3,3,3,5,3,4,4,2,2,6,1,4,4
119,Nick,Leddy,DAL,D,02,8,5,4,3,4,4,2,0,4,2,6,3,4,0
120,Jimmy,Howard,DET,G,35,8,3,3,5,5,3,0,0,0,0,2,2,3,5
121,Jonathan,Bernier,DET,G,45,4,4,4,3,3,3,0,0,0,0,3,3,3,3
122,Dylan,Larkin,DET,F,71,6,4,5,4,4,4,2,0,3,4,6,4,4,1
123,Tyler,Bertuzzi,DET,F,59,7,5,4,4,3,4,2,8,4,4,5,4,4,3
124,Anthony,Mantha,DET,F,39,12,4,4,4,3,4,2,0,3,5,5,5,4,3
125,Robby,Fabbri,DET,F,14,5,4,5,3,2,4,2,0,4,4,5,4,3,2
126,Andreas,Athanasiou,DET,F,72,5,5,5,4,1,4,0,0,4,4,5,4,4,1
127,Filip,Zadina,DET,F,11,7,4,4,4,3,3,0,0,4,4,5,3,4,0
128,Mike,Green,DET,D,25,9,3,4,4,3,4,2,1,3,2,6,3,4,2
129,Filip,Hronek,DET,D,17,5,4,4,3,3,4,3,1,3,3,6,3,4,3
130,Danny,DeKeyser,DET,D,65,6,4,3,2,5,3,2,4,3,2,6,1,3,1
131,Madison,Bowey,DET,D,74,8,4,3,3,3,3,2,1,3,1,5,2,3,3
132,Matthew,Murray,EDM,G,30,4,5,4,4,4,4,0,0,0,0,3,3,3,4
133,Joonas,Korpisalo,EDM,G,70,4,4,4,4,4,4,0,0,0,0,5,4,4,4
134,Andreas,Athanasiou,EDM,F,72,5,5,5,4,1,4,0,0,4,4,5,4,4,1
135,Jeff,Skinner,EDM,F,53,5,5,4,5,3,4,0,0,4,5,5,5,3,0
136,Nico,Hischier,EDM,F,13,4,5,5,4,2,2,1,0,4,4,5,3,4,0
137,Ryan,Johansen,EDM,F,92,9,4,4,4,3,2,1,1,5,4,5,1,5,3
138,Nikita,Gusev,EDM,F,97,5,4,5,4,2,2,0,1,5,3,5,2,5,1
139,Robby,Fabbri,EDM,F,14,5,4,5,3,2,4,2,0,4,4,5,4,3,2
140,Niklas,Hjalmarsson,EDM,D,04,7,4,4,2,6,3,2,0,3,1,6,0,2,0
141,Shayne,Gostisbehere,EDM,D,53,5,4,4,4,3,3,1,0,4,3,5,3,4,2
142,Andy,Greene,EDM,D,06,6,4,3,2,6,3,3,0,4,2,6,1,3,0
143,Shea,Theodore,EDM,D,27,7,4,4,4,3,4,0,0,4,3,6,4,4,0
144,Marc-Andre,Fleury,FLA,G,29,4,5,4,5,5,4,0,0,0,0,4,4,5,6
145,Thomas,Greiss,FLA,G,01,9,4,3,5,5,4,0,0,0,0,5,4,4,4
146,Vladimir,Tarasenko,FLA,F,91,10,5,5,5,3,5,2,0,5,4,5,5,4,0
147,Tyler,Seguin,FLA,F,19,7,5,5,5,3,5,2,1,5,3,6,4,5,0
148,Taylor,Hall,FLA,F,04,8,6,5,5,3,4,1,2,4,4,5,3,5,1
149,Cam,Atkinson,FLA,F,13,5,5,5,4,3,4,1,1,4,5,5,5,3,0
150,Bo,Horvat,FLA,F,53,9,4,4,4,3,4,2,0,5,4,6,4,4,3
151,David,Krejci,FLA,F,46,6,4,4,5,3,3,1,1,4,5,5,1,5,1
152,Seth,Jones,FLA,D,03,8,5,5,4,4,4,2,1,4,3,6,3,4,1
153,Ryan,Pulock,FLA,D,06,9,4,4,4,4,5,4,1,3,2,6,3,4,1
154,Rasmus,Ristolainen,FLA,D,55,9,4,3,4,4,4,6,1,3,1,6,3,4,0
155,Mathew,Dumba,FLA,D,24,5,4,4,4,4,5,4,3,3,2,6,3,4,3
156,Braden,Holtby,LAK,G,70,7,5,4,5,5,4,0,0,0,0,4,4,4,5
157,Carter,Hart,LAK,G,79,4,5,4,4,4,4,0,0,0,0,3,4,4,5
158,Steven,Stamkos,LAK,F,91,6,5,5,5,3,5,2,1,5,5,6,4,5,3
159,Evander,Kane,LAK,F,09,9,4,5,5,2,5,5,10,4,2,6,5,2,6
160,Tom,Wilson,LAK,F,43,10,3,3,4,4,4,6,7,3,4,5,4,2,6
161,Anders,Lee,LAK,F,27,11,3,4,4,3,4,4,6,4,5,5,5,3,3
162,Sam,Reinhart,LAK,F,23,6,5,4,4,2,4,1,1,5,4,6,4,4,0
163,Joe,Pavelski,LAK,F,16,6,4,4,5,3,4,1,5,4,5,5,4,4,1
164,Zdeno,Chara,LAK,D,33,13,4,3,3,6,6,4,14,4,2,6,3,3,2
165,Jeff,Petry,LAK,D,26,7,4,4,3,4,4,6,7,2,3,6,3,4,2
166,Erik,Cernak,LAK,D,81,11,3,3,2,4,3,6,1,3,0,5,1,2,4
167,Tyson,Barrie,LAK,D,94,6,5,4,4,3,4,1,1,4,3,6,3,5,0
168,Devan,Dubnyk,MIN,G,40,9,4,3,4,4,3,0,0,0,0,4,3,3,3
169,Alex,Stalock,MIN,G,32,5,4,4,4,4,3,0,0,0,0,3,4,3,3
170,Zach,Parise,MIN,F,11,6,5,4,4,3,5,1,0,5,3,5,4,3,1
171,Eric,Staal,MIN,F,12,8,4,4,5,3,3,1,8,4,5,5,4,4,3
172,Jason,Zucker,MIN,F,16,5,4,4,4,3,4,2,0,4,5,5,5,3,1
173,Kevin,Fiala,MIN,F,22,6,5,4,4,2,4,1,0,4,4,5,5,4,2
174,Mats,Zuccarello,MIN,F,36,4,5,4,4,3,2,1,0,4,4,5,2,4,1
175,Mikko,Koivu,MIN,F,09,9,4,3,4,5,2,1,0,5,3,5,1,4,1
176,Ryan,Suter,MIN,D,20,8,5,4,4,5,4,3,0,4,2,6,2,5,1
177,Jared,Spurgeon,MIN,D,46,3,4,4,4,4,4,3,1,5,3,6,2,3,0
178,Mathew,Dumba,MIN,D,24,5,4,4,4,4,5,4,3,3,2,6,3,4,3
179,Jonas,Brodin,MIN,D,25,6,5,3,2,4,2,2,0,4,2,6,0,3,1
180,Ben,Bishop,MTL,G,30,9,5,3,5,5,5,0,0,0,0,4,5,5,5
181,Anton,Khudobin,MTL,G,35,5,4,4,5,5,4,0,0,0,0,4,4,3,3
182,Nathan,MacKinnon,MTL,F,29,7,6,6,6,3,5,1,1,5,5,6,5,6,0
183,Jake,Guentzel,MTL,F,59,5,5,4,5,2,4,3,0,5,5,6,4,4,1
184,Jonathan,Toews,MTL,F,19,7,5,4,4,5,4,1,2,4,5,6,3,5,2
185,Filip,Forsberg,MTL,F,09,8,4,5,5,3,4,2,1,4,5,5,3,3,0
186,Jack,Hughes,MTL,F,86,3,6,5,3,3,3,0,0,4,3,5,3,4,0
187,J.T.,Miller,MTL,F,10,10,4,3,4,3,3,4,4,4,5,6,3,4,3
188,John,Carlson,MTL,D,74,9,5,4,5,5,5,2,1,4,4,6,4,6,0
189,Rasmus,Dahlin,MTL,D,26,6,5,4,4,4,4,3,0,5,2,6,3,5,2
190,Charlie,McAvoy,MTL,D,73,8,5,4,4,4,4,4,1,3,1,6,2,4,2
191,Mikhail,Sergachev,MTL,D,98,9,4,4,4,2,4,3,6,4,2,5,3,4,0
192,Pekka,Rinne,NSH,G,35,8,5,4,5,5,4,0,0,0,0,4,5,4,4
193,Juuse,Saros,NSH,G,74,4,4,4,3,3,3,0,0,0,0,3,4,3,4
194,Filip,Forsberg,NSH,F,09,8,4,5,5,3,4,2,1,4,5,5,3,3,0
195,Viktor,Arvidsson,NSH,F,33,4,4,5,4,4,3,0,1,5,5,5,4,4,2
196,Matt,Duchene,NSH,F,95,7,5,5,4,2,3,0,0,4,5,5,3,5,0
197,Ryan,Johansen,NSH,F,92,9,4,4,4,3,2,1,1,5,4,5,1,5,3
198,Calle,Jarnkrok,NSH,F,19,5,5,4,4,4,3,1,1,4,4,5,3,3,0
199,Mikael,Granlund,NSH,F,64,5,5,4,4,3,2,2,0,4,4,5,2,4,1
200,Roman,Josi,NSH,D,59,7,5,4,4,6,5,2,0,5,3,6,4,5,2
201,Mattias,Ekholm,NSH,D,14,9,5,4,4,5,4,3,0,3,2,6,3,4,2
202,Ryan,Ellis,NSH,D,04,5,4,5,4,4,4,2,1,4,2,6,3,4,1
203,Dante,Fabbro,NSH,D,57,6,3,4,2,3,3,2,1,3,2,5,2,3,1
204,MacKenzie,Blackwood,NJD,G,29,9,4,3,3,3,4,0,0,0,0,3,4,3,3
205,Louis,Domingue,NJD,G,70,8,3,3,4,4,3,0,1,0,0,3,3,4,3
206,Kyle,Palmieri,NJD,F,21,5,4,4,4,2,4,3,1,4,5,5,4,3,3
207,Nico,Hischier,NJD,F,13,4,5,5,4,2,2,1,0,4,4,5,3,4,0
208,Jack,Hughes,NJD,F,86,3,6,5,3,3,3,0,0,4,3,5,3,4,0
209,Nikita,Gusev,NJD,F,97,5,4,5,4,2,2,0,1,5,3,5,2,5,1
210,Blake,Coleman,NJD,F,20,8,4,3,3,4,4,6,0,2,4,5,5,2,5
211,Wayne,Simmonds,NJD,F,17,5,4,3,4,2,3,5,11,3,5,5,4,1,4
212,P.K.,Subban,NJD,D,76,8,4,5,4,4,5,3,3,4,2,6,3,4,2
213,Andy,Greene,NJD,D,06,6,4,3,2,6,3,3,0,4,2,6,1,3,0
214,Sami,Vatanen,NJD,D,45,5,5,3,3,4,4,3,1,3,2,6,2,4,0
215,Damon,Severson,NJD,D,28,8,3,4,3,4,3,4,1,2,2,6,2,3,2
216,Semyon,Varlamov,NYI,G,40,7,5,4,5,5,4,0,0,0,0,4,5,4,5
217,Thomas,Greiss,NYI,G,01,9,4,3,5,5,4,0,0,0,0,5,4,4,4
218,Mathew,Barzal,NYI,F,13,6,6,5,5,3,3,0,1,4,5,5,2,5,1
219,Anders,Lee,NYI,F,27,11,3,4,4,3,4,4,6,4,5,5,5,3,3
220,Josh,Bailey,NYI,F,12,6,5,4,4,3,3,1,0,4,4,5,1,5,1
221,Brock,Nelson,NYI,F,29,8,4,4,4,3,4,2,0,4,4,5,4,4,2
222,Jordan,Eberle,NYI,F,07,5,4,5,4,2,2,1,1,4,5,5,3,4,0
223,Anthony,Beauvillier,NYI,F,18,5,4,4,3,3,4,3,0,3,4,5,4,3,0
224,Nick,Leddy,NYI,D,02,8,5,4,3,4,4,2,0,4,2,6,3,4,0
225,Ryan,Pulock,NYI,D,06,9,4,4,4,4,5,4,1,3,2,6,3,4,1
226,Adam,Pelech,NYI,D,03,10,3,3,2,5,3,5,0,3,2,6,1,3,2
227,Johnny,Boychuk,NYI,D,55,10,3,3,3,4,4,5,3,3,1,6,3,3,1
228,Pekka,Rinne,NYR,G,35,8,5,4,5,5,4,0,0,0,0,4,5,4,4
229,Tristan,Jarry,NYR,G,33,6,4,4,4,4,5,0,0,0,0,4,5,4,4
230,Artemi,Panarin,NYR,F,10,3,6,5,5,3,3,1,1,5,6,6,3,6,1
231,Jonathan,Huberdeau,NYR,F,11,7,6,5,5,3,3,1,0,5,5,5,3,6,1
232,Tomas,Hertl,NYR,F,48,9,5,5,4,2,4,1,0,5,5,5,4,4,0
233,Teuvo,Teravainen,NYR,F,86,4,5,5,4,4,3,1,0,5,4,5,2,5,0
234,Jakub,Voracek,NYR,F,93,9,5,4,5,3,2,1,0,4,5,5,2,5,1
235,Matt,Duchene,NYR,F,95,7,5,5,4,2,3,0,0,4,5,5,3,5,0
236,Alex,Pietrangelo,NYR,D,27,8,5,4,4,6,4,2,1,4,4,6,4,4,0
237,Colton,Parayko,NYR,D,55,11,4,4,4,5,4,3,1,3,2,6,3,4,0
238,Hampus,Lindholm,NYR,D,47,8,5,4,3,5,4,3,0,3,2,6,1,3,1
239,Nate,Schmidt,NYR,D,88,6,5,4,3,4,3,1,0,4,3,6,2,4,0
240,Jordan,Binnington,OTT,G,50,4,5,4,4,4,6,0,0,0,0,4,5,5,5
241,Anders,Nilsson,OTT,G,31,10,3,3,4,4,4,0,0,0,0,3,4,2,3
242,Nikita,Kucherov,OTT,F,86,5,6,5,6,3,4,0,0,5,6,6,4,6,0
243,Sebastian,Aho,OTT,F,20,4,6,5,5,4,4,1,0,4,5,6,3,5,0
244,Andrei,Svechnikov,OTT,F,37,7,6,4,4,3,3,3,0,4,5,5,4,5,3
245,Brady,Tkachuk,OTT,F,07,7,4,4,4,3,4,6,4,3,4,5,5,2,4
246,Clayton,Keller,OTT,F,09,3,5,4,4,3,3,1,0,5,5,5,4,4,1
247,Colin,White,OTT,F,36,5,5,4,3,2,3,1,1,4,4,5,3,3,3
248,Erik,Karlsson,OTT,D,65,6,5,5,5,4,4,1,1,4,2,6,3,6,1
249,Darnell,Nurse,OTT,D,25,10,4,4,4,4,4,4,6,3,2,6,3,4,4
250,Mark,Borowiecki,OTT,D,74,9,3,3,1,5,3,6,6,3,1,5,1,2,5
251,Erik,Brannstrom,OTT,D,26,4,4,4,3,3,3,0,0,3,1,5,2,3,3
252,Carey,Price,PHI,G,31,8,4,3,5,5,5,0,0,0,0,5,5,4,4
253,Corey,Crawford,PHI,G,50,8,4,4,5,5,4,0,0,0,0,3,4,4,5
254,David,Pastrnak,PHI,F,88,7,5,5,6,3,5,2,1,5,5,6,5,5,0
255,Blake,Wheeler,PHI,F,26,11,4,5,5,4,4,2,1,4,4,5,2,6,2
256,Aleksander,Barkov,PHI,F,16,8,5,4,5,5,3,0,0,5,6,6,2,5,1
257,Claude,Giroux,PHI,F,28,5,5,4,5,3,4,1,1,5,4,6,4,5,1
258,Jon,Marchessault,PHI,F,81,4,4,5,4,3,4,3,1,4,4,5,5,4,4
259,Brayden,Schenn,PHI,F,10,7,3,4,4,4,4,4,6,4,4,5,3,4,3
260,Oliver,Ekman-Larsson,PHI,D,23,7,4,5,4,4,5,4,0,4,2,6,3,3,1
261,P.K.,Subban,PHI,D,76,8,4,5,4,4,5,3,3,4,2,6,3,4,2
262,John,Klingberg,PHI,D,03,5,5,4,4,4,4,1,1,5,3,6,2,5,0
263,Josh,Morrissey,PHI,D,44,7,4,4,3,5,3,3,0,4,3,6,2,4,0
264,John,Gibson,PIT,G,36,9,4,4,4,4,5,0,0,0,0,5,5,4,5
265,Pavel,Francouz,PIT,G,39,4,4,4,4,4,4,0,1,0,0,5,4,5,4
266,Connor,McDavid,PIT,F,97,6,6,6,6,3,4,1,0,5,6,6,3,6,2
267,Phil,Kessel,PIT,F,81,7,5,5,5,2,4,0,1,5,4,5,4,5,0
268,Mark,Stone,PIT,F,61,10,4,4,4,5,4,2,1,4,5,5,2,5,0
269,Sean,Monahan,PIT,F,23,7,4,5,5,3,3,2,0,4,5,5,4,5,1
270,Brock,Boeser,PIT,F,06,8,5,4,4,3,4,1,1,5,5,5,5,4,2
271,Elias,Lindholm,PIT,F,28,7,5,4,4,4,4,2,1,4,4,5,3,4,0
272,Victor,Hedman,PIT,D,77,10,5,5,4,5,5,3,2,4,3,6,3,5,1
273,Mark,Giordano,PIT,D,05,7,6,4,4,6,5,3,6,4,3,6,3,5,1
274,Ryan,McDonagh,PIT,D,27,9,4,4,3,5,3,3,0,3,2,6,1,4,0
275,Esa,Lindell,PIT,D,03,9,4,4,3,5,3,3,0,3,2,6,2,4,1
276,Martin,Jones,SJS,G,31,5,4,4,4,4,2,0,0,0,0,3,3,4,4
277,Aaron,Dell,SJS,G,30,6,3,3,3,3,3,0,0,0,0,2,3,3,3
278,Logan,Couture,SJS,F,39,7,5,5,4,4,3,1,0,5,5,5,3,4,1
279,Tomas,Hertl,SJS,F,48,9,5,5,4,2,4,1,0,5,5,5,4,4,0
280,Evander,Kane,SJS,F,09,9,4,5,5,2,5,5,10,4,2,6,5,2,6
281,Timo,Meier,SJS,F,28,9,4,4,4,3,4,4,0,4,5,5,5,3,3
282,Kevin,Labanc,SJS,F,62,5,4,4,4,2,3,2,1,4,4,5,2,4,3
283,Joe,Thornton,SJS,F,19,10,3,2,5,4,2,0,0,4,5,5,0,6,1
284,Brent,Burns,SJS,D,88,11,4,5,5,5,5,2,3,4,3,6,4,6,1
285,Erik,Karlsson,SJS,D,65,6,5,5,5,4,4,1,1,4,2,6,3,6,1
286,Marc-Edouard,Vlasic,SJS,D,44,7,4,3,3,5,3,2,0,3,3,6,1,4,0
