Goalie,First,Last,Team,Pos,JNo,Wgt,Agl,Spd,OfA,DfA,PkC,Lv0,GlH,Lv0,Lv0,StR,StL,GvR,GvL
86,Al,MacNeil,NY,D,06,5,2,2,2,4,2,3,0,2,0,3,0,2,3
87,Rod,Seiling,NY,D,16,7,2,2,2,2,2,3,0,2,0,2,1,2,0
88,Johnny,Bower,TOR,G,01,6,4,4,5,5,4,0,0,0,0,4,4,4,4
89,Terry,Sawchuk,TOR,G,30,7,4,4,5,5,4,0,0,0,0,3,4,3,4
90,Bruce,Gamble,TOR,G,31,8,4,3,4,4,3,0,0,0,0,2,2,3,4
91,Dave,Keon,TOR,F,14,3,5,5,4,5,4,4,0,4,3,6,1,3,0
92,Frank,Mahovolich,TOR,F,27,8,4,4,5,3,4,3,4,4,5,5,1,4,3
93,Bob,Pulford,TOR,F,20,6,3,3,4,4,4,4,0,3,4,5,4,3,2
94,Red,Kelly,TOR,F,04,5,4,3,3,5,3,4,0,3,4,5,2,3,0
95,Ron,Ellis,TOR,F,08,7,4,4,4,3,3,2,1,4,3,4,1,4,1
96,Pete,Stemkowski,TOR,F,12,7,4,3,4,3,3,2,2,4,4,4,1,4,3
97,Jim,Pappin,TOR,F,18,6,3,3,3,3,3,4,5,3,3,4,1,4,4
98,George,Armstrong,TOR,F,10,6,3,3,3,4,2,3,1,3,4,4,3,2,2
99,Eddie,Shack,TOR,F,23,8,2,2,2,3,2,5,4,3,3,3,5,2,3
100,Tim,Horton,TOR,D,07,5,4,4,3,4,4,5,1,4,2,5,0,4,3
101,Marcel,Pronovost,TOR,D,03,6,4,4,3,5,3,5,0,3,0,4,1,3,2
102,Allan,Stanley,TOR,D,26,4,4,3,3,4,3,4,0,4,2,4,2,3,2
103,Larry,Hillman,TOR,D,02,6,4,3,3,4,3,3,4,4,2,4,4,3,3
104,Kent,Douglas,TOR,D,19,5,4,4,3,4,3,3,4,4,0,4,0,3,3
105,Bob,Baun,TOR,D,21,4,3,3,2,4,4,4,5,3,1,4,4,4,4
106,Gerry,Cheevers,BOS,G,31,6,4,3,3,3,4,0,0,0,0,4,4,5,4
107,Ed,Johnston,BOS,G,01,6,3,4,5,5,3,0,0,0,0,4,3,4,3
108,Bernie,Parent,BOS,G,30,5,4,4,2,2,4,0,0,0,0,4,3,4,3
109,Johnny,Bucyk,BOS,F,09,9,4,3,4,4,4,5,0,4,6,5,2,4,1
110,John,McKenzie,BOS,F,19,4,3,4,4,3,4,3,5,4,4,4,2,4,4
111,Pit,Martin,BOS,F,07,4,4,4,4,3,4,2,5,4,3,4,0,4,3
112,Ed,Westfall,BOS,F,18,7,4,3,3,4,3,4,1,3,3,4,1,4,2
113,Murray,Oliver,BOS,F,16,4,4,4,4,2,3,1,0,4,3,4,2,4,1
114,Wayne,Connelly,BOS,F,17,4,3,4,3,4,3,3,1,3,3,3,3,3,1
115,Ron,Schock,BOS,F,23,6,3,3,3,3,3,3,0,3,3,3,5,3,0
116,Ron,Murphy,BOS,F,28,6,3,3,3,3,3,3,0,3,2,4,5,3,0
117,Ron,Stewart,BOS,F,12,7,2,3,3,3,3,1,3,2,4,4,4,2,2
118,Bobby,Orr,BOS,D,04,7,6,5,4,3,4,2,8,6,1,5,1,5,4
119,Ted,Green,BOS,D,06,8,4,4,3,5,5,4,3,4,1,5,4,3,3
120,Gillies,Marotte,BOS,D,10,8,4,4,3,4,4,4,4,4,1,4,1,4,4
121,Joe,Watson,BOS,D,14,6,2,3,2,4,2,3,0,3,1,4,1,4,2
122,Bob,Woytowich,BOS,D,08,6,2,2,2,4,3,3,3,3,2,4,1,3,3
123,Dallas,Smith,BOS,D,20,5,3,3,2,2,2,4,0,2,3,2,3,2,2
124,Gerry,Cheevers,BOS,G,31,6,4,3,3,3,4,0,0,0,0,4,4,5,4
125,Ed,Johnston,BOS,G,01,6,3,4,5,5,3,0,0,0,0,4,3,4,3
126,Bernie,Parent,BOS,G,30,5,4,4,2,2,4,0,0,0,0,4,3,4,3
127,Johnny,Bucyk,BOS,F,09,9,4,3,4,4,4,5,0,4,6,5,2,4,1
128,John,McKenzie,BOS,F,19,4,3,4,4,3,4,3,5,4,4,4,2,4,4
129,Pit,Martin,BOS,F,07,4,4,4,4,3,4,2,5,4,3,4,0,4,3
130,Ed,Westfall,BOS,F,18,7,4,3,3,4,3,4,1,3,3,4,1,4,2
131,Murray,Oliver,BOS,F,16,4,4,4,4,2,3,1,0,4,3,4,2,4,1
132,Wayne,Connelly,BOS,F,17,4,3,4,3,4,3,3,1,3,3,3,3,3,1
133,Ron,Schock,BOS,F,23,6,3,3,3,3,3,3,0,3,3,3,5,3,0
134,Ron,Murphy,BOS,F,28,6,3,3,3,3,3,3,0,3,2,4,5,3,0
135,Ron,Stewart,BOS,F,12,7,2,3,3,3,3,1,3,2,4,4,4,2,2
136,Bobby,Orr,BOS,D,04,7,6,5,4,3,4,2,8,6,1,5,1,5,4
137,Ted,Green,BOS,D,06,8,4,4,3,5,5,4,3,4,1,5,4,3,3
138,Gillies,Marotte,BOS,D,10,8,4,4,3,4,4,4,4,4,1,4,1,4,4
139,Joe,Watson,BOS,D,14,6,2,3,2,4,2,3,0,3,1,4,1,4,2
140,Bob,Woytowich,BOS,D,08,6,2,2,2,4,3,3,3,3,2,4,1,3,3
141,Dallas,Smith,BOS,D,20,5,3,3,2,2,2,4,0,2,3,2,3,2,2
142,Gerry,Cheevers,BOS,G,31,6,4,3,3,3,4,0,0,0,0,4,4,5,4
143,Ed,Johnston,BOS,G,01,6,3,4,5,5,3,0,0,0,0,4,3,4,3
144,Bernie,Parent,BOS,G,30,5,4,4,2,2,4,0,0,0,0,4,3,4,3
145,Johnny,Bucyk,BOS,F,09,9,4,3,4,4,4,5,0,4,6,5,2,4,1
146,John,McKenzie,BOS,F,19,4,3,4,4,3,4,3,5,4,4,4,2,4,4
147,Pit,Martin,BOS,F,07,4,4,4,4,3,4,2,5,4,3,4,0,4,3
148,Ed,Westfall,BOS,F,18,7,4,3,3,4,3,4,1,3,3,4,1,4,2
149,Murray,Oliver,BOS,F,16,4,4,4,4,2,3,1,0,4,3,4,2,4,1
150,Wayne,Connelly,BOS,F,17,4,3,4,3,4,3,3,1,3,3,3,3,3,1
151,Ron,Schock,BOS,F,23,6,3,3,3,3,3,3,0,3,3,3,5,3,0
152,Ron,Murphy,BOS,F,28,6,3,3,3,3,3,3,0,3,2,4,5,3,0
153,Ron,Stewart,BOS,F,12,7,2,3,3,3,3,1,3,2,4,4,4,2,2
154,Bobby,Orr,BOS,D,04,7,6,5,4,3,4,2,8,6,1,5,1,5,4
155,Ted,Green,BOS,D,06,8,4,4,3,5,5,4,3,4,1,5,4,3,3
156,Gillies,Marotte,BOS,D,10,8,4,4,3,4,4,4,4,4,1,4,1,4,4
157,Joe,Watson,BOS,D,14,6,2,3,2,4,2,3,0,3,1,4,1,4,2
158,Bob,Woytowich,BOS,D,08,6,2,2,2,4,3,3,3,3,2,4,1,3,3
159,Dallas,Smith,BOS,D,20,5,3,3,2,2,2,4,0,2,3,2,3,2,2
160,Gerry,Cheevers,BOS,G,31,6,4,3,3,3,4,0,0,0,0,4,4,5,4
161,Ed,Johnston,BOS,G,01,6,3,4,5,5,3,0,0,0,0,4,3,4,3
162,Bernie,Parent,BOS,G,30,5,4,4,2,2,4,0,0,0,0,4,3,4,3
163,Johnny,Bucyk,BOS,F,09,9,4,3,4,4,4,5,0,4,6,5,2,4,1
164,John,McKenzie,BOS,F,19,4,3,4,4,3,4,3,5,4,4,4,2,4,4
165,Pit,Martin,BOS,F,07,4,4,4,4,3,4,2,5,4,3,4,0,4,3
166,Ed,Westfall,BOS,F,18,7,4,3,3,4,3,4,1,3,3,4,1,4,2
167,Murray,Oliver,BOS,F,16,4,4,4,4,2,3,1,0,4,3,4,2,4,1
168,Wayne,Connelly,BOS,F,17,4,3,4,3,4,3,3,1,3,3,3,3,3,1
169,Ron,Schock,BOS,F,23,6,3,3,3,3,3,3,0,3,3,3,5,3,0
170,Ron,Murphy,BOS,F,28,6,3,3,3,3,3,3,0,3,2,4,5,3,0
171,Ron,Stewart,BOS,F,12,7,2,3,3,3,3,1,3,2,4,4,4,2,2
172,Bobby,Orr,BOS,D,04,7,6,5,4,3,4,2,8,6,1,5,1,5,4
173,Ted,Green,BOS,D,06,8,4,4,3,5,5,4,3,4,1,5,4,3,3
174,Gillies,Marotte,BOS,D,10,8,4,4,3,4,4,4,4,4,1,4,1,4,4
175,Joe,Watson,BOS,D,14,6,2,3,2,4,2,3,0,3,1,4,1,4,2
176,Bob,Woytowich,BOS,D,08,6,2,2,2,4,3,3,3,3,2,4,1,3,3
177,Dallas,Smith,BOS,D,20,5,3,3,2,2,2,4,0,2,3,2,3,2,2
178,Roger,Crozier,DET,G,01,3,3,4,4,4,4,0,1,0,0,4,4,3,3
179,Hank,Bassen,DET,G,30,5,3,3,4,4,4,0,0,0,0,2,2,2,3
180,George,Gardner,DET,G,31,3,2,4,4,4,3,0,0,0,0,3,3,2,2
181,Gordie,Howe,DET,F,09,8,4,4,5,4,4,4,3,4,5,5,3,4,3
182,Norm,Ullman,DET,F,07,4,5,4,4,2,5,2,0,5,5,4,1,4,2
183,Alex,Delvecchio,DET,F,10,7,3,4,5,3,3,3,0,4,4,5,3,4,1
184,Bruce,MacGregor,DET,F,12,5,4,4,4,4,3,2,1,4,4,3,3,4,1
185,Ted,Hampson,DET,F,16,4,4,4,3,4,3,2,0,3,3,4,1,3,0
186,Dean,Prentice,DET,F,20,5,3,3,3,4,3,3,0,4,3,3,1,3,1
187,Paul,Henderson,DET,F,19,5,4,4,3,3,4,1,1,3,4,3,5,3,1
188,Andy,Bathgate,DET,F,21,5,4,4,3,3,3,2,3,3,2,3,4,4,2
189,Floyd,Smith,DET,F,17,5,3,3,3,2,2,2,3,2,4,2,5,2,0
190,Gary,Bergman,DET,D,02,6,5,4,2,3,4,4,6,3,1,3,3,3,5
191,Leo,Boivin,DET,D,04,5,4,2,2,4,4,4,0,4,1,3,0,4,3
192,Bert,Marshall,DET,D,03,8,3,3,2,4,3,4,4,3,1,4,2,3,3
193,Howie,Young,DET,D,22,4,3,2,2,4,2,3,5,2,0,3,3,2,4
194,Pete,Goegan,DET,D,23,7,2,2,2,3,2,3,0,2,1,3,0,2,1
195,Bryan,Watson,DET,D,18,4,2,2,2,3,3,2,5,2,0,4,0,2,3
196,Roger,Crozier,DET,G,01,3,3,4,4,4,4,0,1,0,0,4,4,3,3
197,Hank,Bassen,DET,G,30,5,3,3,4,4,4,0,0,0,0,2,2,2,3
198,George,Gardner,DET,G,31,3,2,4,4,4,3,0,0,0,0,3,3,2,2
199,Gordie,Howe,DET,F,09,8,4,4,5,4,4,4,3,4,5,5,3,4,3
200,Norm,Ullman,DET,F,07,4,5,4,4,2,5,2,0,5,5,4,1,4,2
201,Alex,Delvecchio,DET,F,10,7,3,4,5,3,3,3,0,4,4,5,3,4,1
202,Bruce,MacGregor,DET,F,12,5,4,4,4,4,3,2,1,4,4,3,3,4,1
203,Ted,Hampson,DET,F,16,4,4,4,3,4,3,2,0,3,3,4,1,3,0
204,Dean,Prentice,DET,F,20,5,3,3,3,4,3,3,0,4,3,3,1,3,1
205,Paul,Henderson,DET,F,19,5,4,4,3,3,4,1,1,3,4,3,5,3,1
206,Andy,Bathgate,DET,F,21,5,4,4,3,3,3,2,3,3,2,3,4,4,2
207,Floyd,Smith,DET,F,17,5,3,3,3,2,2,2,3,2,4,2,5,2,0
208,Gary,Bergman,DET,D,02,6,5,4,2,3,4,4,6,3,1,3,3,3,5
209,Leo,Boivin,DET,D,04,5,4,2,2,4,4,4,0,4,1,3,0,4,3
210,Bert,Marshall,DET,D,03,8,3,3,2,4,3,4,4,3,1,4,2,3,3
211,Howie,Young,DET,D,22,4,3,2,2,4,2,3,5,2,0,3,3,2,4
212,Pete,Goegan,DET,D,23,7,2,2,2,3,2,3,0,2,1,3,0,2,1
213,Bryan,Watson,DET,D,18,4,2,2,2,3,3,2,5,2,0,4,0,2,3
214,Roger,Crozier,DET,G,01,3,3,4,4,4,4,0,1,0,0,4,4,3,3
215,Hank,Bassen,DET,G,30,5,3,3,4,4,4,0,0,0,0,2,2,2,3
216,George,Gardner,DET,G,31,3,2,4,4,4,3,0,0,0,0,3,3,2,2
217,Gordie,Howe,DET,F,09,8,4,4,5,4,4,4,3,4,5,5,3,4,3
218,Norm,Ullman,DET,F,07,4,5,4,4,2,5,2,0,5,5,4,1,4,2
219,Alex,Delvecchio,DET,F,10,7,3,4,5,3,3,3,0,4,4,5,3,4,1
220,Bruce,MacGregor,DET,F,12,5,4,4,4,4,3,2,1,4,4,3,3,4,1
221,Ted,Hampson,DET,F,16,4,4,4,3,4,3,2,0,3,3,4,1,3,0
222,Dean,Prentice,DET,F,20,5,3,3,3,4,3,3,0,4,3,3,1,3,1
223,Paul,Henderson,DET,F,19,5,4,4,3,3,4,1,1,3,4,3,5,3,1
224,Andy,Bathgate,DET,F,21,5,4,4,3,3,3,2,3,3,2,3,4,4,2
225,Floyd,Smith,DET,F,17,5,3,3,3,2,2,2,3,2,4,2,5,2,0
226,Gary,Bergman,DET,D,02,6,5,4,2,3,4,4,6,3,1,3,3,3,5
227,Leo,Boivin,DET,D,04,5,4,2,2,4,4,4,0,4,1,3,0,4,3
228,Bert,Marshall,DET,D,03,8,3,3,2,4,3,4,4,3,1,4,2,3,3
229,Howie,Young,DET,D,22,4,3,2,2,4,2,3,5,2,0,3,3,2,4
230,Pete,Goegan,DET,D,23,7,2,2,2,3,2,3,0,2,1,3,0,2,1
231,Bryan,Watson,DET,D,18,4,2,2,2,3,3,2,5,2,0,4,0,2,3
232,Roger,Crozier,DET,G,01,3,3,4,4,4,4,0,1,0,0,4,4,3,3
233,Hank,Bassen,DET,G,30,5,3,3,4,4,4,0,0,0,0,2,2,2,3
234,George,Gardner,DET,G,31,3,2,4,4,4,3,0,0,0,0,3,3,2,2
235,Gordie,Howe,DET,F,09,8,4,4,5,4,4,4,3,4,5,5,3,4,3
236,Norm,Ullman,DET,F,07,4,5,4,4,2,5,2,0,5,5,4,1,4,2
237,Alex,Delvecchio,DET,F,10,7,3,4,5,3,3,3,0,4,4,5,3,4,1
238,Bruce,MacGregor,DET,F,12,5,4,4,4,4,3,2,1,4,4,3,3,4,1
239,Ted,Hampson,DET,F,16,4,4,4,3,4,3,2,0,3,3,4,1,3,0
240,Dean,Prentice,DET,F,20,5,3,3,3,4,3,3,0,4,3,3,1,3,1
241,Paul,Henderson,DET,F,19,5,4,4,3,3,4,1,1,3,4,3,5,3,1
242,Andy,Bathgate,DET,F,21,5,4,4,3,3,3,2,3,3,2,3,4,4,2
243,Floyd,Smith,DET,F,17,5,3,3,3,2,2,2,3,2,4,2,5,2,0
244,Gary,Bergman,DET,D,02,6,5,4,2,3,4,4,6,3,1,3,3,3,5
245,Leo,Boivin,DET,D,04,5,4,2,2,4,4,4,0,4,1,3,0,4,3
246,Bert,Marshall,DET,D,03,8,3,3,2,4,3,4,4,3,1,4,2,3,3
247,Howie,Young,DET,D,22,4,3,2,2,4,2,3,5,2,0,3,3,2,4
248,Pete,Goegan,DET,D,23,7,2,2,2,3,2,3,0,2,1,3,0,2,1
249,Bryan,Watson,DET,D,18,4,2,2,2,3,3,2,5,2,0,4,0,2,3
250,Glenn,Hall,CHI,G,01,5,6,4,4,4,6,0,0,0,0,5,5,6,6
251,Dennis,DeJordy,CHI,G,30,6,5,4,5,5,5,0,0,0,0,4,4,5,5
252,Stan,Mikita,CHI,F,21,4,5,4,6,4,3,3,1,5,4,6,0,5,1
253,Bobby,Hull,CHI,F,09,7,5,5,4,4,5,2,4,5,5,5,2,5,3
254,Kenny,Wharram,CHI,F,17,3,5,5,3,2,4,1,3,5,5,4,5,3,2
255,Phil,Esposito,CHI,F,07,8,4,4,4,3,4,2,0,4,5,4,2,4,3
256,Doug,Mohns,CHI,F,11,6,4,5,4,4,3,3,4,3,4,3,3,3,3
257,Dennis,Hull,CHI,F,10,7,4,4,4,3,5,2,2,4,3,4,1,4,2
258,Chico,Maki,CHI,F,16,4,3,2,4,5,3,4,1,4,3,5,1,3,1
259,Ken,Hodge,CHI,F,14,9,2,2,5,4,4,3,5,3,5,4,1,3,3
260,Eric,Nesterenko,CHI,F,15,7,4,3,3,5,3,4,5,3,2,4,5,3,2
261,Pierre,Pilote,CHI,D,03,5,4,4,4,6,5,4,0,5,1,6,2,4,4
262,Pat,Stapleton,CHI,D,12,5,4,4,4,4,4,2,2,4,2,4,1,4,3
263,Doug,Jarrett,CHI,D,20,8,4,3,3,5,3,3,0,4,2,4,1,3,3
264,Ed,VanImpe,CHI,D,02,8,3,3,2,4,2,4,4,2,1,3,2,1,4
265,Matt,Ravlich,CHI,D,05,6,2,2,2,3,2,3,2,3,1,3,4,3,2
266,Wayne,Smith,CHI,D,04,7,2,2,1,2,1,2,0,2,0,1,4,1,0
267,Glenn,Hall,CHI,G,01,5,6,4,4,4,6,0,0,0,0,5,5,6,6
268,Dennis,DeJordy,CHI,G,30,6,5,4,5,5,5,0,0,0,0,4,4,5,5
269,Stan,Mikita,CHI,F,21,4,5,4,6,4,3,3,1,5,4,6,0,5,1
270,Bobby,Hull,CHI,F,09,7,5,5,4,4,5,2,4,5,5,5,2,5,3
271,Kenny,Wharram,CHI,F,17,3,5,5,3,2,4,1,3,5,5,4,5,3,2
272,Phil,Esposito,CHI,F,07,8,4,4,4,3,4,2,0,4,5,4,2,4,3
273,Doug,Mohns,CHI,F,11,6,4,5,4,4,3,3,4,3,4,3,3,3,3
274,Dennis,Hull,CHI,F,10,7,4,4,4,3,5,2,2,4,3,4,1,4,2
275,Chico,Maki,CHI,F,16,4,3,2,4,5,3,4,1,4,3,5,1,3,1
276,Ken,Hodge,CHI,F,14,9,2,2,5,4,4,3,5,3,5,4,1,3,3
277,Eric,Nesterenko,CHI,F,15,7,4,3,3,5,3,4,5,3,2,4,5,3,2
278,Pierre,Pilote,CHI,D,03,5,4,4,4,6,5,4,0,5,1,6,2,4,4
279,Pat,Stapleton,CHI,D,12,5,4,4,4,4,4,2,2,4,2,4,1,4,3
280,Doug,Jarrett,CHI,D,20,8,4,3,3,5,3,3,0,4,2,4,1,3,3
281,Ed,VanImpe,CHI,D,02,8,3,3,2,4,2,4,4,2,1,3,2,1,4
282,Matt,Ravlich,CHI,D,05,6,2,2,2,3,2,3,2,3,1,3,4,3,2
283,Wayne,Smith,CHI,D,04,7,2,2,1,2,1,2,0,2,0,1,4,1,0
284,Glenn,Hall,CHI,G,01,5,6,4,4,4,6,0,0,0,0,5,5,6,6
285,Dennis,DeJordy,CHI,G,30,6,5,4,5,5,5,0,0,0,0,4,4,5,5
286,Stan,Mikita,CHI,F,21,4,5,4,6,4,3,3,1,5,4,6,0,5,1
287,Bobby,Hull,CHI,F,09,7,5,5,4,4,5,2,4,5,5,5,2,5,3
288,Kenny,Wharram,CHI,F,17,3,5,5,3,2,4,1,3,5,5,4,5,3,2
289,Phil,Esposito,CHI,F,07,8,4,4,4,3,4,2,0,4,5,4,2,4,3
290,Doug,Mohns,CHI,F,11,6,4,5,4,4,3,3,4,3,4,3,3,3,3
291,Dennis,Hull,CHI,F,10,7,4,4,4,3,5,2,2,4,3,4,1,4,2
292,Chico,Maki,CHI,F,16,4,3,2,4,5,3,4,1,4,3,5,1,3,1
