Goalie,First,Last,Team,Pos,JNo,Wgt,Agl,Spd,OfA,DfA,PkC,Lv0,GlH,Lv0,Lv0,StR,StL,GvR,GvL
63,Ned,Braden,EDM,F,10,8,6,6,6,6,6,6,14,6,6,6,3,6,6
64,Dave,Carlson,EDM,F,03,8,6,6,6,6,6,6,14,6,6,6,3,6,6
65,Jack,Hanson,EDM,F,16,8,6,6,6,6,6,6,14,6,6,6,3,6,6
66,Steve,Hanson,EDM,F,17,8,6,6,6,6,6,6,14,6,6,6,3,6,6
67,Jeff,Hanson,EDM,F,18,8,6,6,6,6,6,6,14,6,6,6,3,6,6
68,Billy,Charlebois,EDM,D,05,8,6,6,6,6,6,6,14,6,6,6,3,6,6
69,Morris,Wanchuk,EDM,D,02,8,6,6,6,6,6,6,14,6,6,6,3,6,6
70,Johnny,Upton,EDM,D,12,8,6,6,6,6,6,6,14,6,6,6,3,6,6
71,Jim,Ahern,EDM,D,06,8,6,6,6,6,6,6,14,6,6,6,3,6,6
72,Jon,Casey,HFD,G,30,2,4,3,4,4,3,0,0,0,0,2,2,3,4
73,Tommy,Hanrahan,HFD,G,01,6,6,6,6,6,6,0,0,0,0,6,6,6,6
74,Pavel,Bure,HFD,F,10,5,5,6,5,4,4,2,0,5,4,4,4,4,2
75,Peter,Bondra,HFD,F,12,6,4,6,4,3,3,2,0,4,4,4,2,3,2
76,Russ,Courtnall,HFD,F,26,6,5,6,4,2,4,2,1,3,3,3,4,3,2
77,Dave,Gagner,HFD,F,15,6,4,4,4,4,3,2,4,4,4,4,2,4,4
78,Greg,Adams,HFD,F,08,7,3,3,4,4,3,3,2,3,5,4,1,3,1
79,Andrei,Kovalenko,HFD,F,51,3,3,4,4,3,3,3,4,3,4,4,1,3,2
80,Glen,Wesley,HFD,D,26,8,5,4,3,4,4,3,6,4,1,4,4,4,2
81,Brian,Leetch,HFD,D,02,6,6,3,4,4,4,2,6,5,1,5,2,5,2
82,Fredrik,Olausson,HFD,D,04,9,4,3,4,3,4,1,1,4,2,3,1,4,1
83,Jyrki,Lumme,HFD,D,21,7,4,3,3,4,2,3,4,4,1,4,1,4,2
84,Ed,Belfour,LA,G,30,6,6,4,6,6,5,0,0,0,0,6,6,5,5
85,Yvon,LeBrun,LA,G,31,6,6,6,6,6,6,0,0,0,0,6,6,6,6
86,Reggie,Dunlap,LA,F,07,8,6,6,6,6,6,6,14,6,6,6,3,6,6
87,Ned,Braden,LA,F,10,8,6,6,6,6,6,6,14,6,6,6,3,6,6
88,Dave,Carlson,LA,F,03,8,6,6,6,6,6,6,14,6,6,6,3,6,6
89,Jack,Hanson,LA,F,16,8,6,6,6,6,6,6,14,6,6,6,3,6,6
90,Steve,Hanson,LA,F,17,8,6,6,6,6,6,6,14,6,6,6,3,6,6
91,Jeff,Hanson,LA,F,18,8,6,6,6,6,6,6,14,6,6,6,3,6,6
92,Billy,Charlebois,LA,D,05,8,6,6,6,6,6,6,14,6,6,6,3,6,6
93,Morris,Wanchuk,LA,D,02,8,6,6,6,6,6,6,14,6,6,6,3,6,6
94,Johnny,Upton,LA,D,12,8,6,6,6,6,6,6,14,6,6,6,3,6,6
95,Jim,Ahern,LA,D,06,8,6,6,6,6,6,6,14,6,6,6,3,6,6
96,Kirk,McLean,MIN,G,01,8,4,4,4,4,4,0,0,0,0,4,4,3,3
97,Stephane,Fiset,MIN,G,35,5,3,4,3,3,2,0,0,0,0,2,2,2,2
98,Brett,Hull,MIN,F,16,9,4,4,5,3,6,3,3,5,3,4,4,3,2
99,Sergei,Fedorov,MIN,F,91,7,5,4,4,4,4,3,2,5,4,4,1,5,3
100,Joe,Sakic,MIN,F,19,6,4,4,5,4,4,2,0,4,5,5,2,5,2
101,Thomas,Steen,MIN,F,25,8,4,3,4,3,3,3,4,4,4,4,0,5,3
102,Shayne,Corson,MIN,F,09,9,4,4,3,4,3,4,6,4,2,4,2,3,4
103,Sergio,Momesso,MIN,F,27,11,4,3,3,3,3,4,6,2,3,4,4,2,4
104,Calle,Johansson,MIN,D,06,9,4,3,3,4,4,3,4,4,1,4,1,4,2
105,Doug,Lidster,MIN,D,03,9,3,3,2,3,3,4,3,4,1,4,1,4,2
106,Stephane,Quintal,MIN,D,33,11,2,2,1,4,2,3,7,3,0,4,4,3,3
107,Matt,Schneider,MIN,D,27,7,3,4,3,3,3,3,4,4,2,4,2,4,3
108,Bill,Ranford,MTL,G,30,4,4,3,3,3,4,0,0,0,0,4,4,5,4
109,Tommy,Hanrahan,MTL,G,01,6,6,6,6,6,6,0,0,0,0,6,6,6,6
110,Petr,Klima,MTL,F,85,7,5,5,3,2,4,1,3,5,5,4,5,3,3
111,Valeri,Kamensky,MTL,F,31,8,4,4,4,3,5,2,5,4,3,4,1,4,2
112,Vladimir,Ruzicka,MTL,F,38,10,4,4,3,3,4,2,6,4,3,3,3,3,2
113,Pelle,Eklund,MTL,F,09,5,5,4,4,3,3,3,2,4,3,4,0,4,1
114,Walt,Comiskey,MTL,F,25,8,6,6,6,6,6,6,14,6,6,6,3,6,6
115,Barclay,Donaldson,MTL,F,22,8,6,6,6,6,6,6,14,6,6,6,3,6,6
116,Zarley,Zalapski,MTL,D,03,10,5,4,4,5,4,4,4,4,2,5,1,3,3
117,Steve,Duchesne,MTL,D,28,8,4,4,4,4,4,2,4,4,2,4,1,4,2
118,Doug,Wilson,MTL,D,24,7,4,3,3,3,6,3,6,4,1,3,3,4,3
119,Bruce,Boudreau,MTL,D,77,8,6,6,6,6,6,6,14,6,6,6,3,6,6
120,Tommy,Soderstrom,NJ,G,30,3,4,4,5,5,4,0,0,0,0,3,4,3,4
121,Dominic,Roussel,NJ,G,33,6,3,3,3,3,3,0,0,0,0,3,3,2,2
122,Esa,Tikkanen,NJ,F,10,9,5,5,3,4,4,5,4,4,2,4,4,4,3
123,Stephane,Richer,NJ,F,44,9,4,4,4,3,5,2,1,4,3,4,4,3,2
124,Tony,Granato,NJ,F,21,6,4,5,4,4,3,3,3,3,4,3,3,3,4
125,Joe,Juneau,NJ,F,49,5,4,4,4,3,4,2,0,4,3,4,0,4,1
126,Walt,Comiskey,NJ,F,25,8,6,6,6,6,6,6,14,6,6,6,3,6,6
127,Barclay,Donaldson,NJ,F,22,8,6,6,6,6,6,6,14,6,6,6,3,6,6
128,Scott,Stevens,NJ,D,04,11,4,4,3,4,4,5,6,4,2,5,0,4,3
129,Eric,Weinrich,NJ,D,05,10,3,4,3,4,3,3,4,3,2,4,1,3,3
130,Mikhail,Tatarinov,NJ,D,06,8,3,3,2,2,5,4,6,4,1,2,4,4,3
131,Bruce,Boudreau,NJ,D,77,8,6,6,6,6,6,6,14,6,6,6,3,6,6
132,Bob,Essensa,NYI,G,35,3,4,4,5,5,4,0,0,0,0,4,4,4,4
133,Tommy,Hanrahan,NYI,G,01,6,6,6,6,6,6,0,0,0,0,6,6,6,6
134,Mario,Lemieux,NYI,F,66,10,5,4,6,4,4,3,3,6,6,6,0,6,2
135,Geoff,Courtnall,NYI,F,14,7,5,5,4,3,3,1,4,4,3,3,2,4,4
136,Claude,Lemieux,NYI,F,32,11,4,4,4,3,4,3,7,3,2,4,3,3,4
137,John,Leclair,NYI,F,17,11,3,4,3,3,3,3,0,3,3,3,2,2,2
138,Paul,Ysebaert,NYI,F,21,7,4,4,4,4,3,2,6,4,4,3,3,4,2
139,Dirk,Graham,NYI,F,33,8,4,3,3,5,3,4,7,3,2,4,5,3,4
140,Gord,Murphy,NYI,D,28,8,5,4,2,3,4,4,9,3,1,3,3,3,3
141,Luke,Richardson,NYI,D,22,11,3,3,1,3,2,4,6,3,0,2,4,3,4
142,Craig,Ludwig,NYI,D,03,12,2,2,1,3,2,3,4,2,0,3,4,2,4
143,Darius,Kasparitis,NYI,D,11,7,4,3,2,3,3,4,4,3,1,3,2,3,4
144,Tom,Barrasso,NYR,G,35,10,4,4,5,5,4,0,1,0,0,4,4,4,4
145,Mike,Richter,NYR,G,35,7,3,4,4,4,3,0,0,0,0,4,4,4,4
146,Doug,Gilmour,NYR,F,93,4,5,4,5,5,4,4,4,4,4,6,0,4,3
147,Theoren,Fleury,NYR,F,14,3,5,5,4,5,4,4,7,4,3,6,1,3,3
148,Wayne,Gretzky,NYR,F,99,4,6,4,5,4,2,2,2,6,2,6,0,6,0
149,Wendel,Clark,NYR,F,17,8,3,3,3,3,5,4,6,4,3,4,3,4,4
150,Pelle,Eklund,NYR,F,09,5,5,4,4,3,3,3,2,4,3,4,0,4,1
151,Dimitri,Khristich,NYR,F,08,7,3,3,4,3,4,3,1,4,6,4,1,4,2
152,Chris,Chelios,NYR,D,07,7,4,4,4,6,5,4,7,5,1,6,2,4,5
153,Gary,Suter,NYR,D,20,7,5,4,4,5,4,4,6,4,2,5,2,4,3
154,Don,Sweeney,NYR,D,32,4,4,4,3,4,4,4,4,4,1,4,1,4,2
155,Nicklas,Lidstrom,NYR,D,05,5,4,3,3,4,4,3,4,4,1,4,2,4,1
156,John,Blue,PHI,G,39,6,3,4,5,5,3,0,0,0,0,4,3,4,3
157,Dominik,Hasek,PHI,G,39,4,3,3,5,5,2,0,0,0,0,2,2,2,2
158,Alexnder,Mogilny,PHI,F,89,7,6,6,6,3,4,2,4,5,5,4,4,5,2
159,Kevin,Stevens,PHI,F,25,11,3,4,5,3,3,3,6,4,4,5,3,4,4
160,Dave,Andreychuk,PHI,F,14,11,3,3,4,4,4,4,3,3,4,5,4,3,2
161,Bob,Probert,PHI,F,24,11,4,3,3,3,3,4,10,2,2,4,2,3,5
162,Sergio,Momesso,PHI,F,27,11,4,3,3,3,3,4,6,2,3,4,4,2,4
163,Jay,Caufield,PHI,F,16,14,1,2,0,1,1,3,11,1,0,1,3,1,4
164,Paul,Coffey,PHI,D,77,9,6,5,4,3,4,2,4,6,1,5,1,5,3
165,Kjell,Samuelsson,PHI,D,28,14,2,2,1,3,4,4,7,3,1,4,5,2,3
166,Frank,Musil,PHI,D,03,9,4,4,2,3,2,3,6,2,1,3,5,2,3
167,Doug,Zmolek,PHI,D,19,12,2,2,2,3,2,3,6,2,1,3,5,2,4
168,Tommy,Hanrahan,PIT,G,01,6,6,6,6,6,6,0,0,0,0,6,6,6,6
169,A,Goalie,PIT,G,31,6,6,6,6,6,6,0,0,0,0,6,6,6,6
170,Tim,McCracken,PIT,F,09,8,6,6,6,6,6,6,14,6,6,6,3,6,6
171,Andre,Lussier,PIT,F,16,8,6,6,6,6,6,6,14,6,6,6,3,6,6
172,Gilmore,Tuttle,PIT,F,15,8,6,6,6,6,6,6,14,6,6,6,3,6,6
173,Ned,Brophy,PIT,F,08,8,6,6,6,6,6,6,14,6,6,6,3,6,6
174,Walt,Comiskey,PIT,F,25,8,6,6,6,6,6,6,14,6,6,6,3,6,6
175,Barclay,Donaldson,PIT,F,22,8,6,6,6,6,6,6,14,6,6,6,3,6,6
176,Ogie,Oglethorpe,PIT,D,02,8,6,6,6,6,6,6,14,6,6,6,3,6,6
177,Clarence,Swamptown,PIT,D,07,8,6,6,6,6,6,6,14,6,6,6,3,6,6
178,Ross,Madison,PIT,D,03,8,6,6,6,6,6,6,14,6,6,6,3,6,6
179,Bruce,Boudreau,PIT,D,77,8,6,6,6,6,6,6,14,6,6,6,3,6,6
180,Mike,Richter,QUE,G,35,7,3,4,4,4,3,0,0,0,0,4,4,4,4
181,Tommy,Hanrahan,QUE,G,01,6,6,6,6,6,6,0,0,0,0,6,6,6,6
182,Tim,McCracken,QUE,F,09,8,6,6,6,6,6,6,14,6,6,6,3,6,6
183,Andre,Lussier,QUE,F,16,8,6,6,6,6,6,6,14,6,6,6,3,6,6
184,Gilmore,Tuttle,QUE,F,15,8,6,6,6,6,6,6,14,6,6,6,3,6,6
185,Ned,Brophy,QUE,F,08,8,6,6,6,6,6,6,14,6,6,6,3,6,6
186,Walt,Comiskey,QUE,F,25,8,6,6,6,6,6,6,14,6,6,6,3,6,6
187,Barclay,Donaldson,QUE,F,22,8,6,6,6,6,6,6,14,6,6,6,3,6,6
188,Ogie,Oglethorpe,QUE,D,02,8,6,6,6,6,6,6,14,6,6,6,3,6,6
189,Clarence,Swamptown,QUE,D,07,8,6,6,6,6,6,6,14,6,6,6,3,6,6
190,Ross,Madison,QUE,D,03,8,6,6,6,6,6,6,14,6,6,6,3,6,6
191,Bruce,Boudreau,QUE,D,77,8,6,6,6,6,6,6,14,6,6,6,3,6,6
192,Andy,Moog,STL,G,35,4,4,4,2,2,4,0,0,0,0,4,3,4,3
193,Yvon,LeBrun,STL,G,31,6,6,6,6,6,6,0,0,0,0,6,6,6,6
194,Reggie,Dunlap,STL,F,07,8,6,6,6,6,6,6,14,6,6,6,3,6,6
195,Ned,Braden,STL,F,10,8,6,6,6,6,6,6,14,6,6,6,3,6,6
196,Dave,Carlson,STL,F,03,8,6,6,6,6,6,6,14,6,6,6,3,6,6
197,Jack,Hanson,STL,F,16,8,6,6,6,6,6,6,14,6,6,6,3,6,6
198,Steve,Hanson,STL,F,17,8,6,6,6,6,6,6,14,6,6,6,3,6,6
199,Jeff,Hanson,STL,F,18,8,6,6,6,6,6,6,14,6,6,6,3,6,6
200,Billy,Charlebois,STL,D,05,8,6,6,6,6,6,6,14,6,6,6,3,6,6
201,Morris,Wanchuk,STL,D,02,8,6,6,6,6,6,6,14,6,6,6,3,6,6
202,Johnny,Upton,STL,D,12,8,6,6,6,6,6,6,14,6,6,6,3,6,6
203,Jim,Ahern,STL,D,06,8,6,6,6,6,6,6,14,6,6,6,3,6,6
204,Ron,Hextall,TOR,G,27,7,4,4,4,4,4,0,0,0,0,4,4,3,3
205,Yvon,LeBrun,TOR,G,31,6,6,6,6,6,6,0,0,0,0,6,6,6,6
206,Dino,Ciccarelli,TOR,F,22,5,5,4,4,2,5,2,3,5,5,4,1,4,3
207,Adam,Oates,TOR,F,12,7,5,4,6,5,3,3,1,5,4,5,0,6,1
208,Ron,Francis,TOR,F,10,9,4,3,4,4,4,4,4,4,3,4,0,4,2
209,Steve,Thomas,TOR,F,32,6,4,4,4,3,3,4,4,3,3,4,2,4,3
210,Owen,Nolan,TOR,F,11,8,4,4,4,3,4,1,7,4,4,4,3,3,4
211,Peter,Zezel,TOR,F,25,9,3,3,3,3,3,4,0,3,3,4,1,4,1
212,Jamie,Macoun,TOR,D,34,8,3,3,2,4,4,4,4,3,1,4,4,4,2
213,Gerald,Diduck,TOR,D,04,10,3,3,2,3,4,4,7,3,1,3,4,3,4
214,Stephane,Quintal,TOR,D,33,11,2,2,1,4,2,3,7,3,0,4,4,3,3
215,Darryl,Sydor,TOR,D,25,9,3,3,2,3,3,3,4,3,1,3,2,3,2
216,Patrick,Roy,VAN,G,33,6,6,4,4,4,6,0,0,0,0,5,5,6,6
217,Yvon,LeBrun,VAN,G,31,6,6,6,6,6,6,0,0,0,0,6,6,6,6
218,Reggie,Dunlap,VAN,F,07,8,6,6,6,6,6,6,14,6,6,6,3,6,6
219,Ned,Braden,VAN,F,10,8,6,6,6,6,6,6,14,6,6,6,3,6,6
220,Dave,Carlson,VAN,F,03,8,6,6,6,6,6,6,14,6,6,6,3,6,6
221,Jack,Hanson,VAN,F,16,8,6,6,6,6,6,6,14,6,6,6,3,6,6
222,Steve,Hanson,VAN,F,17,8,6,6,6,6,6,6,14,6,6,6,3,6,6
223,Jeff,Hanson,VAN,F,18,8,6,6,6,6,6,6,14,6,6,6,3,6,6
224,Billy,Charlebois,VAN,D,05,8,6,6,6,6,6,6,14,6,6,6,3,6,6
225,Morris,Wanchuk,VAN,D,02,8,6,6,6,6,6,6,14,6,6,6,3,6,6
226,Johnny,Upton,VAN,D,12,8,6,6,6,6,6,6,14,6,6,6,3,6,6
227,Jim,Ahern,VAN,D,06,8,6,6,6,6,6,6,14,6,6,6,3,6,6
228,John,Vanbiesbrk,WSH,G,34,5,3,4,5,5,3,0,0,0,0,3,4,3,4
229,Don,Beaupre,WSH,G,33,4,3,4,3,3,3,0,0,0,0,3,3,3,3
230,Pierre,Turgeon,WSH,F,77,9,4,4,5,3,4,3,4,4,5,5,1,4,1
231,Shayne,Corson,WSH,F,09,9,4,4,3,4,3,4,6,4,2,4,2,3,4
232,Mike,Modano,WSH,F,09,7,5,5,4,4,5,2,4,5,2,5,2,4,3
233,Wendel,Clark,WSH,F,17,8,3,3,3,3,5,4,6,4,3,4,3,4,4
234,Kevin,Dineen,WSH,F,11,7,4,5,3,4,2,2,7,3,3,4,5,3,4
235,Joe,Juneau,WSH,F,49,5,4,4,4,3,4,2,0,4,3,4,0,4,1
236,Dave,Manson,WSH,D,24,9,4,4,3,5,5,4,10,4,1,5,4,3,4
237,Alexei,Kasatonov,WSH,D,07,11,4,3,2,3,4,4,4,4,1,3,1,4,2
238,Glen,Feathrston,WSH,D,06,11,3,3,2,2,2,4,8,2,3,2,3,2,4
239,Charlie,Huddy,WSH,D,22,10,3,2,2,4,3,3,4,3,1,3,1,3,2
240,Curtis,Joseph,WPG,G,31,6,4,4,6,6,4,0,0,0,0,3,3,4,4
241,Yvon,LeBrun,WPG,G,31,6,6,6,6,6,6,0,0,0,0,6,6,6,6
242,Reggie,Dunlap,WPG,F,07,8,6,6,6,6,6,6,14,6,6,6,3,6,6
243,Ned,Braden,WPG,F,10,8,6,6,6,6,6,6,14,6,6,6,3,6,6
244,Dave,Carlson,WPG,F,03,8,6,6,6,6,6,6,14,6,6,6,3,6,6
245,Jack,Hanson,WPG,F,16,8,6,6,6,6,6,6,14,6,6,6,3,6,6
246,Steve,Hanson,WPG,F,17,8,6,6,6,6,6,6,14,6,6,6,3,6,6
247,Jeff,Hanson,WPG,F,18,8,6,6,6,6,6,6,14,6,6,6,3,6,6
248,Billy,Charlebois,WPG,D,05,8,6,6,6,6,6,6,14,6,6,6,3,6,6
249,Morris,Wanchuk,WPG,D,02,8,6,6,6,6,6,6,14,6,6,6,3,6,6
250,Johnny,Upton,WPG,D,12,8,6,6,6,6,6,6,14,6,6,6,3,6,6
251,Jim,Ahern,WPG,D,06,8,6,6,6,6,6,6,14,6,6,6,3,6,6
252,Denis,Lemieux,CHA,G,01,6,6,6,6,6,6,0,0,0,0,6,6,6,6
253,Denis,Lemieux,CHA,G,01,6,6,6,6,6,6,0,0,0,0,6,6,6,6
254,Reggie,Dunlap,CHA,F,07,8,6,6,6,6,6,6,14,6,6,6,3,6,6
255,Ned,Braden,CHA,F,10,8,6,6,6,6,6,6,14,6,6,6,3,6,6
256,Dave,Carlson,CHA,F,03,8,6,6,6,6,6,6,14,6,6,6,3,6,6
257,Jack,Hanson,CHA,F,16,8,6,6,6,6,6,6,14,6,6,6,3,6,6
258,Steve,Hanson,CHA,F,17,8,6,6,6,6,6,6,14,6,6,6,3,6,6
259,Jeff,Hanson,CHA,F,18,8,6,6,6,6,6,6,14,6,6,6,3,6,6
260,Billy,Charlebois,CHA,D,05,8,6,6,6,6,6,6,14,6,6,6,3,6,6
261,Morris,Wanchuk,CHA,D,02,8,6,6,6,6,6,6,14,6,6,6,3,6,6
262,Johnny,Upton,CHA,D,12,8,6,6,6,6,6,6,14,6,6,6,3,6,6
263,Jim,Ahern,CHA,D,06,8,6,6,6,6,6,6,14,6,6,6,3,6,6
264,Tommy,Hanrahan,SYR,G,01,6,6,6,6,6,6,0,0,0,0,6,6,6,6
265,Tim,McCracken,SYR,F,09,8,6,6,6,6,6,6,14,6,6,6,3,6,6
266,Andre,Lussier,SYR,F,16,8,6,6,6,6,6,6,14,6,6,6,3,6,6
267,Gilmore,Tuttle,SYR,F,15,8,6,6,6,6,6,6,14,6,6,6,3,6,6
268,Ned,Brophy,SYR,F,08,8,6,6,6,6,6,6,14,6,6,6,3,6,6
269,Walt,Comiskey,SYR,F,25,8,6,6,6,6,6,6,14,6,6,6,3,6,6
270,Barclay,Donaldson,SYR,F,22,8,6,6,6,6,6,6,14,6,6,6,3,6,6
271,Ogie,Oglethorpe,SYR,D,02,8,6,6,6,6,6,6,14,6,6,6,3,6,6
272,Clarence,Swamptown,SYR,D,07,8,6,6,6,6,6,6,14,6,6,6,3,6,6
273,Ross,Madison,SYR,D,03,8,6,6,6,6,6,6,14,6,6,6,3,6,6
274,Bruce,Boudreau,SYR,D,77,8,6,6,6,6,6,6,14,6,6,6,3,6,6
275,Denis,Lemieux,CLE,G,01,6,2,2,2,2,2,0,0,0,0,2,2,2,2
276,Yvon,LeBrun,CLE,G,31,6,2,2,2,2,2,0,0,0,0,2,2,2,2
277,Reggie,Dunlap,CLE,F,07,7,2,2,2,2,2,2,8,2,2,2,1,2,4
278,Ned,Braden,CLE,F,10,7,2,2,2,2,2,2,8,2,2,2,1,2,4
279,Dave,Carlson,CLE,F,03,7,2,2,2,2,2,2,8,2,2,2,1,2,4
280,Jack,Hanson,CLE,F,16,7,2,2,2,2,2,2,15,2,2,2,1,2,6
281,Steve,Hanson,CLE,F,17,7,2,2,2,2,2,2,15,2,2,2,1,2,6
282,Jeff,Hanson,CLE,F,18,7,2,2,2,2,2,2,15,2,2,2,1,2,6
283,Billy,Charlebois,CLE,D,05,7,2,2,2,2,2,2,8,2,2,2,1,2,4
284,Morris,Wanchuk,CLE,D,02,7,2,2,2,2,2,2,8,2,2,2,1,2,4
285,Johnny,Upton,CLE,D,12,7,2,2,2,2,2,2,8,2,2,2,1,2,4
286,Jim,Ahern,CLE,D,06,7,2,2,2,2,2,2,8,2,2,2,1,2,4
287,Denis,Lemieux,COL,G,01,6,2,2,2,2,2,0,0,0,0,2,2,2,2
288,Yvon,LeBrun,COL,G,31,6,2,2,2,2,2,0,0,0,0,2,2,2,2
